OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/scarborough,BR-001,"53-57 Sandside, Scarborough",-0.387427,54.284113,https://tinyurl.com/ya8rgrxf,0.04,not owned by a public authority,,permissioned,full planning permission,2007-05-31,,8,8,yes,07/00366/FL. Proposed alterations and refurbishment of redundant museum building to form 8 No apartments,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/scarborough,BR-002,"Former St Thomas Hospital, 11 Foreshore Road, Scarborough",-0.395287,54.283011,https://tinyurl.com/y7rmwntr,0.19,not owned by a public authority,,permissioned,full planning permission,2008-03-31,,12,12,yes,"08/00193/FL. Conversion of first and second floor of former hospital to create 12 self contained flats, including new bridge and stepped access.",2017-12-18,2017-12-19,
http://opendatacommunities.org/id/district-council/scarborough,BR-003,"Former St Johns Church, Globe Street, Scarborough",-0.395221,54.283956,https://tinyurl.com/yapdfb6n,0.03,not owned by a public authority,,permissioned,full planning permission,2010-10-07,,6,6,yes,10/00521/FL. Proposed conversion of former church building into 4 apartments and 2 maisonettes,2017-12-18,2017-12-20,
http://opendatacommunities.org/id/district-council/scarborough,BR-004,"Churchills, 1 Montpellier Terrace, Weaponness",-0.400709,54.274744,https://tinyurl.com/y72gdlhr,0.04,not owned by a public authority,,permissioned,full planning permission,2015-08-18,,9,9,yes,15/01265/FL. Change of use from student accommodation/caretaker's flat to 10 no. one bedroomed apartments with 6 on-site car park spaces,2017-12-18,2017-12-21,
http://opendatacommunities.org/id/district-council/scarborough,BR-005,"Yorkshire Regional Newspapers Ltd, 17-23 Aberdeen Walk, Scarborough",-0.402602,54.28258,https://tinyurl.com/y9zbjwyd,0.1,not owned by a public authority,,permissioned,other,2005-12-07,,14,14,yes,15/02152/P3JPA. Change of use to 14 dwellings,2017-12-18,2017-12-22,
http://opendatacommunities.org/id/district-council/scarborough,BR-006,"First Floor, 11-25 Northway, Scarborough",-0.405525,54.280884,https://tinyurl.com/y88hm88w,0.06,not owned by a public authority,,permissioned,other,2016-11-01,,8,8,yes,16/01872/P3O. Conversion of offices to 8 apartments,2017-12-18,2017-12-23,
http://opendatacommunities.org/id/district-council/scarborough,BR-007,"Lysander Hotel, 22 Weydale Avenue, Scarborough",-0.415162,54.292732,https://tinyurl.com/y8f9r3y8,0.08,not owned by a public authority,,permissioned,full planning permission,2016-12-23,,5,5,yes,16/02335/FL. Conversion of hotel to 5 No 2 Bedroom & 1 No 3 Bedroom residential apartments including a two storey rear extension,2017-12-18,2017-12-24,
http://opendatacommunities.org/id/district-council/scarborough,BR-008,"Housing Advice Resource Centre, 22 Victoria Road, Scarborough",-0.405106,54.282973,https://tinyurl.com/y83uyc5c,0.01,not owned by a public authority,,permissioned,other,2017-02-20,,6,6,yes,17/00052/P3O. Conversion of offices (B1(a)) into 6 no. studio flats (C3),2017-12-18,2017-12-25,
http://opendatacommunities.org/id/district-council/scarborough,BR-009,"First Floor Above 1-9, 27-37 Northway And 81 Westborough, Scarborough",-0.406369,54.2813,https://tinyurl.com/ybgaykhs,0.08,not owned by a public authority,,permissioned,other,2017-02-20,,9,9,yes,17/00038/P3O. Change from office (B1) to residential (C3),2017-12-18,2017-12-26,
http://opendatacommunities.org/id/district-council/scarborough,BR-010,"1 Esplanade, Whitby",-0.618027,54.489236,https://tinyurl.com/y7pvs2qg,0.05,not owned by a public authority,,permissioned,full planning permission,2017-03-29,,8,8,yes,17/00069/FL. Alterations to existing flats and bedsits to form 13 no. self-contained flats and formation of new access to basement flat at front,2017-12-18,2017-12-27,
http://opendatacommunities.org/id/district-council/scarborough,BR-011,"The Breece, West Street, Scarborough",-0.401834,54.273842,https://tinyurl.com/y7gd6fom,0.05,not owned by a public authority,,permissioned,full planning permission,,,16,16,yes,17/00293/FL. Conversion of former HMO (sui generis) to 16 no. apartments (C3),2017-12-18,2017-12-28,
http://opendatacommunities.org/id/district-council/scarborough,BR-012,"LPG Depot, Church Hill, Reighton",-0.268613,54.158407,https://tinyurl.com/ybqeymbz,0.68,not owned by a public authority,,permissioned,reserved matters approval,2016-02-18,,8,8,yes,15/02420/RM. Reserved Matters application for approval of details relating to the appearance and landscaping of the development approved under 12/01586/OL for the erection of 8 no. new dwellings,2017-12-18,2017-12-29,
http://opendatacommunities.org/id/district-council/scarborough,BR-013,"Land Adjacent 25 Holbeck Hill, Weaponness, Scarborough",-0.394273,54.266461,https://tinyurl.com/yagga45a,0.14,not owned by a public authority,,permissioned,full planning permission,2007-10-18,,8,8,yes,07/01207/FL. Creation of new build residential apartments including 7 two bedroom apartments and one 1 bedroom apartment within a three storey,2017-12-18,2017-12-30,
http://opendatacommunities.org/id/district-council/scarborough,BR-014,"94 Filey Road, Weaponness, Scarborough",-0.392839,54.263845,https://tinyurl.com/yd52nzuc,0.18,not owned by a public authority,,permissioned,full planning permission,2008-12-03,,11,11,yes,08/01544/FL. Demolition of existing dwelling and the erection of 12 two bedroomed flats,2017-12-18,2017-12-31,
http://opendatacommunities.org/id/district-council/scarborough,BR-015,"80 Commercial Street, Scarborough",-0.415395,54.279036,https://tinyurl.com/ycebangh,0.06,not owned by a public authority,,permissioned,full planning permission,2013-04-18,,9,9,yes,12/01405/FL. Erection of 9 No houses,2017-12-18,2018-01-01,
http://opendatacommunities.org/id/district-council/scarborough,BR-016,"Land To The South Of Friars Way, Scarborough",-0.398547,54.284549,https://tinyurl.com/y7w7mvfl,0.03,not owned by a public authority,,permissioned,full planning permission,2014-12-17,,5,5,yes,14/00480/FL. Residential development of 3 flats and 2 town houses,2017-12-18,2018-01-02,
http://opendatacommunities.org/id/district-council/scarborough,BR-017,"35-37 Roscoe Street, Scarborough",-0.411774,54.279753,https://tinyurl.com/ybysdp6j,0.02,not owned by a public authority,,permissioned,full planning permission,2015-04-21,,6,6,yes,15/00354/FL. Demolition of existing building and construction of new building to house 6 new 2 bedroomed self contained flats,2017-12-18,2018-01-03,
http://opendatacommunities.org/id/district-council/scarborough,BR-018,"Spring Bank Yard, Spring Bank, Scarborough",-0.416333,54.272595,https://tinyurl.com/y7nhwuo2,0.06,not owned by a public authority,,permissioned,full planning permission,2015-06-23,,5,5,yes,14/02512/FL. Demolition of existing garages and erection of 5 No. two bedroom dwellings,2017-12-18,2018-01-04,
http://opendatacommunities.org/id/district-council/scarborough,BR-019,"The Sands Development Site, Burniston Road, Scarborough",-0.409098,54.292607,https://tinyurl.com/ybybd2p8,1.1,owned by a public authority,,permissioned,reserved matters approval,2016-10-10,,24,24,yes,"16/00922/RM. Reserved matters application for a multiplex cinema, multi-storey car park, associated commercial units and residential apartments in relation to the development approved in outline under reference 15/01305/OL",2017-12-18,2018-01-05,
http://opendatacommunities.org/id/district-council/scarborough,BR-020,"24 Vernon Road, Scarborough",-0.400072,54.280084,https://tinyurl.com/ycdskqco,0.08,not owned by a public authority,,permissioned,full planning permission,2016-11-29,,33,33,yes,15/02636/FL. Construction of student accommodation comprising 19 no. flats and 34 no. studio units along with associated access works,2017-12-18,2018-01-06,
http://opendatacommunities.org/id/district-council/scarborough,BR-021,"Former Scarborough Rugby Union Football Club, Scalby Road, Scalby, Scarborough",-0.442102,54.295033,https://tinyurl.com/y7meoklr,1.49,not owned by a public authority,,permissioned,full planning permission,2015-12-03,,59,59,yes,"15/01219/FL. Outline application for 24 dwellings, GPs surgery and 59 room Extra Care building, with full details of the Extra care building and new vehicular access",2017-12-18,2018-01-07,
http://opendatacommunities.org/id/district-council/scarborough,BR-022,"Bagdale Garage, Bagdale, Whitby",-0.619381,54.484327,https://tinyurl.com/ybtsk87x,0.14,not owned by a public authority,,permissioned,reserved matters approval,2003-08-07,,13,13,yes,03/01230/RM. Approval of Reserved matters redevelopment of site by means of 10 no dwellinghouses and 4 no flats,2017-12-18,2018-01-08,
http://opendatacommunities.org/id/district-council/scarborough,BR-023,"Universal Garage Co Ltd, Silver Street, Whitby",-0.616602,54.488016,https://tinyurl.com/ychksawg,0.14,not owned by a public authority,,permissioned,full planning permission,2008-02-05,,13,13,yes,"07/01949/FL. Erection of 10 apartments and 3 houses with associated garaging, access, landscaping including demolition of existing vacant garage building",2017-12-18,2018-01-09,
http://opendatacommunities.org/id/district-council/scarborough,BR-024,"Argyle Garage, Argyle Road, Whitby",-0.625737,54.489971,https://tinyurl.com/yd33v8wd,0.14,not owned by a public authority,,permissioned,full planning permission,2016-09-16,,14,14,yes,16/00426/FL. Demolition of existing garage and erection of 14 no. flats with parking and alterations to existing building to create a dwelling,2017-12-18,2018-01-10,
http://opendatacommunities.org/id/district-council/scarborough,BR-025,"Electricity Building, Filey Road, Gristhorpe",-0.330164,54.222375,https://tinyurl.com/y8kclfl6,2.4,not owned by a public authority,,permissioned,outline planning permission,2015-04-08,,45,45,yes,"14/01141/OL. Demolition of offices and industrial buildings and erection of 45 residential dwellings including 7 affordable houses, creation of retail shop (A1), open space and associated infrastructure",2017-12-18,2018-01-11,
http://opendatacommunities.org/id/district-council/scarborough,BR-026,"GT Garages, Columbus Ravine, Scarborough",-0.410554,54.284293,https://tinyurl.com/yajdjj8f,0.34,not owned by a public authority,,permissioned,outline planning permission,2017-06-06,,24,24,yes,. Demolition of existing premises and construction of retail units and dwellings,2017-12-18,2018-01-12,
http://opendatacommunities.org/id/district-council/scarborough,BR-027,"Old Laundrette, Laundry Road, Filey",-0.28992,54.212202,https://tinyurl.com/yacr2osx,0.18,not owned by a public authority,,not permissioned,,,,20,20,,. The site was previously derelict although there is now a car repair use there (planning application forthcoming April 2017). It remains an option for brownfield housing development and could accommodate circa 20 units on the site.,2017-12-18,2018-01-13,
http://opendatacommunities.org/id/district-council/scarborough,BR-028,"Land at Carlton Road, Filey",-0.294131,54.211255,https://tinyurl.com/yantmuky,0.2,not owned by a public authority,,not permissioned,,,,12,12,,". The site is behind a recently developed apartment scheme. It is shoe-horned in between housing and appears to be in some form of storage use, albeit the buildings are run-down.  The site could accommodate a minimum of 12 units on the site, more depending on the form of housing.",2017-12-18,2018-01-14,
http://opendatacommunities.org/id/district-council/scarborough,BR-029,"Land at Cleveland Road, Scarborough",-0.412059,54.282327,https://tinyurl.com/y6us6dxk,0.5,not owned by a public authority,,not permissioned,,,,30,30,,. The site is in employment use and was identified in the SHELAA as a site that would be appropriate for residential use if it became available. It is unknown if this is deliverable in the short term but if so it could accommodate circa 30 dwellings.,2017-12-18,2018-01-15,
http://opendatacommunities.org/id/district-council/scarborough,BR-030,"Land at Melrose Street, Scarborough",-0.409328,54.284242,https://tinyurl.com/ybdqm8ov,0.6,not owned by a public authority,,permissioned,outline planning permission,,,30,30,,14/02177/OL. Demolition of existing premises and construction of retail units and dwellings. Awaiting S106.,2017-12-18,2018-01-16,
http://opendatacommunities.org/id/district-council/scarborough,BR-031,"Goodie New Shoes, 37-39 Huntriss Row, Scarborough",-0.400017,54.281117,https://tinyurl.com/y9a5tg3v,0.03,not owned by a public authority,,permissioned,full planning permission,,,7,7,yes,13/02612/FL. Conversion of floors above retail premises and erection of four storey extension to the rear (facing Falconers Square) to provide 7 flats (2 x 1 Bed & 5 x 2 Bed),2017-12-18,2018-01-17,
