OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/portsmouth,1,TIPNER WEST,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-001.pdf,6.56,mixed ownership,,not permissioned,,,,650,650,yes,"""Part of City Deal"". ""Proposed for up to 650 dwelling mixed-use as part of larger development scheme for City Deal""",2016-07-30,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,2,TIPNER FIRING RANGE,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-002.pdf,15.46,owned by a public authority,,not permissioned,,,,600,600,yes,"""Part of City Deal"". ""Proposed for up to 600 dwelling mixed-use as part of larger development scheme for City Deal""",2016-07-31,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,3,LAND OFF AND BETWEEN M275 SOUTH OF TIPNER LAKE INCLUDING GREYHOUND STADIUM TWYFORD AVENUE,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-003.pdf,11.29,owned by a public authority,,permissioned,outline planning permission,2012-03-30,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L7GM7TMO5G000,600,600,yes,". ""Outline planning permission granted for up to 600 homes, 615sqm commercial floor space and sea wall. Permission granted for Park & Ride facility.""",2016-08-01,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,4,PORT SOLENT HMS EXCELLENT,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-004.pdf,25.34,mixed ownership,,not permissioned,,,,500,500,yes,"""The site has considerable contaminated land issues through industrial use of the land, landfill and land reclamation. Therefore, before any development can take place the council will need to be satisfied that an  appropriate scheme for remediation of the site is in place to deal with the historic land contamination."". ""Allocated in Core Strategy (2011-2027) for approx. 500 homes.  Also part of City Deal """,2016-08-02,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,12,"CITY CENTRE IDENTIFIED PERMISSIONS (EUROPA HOUSE, HAVANT STREET)",,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-012.pdf,0.26,,,permissioned,full planning permission,2015-06-18,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NJCF4FMOI3V00,200,200,yes,"""Subject to conditions"". ""Change of use from office (Class B1) to halls of residence (Class C1) at levels 6-18 of Europa House and the annex building to form 262 study bedrooms with communal facilities""",2016-08-05,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,14,TRAFALGAR WHARF,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-014.pdf,3.23,not owned by a public authority,,pending decision,,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=MSUUZTMO5G000,160,160,yes,"""The site has considerable contaminated land issues. Therefore, before any development can take place the council will need to be satisfied that thorough investigation of the site has taken place and an appropriate scheme for remediation of the site is in place to deal with the historic land contamination."". ""Resolution to grant permission for 163 units. Allocated for residential development in Portsmouth City Plan 2001-2011""",2016-08-06,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,16,DRAYTON DAIRY,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-016.pdf,2.52,owned by a public authority,,permissioned,other,2017-09-20,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OL60SKMOJTS00,100,100,yes,"""Resolution to grant permission subject to S106."". ""Outline application for the construction of up to 108 dwellings""",2016-08-07,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,27,QINETIQ-FRASER BATTERY,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-027.pdf,5.45,not owned by a public authority,,not permissioned,,,,130,130,yes,". ""Previous planning application withdrawn for 131 residential dwellings. Recent refused planning application for access road to accommodate residential development""",2016-08-14,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,32,42-56 GKN AUTOPARTS LTD MIDDLE STREET,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-032.pdf,0.11,not owned by a public authority,,permissioned,full planning permission,2015-02-10,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=MXWFV2MOGHQ00,60,60,yes,"""Subject to conditions"". ""Construction of 4-storey building to form 66 unit student halls of residence (within Class C1) and three commercial units to ground floor for purposes within Use Class B1 after demolition of existing building""",2016-08-17,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,34,QUEENS HOTEL,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-034.pdf,0.84,not owned by a public authority,,permissioned,full planning permission,2012-03-15,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=LDTP2UMO02T00,30,30,yes,"""Subject to conditions"". ""Construction of eight-storey building comprising 38 apartments above extended landscapes podium level and associated car parking facilities""",2016-08-19,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,45,THE ROYAL BEACH HOTEL (EAST WING) ST HELENS PARADE,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-045.pdf,0.11,,,permissioned,full planning permission,2013-07-18,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=KYYKV6MO04R00,40,40,yes,". ""Conversion of east wing to form 9 maisonettes and 31 flats including construction of mansard roof to form additional floor and external alterations""",2016-08-26,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,77,140-142 KINGSTON ROAD (BINGO HALL),,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-077.pdf,0.07,not owned by a public authority,,pending decision,,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OTLPCOMOG6Y00,10,10,yes,". ""Part demolition of former bingo hall and conversion to form retail unit (Class A1/A2) and 10 dwellinghouse; conversion/extension of outbuilding to form dwellinghouse; provision of associated refuse/ bicycle stores and car parking""",2016-09-19,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,86,GARAGES AT EXMOUTH ROAD,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-086.pdf,0.11,not owned by a public authority,,not permissioned,,,,5,5,yes,". ""Potential for residential development following demolition of existing garages""",2016-09-26,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,87,"FORMER AQUATICS CENTRE, 201 HIGHLAND ROAD AND 197 AND LAND AT REAR",,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-087.pdf,0.25,not owned by a public authority,,permissioned,full planning permission,2015-09-11,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NR2RVQMOLKU00,7,7,yes,". ""Construction of four 3-storey houses and three 2-storey houses with associated access road and car parking after demolition of existing buildings""",2016-09-27,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,88,LAND SOUTH OF MARINA KEEP,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-088.pdf,0.19,not owned by a public authority,,not permissioned,,,,15,15,yes,"""Promoted through SHLAA call for sites. The site has considerable contaminated land issues. The site has considerable contaminated land issues. Therefore, before any development can take place the council will need to be satisfied that thorough investigation of the site has taken place and an appropriate scheme for remediation of the site is in place to deal with the historic land contamination."". ""Site adjacent to existing marina, previously promoted for residential development.""",2016-09-28,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,91,NORTH END KWIKSAVE,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-091.pdf,0.17,not owned by a public authority,,not permissioned,,,,10,10,yes,". ""Vacant retail unit, being promoted for residential development""",2016-09-29,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,96,108-112 ELM GROVE,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-096.pdf,0.04,not owned by a public authority,,permissioned,full planning permission,2015-05-01,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NKXUNKMOIS300,15,15,yes,". ""Construction of 3-storey building to form a 17 study bedroom halls of residence for student use (Class C1) and 2 shops on ground floor (Class A1) with associated cycle and refuse stores""",2016-10-02,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,125,251-253 NEW ROAD (GOSPORT METAL TREATMENT),,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-125.pdf,0.06,not owned by a public authority,,permissioned,full planning permission,2017-02-01,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OGN2Y3MOHQM00,8,8,yes,". ""Construction of a terrace of nine 2 and 2.5-storey dwellinghouse""",2016-10-21,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,145,GARAGES ADJACENT TO 1A ST CHADS AVENUE,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-145.pdf,0.06,not owned by a public authority,,pending decision,,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NXCHQGMOGPA00,6,6,yes,". ""Construction of a 3.5-storey block of seven flats with associated parking, landscaping, cycle and refuse stores following demolition of existing garage blocks""",2016-11-02,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,165,WIGHTLINK CAR PARK,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-165.pdf,0.35,not owned by a public authority,,not permissioned,,,,60,60,yes,"""Promoted through SHLAA call for sites. The site has considerable contaminated land issues. Therefore, before any development can take place the council will need to be satisfied that thorough investigation of the site has taken place and an appropriate scheme for remediation of the site is in place to deal with the historic land contamination."". ""Existing car park site, identified as suitable for residential development""",2016-11-13,2017-12-18,
http://opendatacommunities.org/id/unitary-authority/portsmouth,166,PORTSMOUTH MAIL CENTRE,,,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-166.pdf,0.5,not owned by a public authority,,not permissioned,,,,150,150,yes,"""Promoted through SHLAA call for sites"". ""Vacant site with potential for mixed use development including residential""",2016-11-14,2017-12-18,
