OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR001,"Glendaragh, Barn Park Road, Teignmouth TQ14 8PN",-3.493556,50.549666,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=01%2f03478%2fCOU,0.26,not owned by a public authority,permissioned,full planning permission,2001-10-26,,yes,15,15,,Part of this site was started in 2002,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR002,"Rosemary Avenue, Newton Abbot TQ12 1SB",-3.62634,50.534055,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=05%2f04278%2fFUL,0.12,not owned by a public authority,permissioned,full planning permission,2006-03-22,,yes,6,6,,Groundworks commenced keeping this live,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR003,"Platway House, Torquay Road, Shaldon TQ14 0AU",-3.512244,50.539478,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f03261%2fMAJ,0.47,not owned by a public authority,permissioned,full planning permission,2008-07-01,,yes,9,9,,Original dwelling demolished,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR004,"Shapters Yard, Strand Hill, Dawlish EX7 9PS",-3.466864,50.581501,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=12%2f01811%2fFUL,0.04,not owned by a public authority,permissioned,full planning permission,2012-07-31,,yes,9,9,,started,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR005,"Former Wolborough Hospital, Old Totnes Road, Newton Abbot TQ12 6AA",-3.620994,50.520522,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f01497%2fMAJ,1.14,not owned by a public authority,permissioned,full planning permission,2013-01-21,,yes,13,79,,started,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR006,"Holcombe Hall, Holcombe Drive, Dawlish EX7 0JW",-3.474195,50.563403,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f02517%2fFUL,0.73,not owned by a public authority,permissioned,full planning permission,2014-10-10,,yes,7,7,,started - 2 completed,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR007,"14 Barton Villas, Dawlish EX7 9QJ",-3.476659,50.579893,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f03658%2fFUL,0.04,not owned by a public authority,permissioned,full planning permission,2014-10-10,,yes,5,5,,started,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR008,"22 - 26 Wolborough Street, Newton Abbot TQ12 1JJ",-3.613397,50.529387,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f01015%2fMAJ,0.18,not owned by a public authority,permissioned,full planning permission,2014-10-10,,yes,27,27,,started,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR009,"Clay Lane, Teignmouth TQ14 8FW",-3.501281,50.547112,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f01918%2fMAJ,0.08,not owned by a public authority,permissioned,full planning permission,2014-10-09,,yes,21,21,,2 phase scheme part 1 completed in 2009,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR010,"land at Ilford Park, Stover, Newton Abbot TQ12 6PW",-3.656862,50.560596,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f02580%2fMAJ,26.45,not owned by a public authority,permissioned,full planning permission,2016-06-01,,yes,23,23,,,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR011,"5 George Street, Teignmouth TQ14 8AH",-3.496856,50.546009,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f03008%2fCOU,0.03,not owned by a public authority,permissioned,full planning permission,2015-01-26,,yes,8,8,,started,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR012,"17 Bank Street, Newton Abbot TQ12 2JL",-3.612942,50.530122,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f03632%2fFUL,0.04,not owned by a public authority,permissioned,full planning permission,2015-05-07,,yes,7,7,,started,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR013,"Littlehayes, 9 East Cliff Road, Dawlish EX7 0BP",-3.464526,50.583095,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f00726%2fMAJ,0.14,not owned by a public authority,permissioned,full planning permission,2016-01-26,,yes,9,9,,started,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR014,"RMS Motors, Pottery Road, Bovey Tracey TQ13 9DS",-3.674489,50.581506,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f00776%2fMAJ,0.51,not owned by a public authority,permissioned,full planning permission,2015-08-28,,yes,14,14,,started,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR015,"Shell Cove House, 19 Old Teignmouth Road, Dawlish EX7 0NJ",-3.471419,50.571299,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02590%2fFUL/https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00300%2fMAJ,2.8,not owned by a public authority,permissioned,full planning permission,2016-03-24,,yes,34,34,,started 2 applications,2017-11-01,2017-12-13,
http://opendatacommunities.org/id/district-council/teignbridge,Teignbridge District Council,BFR016,"Langdon Hospital, Dawlish EX7 0NS",-3.468594,50.598504,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02700%2fMAJ,11.11,not owned by a public authority,permissioned,outline planning permission,2016-09-13,,yes,26,34,,only approx 1.04 ha brownfield,2017-11-01,2017-12-13,
