OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/broadland,B/AYL/001,619959,326643,0.8,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/AYL/002,620030,327568,0.3,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/COL/001,626864,320100,1.8,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/DRA/001,618149,313629,0.8,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/GLP/001,630676,310735,9.7,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/HEL/001,619863,311929,14.7,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/HEL/002,620503,311520,45.8,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/HEL/003,621776,311902,1.8,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/LIN/001,635943,308185,1.2,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/MOR/001,611650,317653,0.23,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/CAT/001,623017,312223,0.39,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/REP/001,610102,323496,2.8,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/REP/002,609880,322801,0.17,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/REP/003,610024,322948,0.5,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/STR/001,635350,308038,1.2,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/TSA/001,625809,308840,16.12,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/TSA/002,627364,310124,2.62,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/TSA/003,625645,308473,0.19,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/TSA/004,625391,308722,0.23,2-17-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/GLP/002,631239.4688,311010.8504,0.26,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/HOR/001,619148.5389,315780.9023,1.76,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/broadland,B/FOU/001,603178.9795,324450.3253,0.55,2017-12-31,2017-12-31
