OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/wyre-forest,AS/3,-2.239693,52.380518,0.41,2017-12-31,2019-12-04,
http://opendatacommunities.org/id/district-council/wyre-forest,AS/6,-2.23826,52.387165,0.47,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,AS/7,-2.241989,52.386663,0.11,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,AS/8,-2.240838,52.385613,0.06,2017-12-31,2017-12-31,2019-09-01
http://opendatacommunities.org/id/district-council/wyre-forest,AS/9,-2.233795,52.361502,0.22,2018-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/7,-2.248122,52.384978,0.06,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/8,-2.247773,52.385761,0.05,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/10,-2.246467,52.383399,0.32,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/15,-2.251309,52.384863,0.05,2017-12-31,2019-12-04,
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/16,-2.252964,52.386496,2.1,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/17,-2.253838,52.387645,0.358,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/27/28,-2.249267,52.387493,0.2,2017-12-31,2019-12-04,
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/31,-2.259771,52.387137,0.31,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/33,-2.254786,52.389018,0.02,2017-12-31,2017-12-31,2019-02-01
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/38,-2.250023,52.383364,0.38,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/39,-2.246501,52.383956,0.03,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/40,-2.249699,52.388491,0.02,2017-12-31,2017-12-31,2019-07-01
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/41,-2.247162,52.389367,0.215,2017-12-31,2017-12-31,2019-06-01
http://opendatacommunities.org/id/district-council/wyre-forest,BHS/42,-2.248257,52.387319,0.321,2018-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,BW/1,-2.250029,52.392265,7.09,2017-12-31,2019-12-16,
http://opendatacommunities.org/id/district-council/wyre-forest,BW/2,-2.252731,52.391827,1.164,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,BW/3,-2.241929,52.394385,0.709,2017-12-31,2019-12-04,2019-12-01
http://opendatacommunities.org/id/district-council/wyre-forest,FPH/5,-2.261032,52.374171,0.21,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,FPH/10,-2.253219,52.371913,2.86,2017-12-31,2017-12-31,2019-07-01
http://opendatacommunities.org/id/district-council/wyre-forest,FPH/15,-2.269911,52.372964,0.586,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/wyre-forest,FHN/9,-2.256393,52.390003,0.2,2017-12-31,2017-12-31,
