OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/warwick,H02,430909,262649,13.10,196,327,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,H09,430041,272016,9.41,189,315,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,H11,428989,266044,3.49,140,140,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,H12,428700,270521,5.20,112,187,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,H14,431243,265777,1.75,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,H16,432120,265095,1.48,30,75,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,L35,431574,265322,4.70,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,L55,432998,262562,0.57,10,22,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,L56,433085,262519,2.78,56,93,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,L58,432771,267496,0.41,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,L62,431845,267619,1.37,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,W43,429422,265755,0.84,25,42,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,K19,430825,271934,15.01,150,250,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,R77,422587,266323,1.17,35,40,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,R104,415689,273241,4.90,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,R189,428415,269214,25.80,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,R215,423858,267641,16.50,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,L01,432652,267497,0.37,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,L30,431628,265961,0.32,5,8,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,L32,430277,265986,1.60,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,L34,431946,265113,1.60,24,40,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,L36,430803,265692,5.78,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,L41,432139,267863,1.14,34,57,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,W04,426891,265891,4.35,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,W23,428892,265364,0.33,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,W40,427854,266059,0.40,12,20,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,C04,433592,275261,1.75,26,44,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,R51,421282,267155,0.27,8,9,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,R108,418875,270894,2.32,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,R113,418852,271520,0.55,16,19,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,R125,428899,268375,0.32,,,2017-12-31,2017-12-31,
