OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39540,"55-77 Lichfield Street, Wolverhampton City Centre",-2.124028,52.586787,,0.122,,,,,,16/01361/FUL,,,,,2017-01-01,,
http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39520,"Springvale Sports and Social Club, Millfields Road",-2.088425,52.563634,,2.857,,,permissioned,,,16/01422/FUL,,,,,2017-01-01,,
http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39360,"Telecom House, Church Street, Wolverhampton City Centre",-2.130786,52.581017,,0.55,,,permissioned,,,18/00391/PAOCOU,,,,,2017-01-01,,
http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39340,Land at Sweetbriar Road / Pump Street,-2.101454,52.571364,,0.16,,,permissioned,,,16/01413/FUL,,,,,2017-01-01,,
http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39330,"Fmr Ettingshall Primary School, Herbert Street",-2.094148,52.570372,,1.1,,,permissioned,,,16/01414/FUL,,,,,2017-01-01,,
http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39320,"Fmr Bilston Leisure Centre, Prouds Lane, Bilston",-2.076632,52.568865,,0.89,,,permissioned,,,16/01420/FUL,,,,,2017-01-01,,
http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39310,"The Manse, Leacroft Avenue",-2.113466,52.612032,,0.34,,,pending decision,,,15/01402/OUT,,,,,2017-01-01,,
http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39280,Garage Site Behind 23 To 33 Beach Avenue Wolverhampton West Midlands,-2.103597,52.552959,,0.1,,,pending decision,,,17/00005/OUT,,,,,2017-01-01,,
http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,30490,"Goodyear site, Stafford Road",-2.128446,52.613634,,23.24,,,permissioned,,,05/1989/OP; 10/01388/REM; 13/00965/FUL; 14/00665/REM; 15/00465/REM; 15/00915/REM; 15/00465/REM; 16/01319/REM; 18/01342/REM,,,,,2005-01-01,,
http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39260,Land Formerly 37-39 Brooklands Parade Wolverhampton West Midlands WV1 2ND,-2.095396,52.58649,,0.1,,,,,,16/01077/FUL,,,,,2017-01-01,,
http://opendatacommunities.org/id/metropolitan-district-council/wolverhampton,,39230,Medical Massage 37 Thornley Street Wolverhampton West Midlands WV1 1JP,-2.125824,52.588427,,0.006,,,permissioned,,,16/00600/FUL,,,,,2017-01-01,,
