OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/molevalley,BLR02,ETRS89,-0.329811,51.232473,,2017-11-28,
http://opendatacommunities.org/id/district-council/molevalley,BLR06,https://maps.molevalley.gov.uk/,ETRS89,-0.331253,http://www.molevalley.gov.uk/media/pdf/7/9/Brownfield_LAA_June_2017REVFC.pdf|http://www.molevalley.gov.uk/index.cfm?articleid=29385,,
http://opendatacommunities.org/id/district-council/molevalley,BLR04,https://maps.molevalley.gov.uk/,ETRS89,-0.330567,http://www.molevalley.gov.uk/media/pdf/7/9/Brownfield_LAA_June_2017REVFC.pdf|http://www.molevalley.gov.uk/index.cfm?articleid=29385,,
http://opendatacommunities.org/id/district-council/molevalley,BLR01,https://maps.molevalley.gov.uk/,ETRS89,-0.37199,http://www.molevalley.gov.uk/media/pdf/7/9/Brownfield_LAA_June_2017REVFC.pdf,,
http://opendatacommunities.org/id/district-council/molevalley,BLR05, Station Rd, Leatherhead KT22 7AF,https://maps.molevalley.gov.uk/,,,
http://opendatacommunities.org/id/district-council/molevalley,BLR03,https://maps.molevalley.gov.uk/,ETRS89,-0.333982,,,
http://opendatacommunities.org/id/district-council/molevalley,BLR09,https://maps.molevalley.gov.uk/,ETRS89,-0.32739,,,
http://opendatacommunities.org/id/district-council/molevalley,BLR12,ETRS89,-0.325781,51.23337,,2017-11-28,
http://opendatacommunities.org/id/district-council/molevalley,BLR13,ETRS89,-0.327615,51.232904,,2017-11-28,
http://opendatacommunities.org/id/district-council/molevalley,BLR14,ETRS89,-0.329025,51.232398,,2017-11-28,
http://opendatacommunities.org/id/district-council/molevalley,BLR15,https://maps.molevalley.gov.uk/,ETRS89,-0.32354,,,
http://opendatacommunities.org/id/district-council/molevalley,BLR16,ETRS89,-0.321137,51.239156,,2017-11-28,
http://opendatacommunities.org/id/district-council/molevalley,BLR10,https://maps.molevalley.gov.uk/,ETRS89,-0.315605,,,
http://opendatacommunities.org/id/district-council/molevalley,BLR17,https://maps.molevalley.gov.uk/,ETRS89,-0.326652,,,
http://opendatacommunities.org/id/district-council/molevalley,BLR08,ETRS89,-0.329087,51.299528,,2017-11-28,
http://opendatacommunities.org/id/district-council/molevalley,BLR19,https://maps.molevalley.gov.uk/,ETRS89,-0.352017,,,
http://opendatacommunities.org/id/district-council/molevalley,BLR11,https://maps.molevalley.gov.uk/,ETRS89,-0.32784,,,
http://opendatacommunities.org/id/district-council/molevalley,BLR18,ETRS89,-0.330087,51.23175,,2017-11-28,
