OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0001,394889,246072,0.47,18,22,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0002,394421,245515,0.25,12,14,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0015,395000,246651,0.58,19,19,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0003,389576,263603,0.11,9,11,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0004,389321,263489,0.38,18,22,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0005,388633,263640,0.17,9,11,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0006,389629,263574,1.1,72,88,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0011,389946,263249,1.19,51,51,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0012,388948,264355,0.37,6,6,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0017,388918,262329,0.25,11,11,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0007,404674,244232,3.8,90,110,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0008,403656,242498,1.21,33,39,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0013,404134,243997,1.2,123,123,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0018,404114,243704,0.04,9,9,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0019,404243,243638,0.14,4,6,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0020,403940,243950,0.02,5,5,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0021,403777,243919,0.05,7,7,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0009,394062,254450,1.12,15,17,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0010,392119,243164,0.33,7,9,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0014,411486,243895,0.34,8,8,2017-12-28,,
http://opendatacommunities.org/id/district-council/wychavon,WDCBLR/0016,409455,245736,0.29,9,9,2017-12-28,,
