OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/south-oxfordshire,P12/S1424/FUL,475747,182795,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,"P15/S1880/O
(SHELAA: 184)",451174,191220,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P15/S2685/FUL,464704,181342,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P16/S0375/FUL,464903,182152,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P16/S1227/FUL,475799,182380,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,"P16/S3922/FUL
(SHELAA 200)",463953,190162,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P16/S4117/FUL,475084,200556,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,"P16/S4177/FUL
(SHELAA 401)",458080,185924,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P16/S4234/FUL,476024,182995,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P17/S0259/FUL,475388,175784,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,"P17/S0709/FUL
(SHELAA 867)",474686,183181,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P17/S1355/FUL,476705,181580,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P17/S2178/PDO,476438,181922,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P17/S2446/FUL,476662,181665,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 1034,460200,206017,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 1050,468159,183937,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 1085,459973,180837,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 1195,457420,196735,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 148,464692,180119,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P15/S2159/O (SHELAA: 185),452553,190420,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P16/S3525/FUL (SHELAA: 202),470664,206131,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 274,451752,190695,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P15/S3387/FUL (SHELAA: 302),461193,188265,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P17/S2624/PDO (SHELAA: 308),471943,205199,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P10/W0093 (SHELAA: 335),460176,203077,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P15/S3848/FUL (SHELAA: 347),471004,205743,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 360,475961,182464,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P15/S3385/FUL (SHELAA: 390),476845,181640,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P16/S1514/FUL (SHELAA: 395),460640,189262,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P16/S2593/FUL (SHELAA: 398),477654,179518,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P16/S2932/FUL (SHELAA: 399),458387,200640,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P17/S0322/O (SHELAA: 402),465448,203264,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 822,458427,203326,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 824 (P16/S0375/FUL),464881,182142,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 853 (P17/S0024/RM),474192,181318,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 869,463992,181208,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 870,457078,196072,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,P11/W2357 (SHELAA: 940),460948,187590,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 949,475297,182392,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 979,471763,205572,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 991,475139,181810,,2017-12-22,,
http://opendatacommunities.org/id/district-council/south-oxfordshire,SHELAA: 999,464158,181330,,2017-12-22,,
