OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,15,"""Brampton Manor, Old Road, Chesterfield""",436373,371056,https://www.chesterfield.gov.uk/media/562063/15-brampton-manor-old-road-chesterfield.pdf,0.92,unknown ownership,not permissioned,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0016PUEPLI000,yes,1,6,,Parts of the site have potential for future residential develoment subject to consideration of the impact upon listed structures/buildings and scheduled ancient monuments.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,16,"""Brockwell Court (Former), Cheedale Avenue, Newbold, Chesterfield""",436639,372649,https://www.chesterfield.gov.uk/media/562066/16-brockwell-court-former-cheedale-avenue-newbold.pdf,0.72,owned by a public authority,not permissioned,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=LCECPLEP02W00&activeTab=summary&previousCaseNumber=CHE%2F10%2F00715%2FDEM&keyVal=0012F6EPLI000,yes,1,20,,"The site has been occupied by a permanent structure but the remains have not sufficiently blended into the landscape over the process of time. There is a possibility that the site may be required to meet unmet open space needs but there is no conclusive evidence to this effect, Whilst the nearby junior school is at capacity certain types of residential development would be possible without an increase in demand for school places. Furthermore the potential for expansion of the nearby schools is as yet undetermined. Provided biodiversity impacts can be mitigated the site would be appropriate for residential development.",2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,17,"""Catherine Street, Bank Street and Catherine Street Chesterfield""",437410,371120,https://www.chesterfield.gov.uk/media/562069/17-catherine-street-chesterfield.pdf,0.25,owned by a public authority,not permissioned,,,,yes,1,12,,The site appropriate for residential development.  Constraints identified within the LAA are likely to be mitigable.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,18,"""Land at Duewell Court, Station Road, Barrow Hill""",441645,375438,https://www.chesterfield.gov.uk/media/562072/18-land-at-duewell-court-station-road-barrow-hill.pdf,0.69,owned by a public authority,not permissioned,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=ORIZHUEPL8000&activeTab=summary&previousCaseNumber=CHE%2F17%2F00428%2FDEM&keyVal=0012KDEPLI000,yes,1,20,,"Whilst no local centre is nearby (notwithstanding any centre developed within the Staveley Rother Corridor), the site is still appropriate for residential development being in regeneration priority area.  Identified constraints are likely to be mitigable.",2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,23,"""Heaton Court (Former), Meynell Close, Chesterfield""",436384,370834,https://www.chesterfield.gov.uk/media/562075/23-heaton-court-former-meynell-close-chesterfield.pdf,0.2,owned by a public authority,not permissioned,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=O2P2KKEP00M00&activeTab=summary&previousCaseNumber=CHE%2F16%2F00096%2FDEM&keyVal=000RVOEPLI000,yes,1,10,,"The site is appropriate for residential development in terms of access to centres, services and facilities. Identified constraints are likely to be mitigable.",2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,32,"""Miller Avenue, Mastin Moor, Chesterfield""",445310,375861,https://www.chesterfield.gov.uk/media/562078/32-miller-avenue-mastin-moor.pdf,0.41,owned by a public authority,not permissioned,,,,yes,1,14,,The site is appropriate for residential development despite no local centre nearby and limited accessibility to services and facilities given that it is within a regeneration priority area. Identified constraints are likely to be mitigable.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,49,"""Land North-East of Sainsburys Roundabout, Rother Way, Chesterfield""",439149,373348,https://www.chesterfield.gov.uk/media/562081/49-land-north-east-of-sainsburys-roundabout-rother-way-chesterfield.pdf,1.6,not owned by a public authority,permissioned,reserved matters approval,2018-01-09,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=N6W98SEP00T00&activeTab=summary&previousCaseNumber=CHE%2F14%2F00404%2FOUT&keyVal=NV6DW0EP03B00,yes,45,45,,Development is under construction. 45 dwellings based on brownfield element.,2017-12-19,2018-12-11,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,64,"""Boythorpe Works (Former), Goytside Road Chesterfield""",437038,370594,https://www.chesterfield.gov.uk/media/562084/64-boythorpe-works-former-goytside-road-chesterfield.pdf,5.71,not owned by a public authority,pending decision,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=OUB3YTEP04100&activeTab=summary&previousCaseNumber=CHE%2F17%2F00566%2FTPO&keyVal=JFAROTEP20000,yes,1,135,,Application for full planning permission is pending consideration.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,68,"""Land At East Of A61 Known as Chesterfield Waterside, Brimington Road, Chesterfield""",438720,371965,https://www.chesterfield.gov.uk/media/562912/68-land-east-of-a61-known-as-chesterfield-waterside.pdf,19.22,not owned by a public authority,permissioned,outline planning permission,2011-03-09,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=OGSFD2EP02A00&activeTab=summary&previousCaseNumber=CHE%2F16%2F00762%2FDOC&keyVal=KRTIMDEP00200,yes,1550,1550,,Outline planning permission receieved.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,91,"""Ashbrooke Centre (Former),  Cuttholme Road, Chesterfield""",436388,371780,https://www.chesterfield.gov.uk/media/562087/91-ashbrooke-centre-former-cuttholme-road-chesterfield.pdf,0.68,owned by a public authority,not permissioned,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=OGDF9GEP02A00&activeTab=summary&previousCaseNumber=CHE%2F16%2F00745%2FTPOEXP&keyVal=00147YEPLI000,yes,1,20,,The site has been occupied by a permanent structure but the remains have not sufficiently blended into the landscape over the process of time.  It is in a location accessible to a centre and with reasonable accessibility to services and facilities and it is likely that constraints can be mitigated.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,93,"""Saltergate Health Centre (Former), Saltergate, Chesterfield""",438014,371436,https://www.chesterfield.gov.uk/media/562090/93-saltergate-health-centre-former-saltergate-chesterfield.pdf,1.11,unknown ownership,permissioned,full planning permission,2017-08-08,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=ONVI67EPKR200&activeTab=summary&previousCaseNumber=CHE%2F17%2F00263%2FFUL&keyVal=0006QEEPLI000,yes,34,34,,Site has full planning permission and development is currently underway.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,108,"""Goldwell Rooms (Former) and 6 Ashgate Road, Chesterfield""",437502,371432,https://www.chesterfield.gov.uk/media/562093/108-goldwell-rooms-former-and-6-ashgate-road-chesterfield.pdf,0.62,owned by a public authority,not permissioned,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=K5L2ZLEP00M00&activeTab=summary&previousCaseNumber=CHE%2F08%2F00553%2FFUL&keyVal=K5L3V6EP00200,yes,1,25,,"The site is appropriate for residential development in terms of access to centres, services and facilities. Identified constraints are likely to be mitigable.",2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,111,"""Ringwood Centre, Victoria Street, Brimington, Chesterfield""",440847,374330,https://www.chesterfield.gov.uk/media/562096/111-ringwood-centre-victoria-street-brimington.pdf,0.97,not owned by a public authority,permissioned,reserved matters approval,2016-04-05,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=OTLJRQEP04100&activeTab=summary&previousCaseNumber=CHE%2F17%2F00533%2FTPO&keyVal=0019FWEPLI000,yes,37,37,,Site has full planning permission and development is currently underway.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,125,"""292 Manor Road, Brimington, Chesterfield""",440772,371971,https://www.chesterfield.gov.uk/media/562099/125-292-manor-road-brimington-chesterfield.pdf,0.87,not owned by a public authority,permissioned,reserved matters approval,2018-11-20,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=NPO7KTEP00T00&activeTab=summary&previousCaseNumber=CHE%2F15%2F00344%2FOUT&keyVal=000Q6SEPLI000,yes,26,26,,Site has reserved matters permission.,2017-12-19,2018-12-11,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,126,"""Inkersall Social Club, Inkersall Green, Inkersall""",442200,372862,https://www.chesterfield.gov.uk/media/562102/126-inkersall-social-club-inkersall-green-inkersall.pdf,0.53,unknown ownership,not permissioned,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=KUFQ6DEP01X00&activeTab=summary&previousCaseNumber=CHE%2F09%2F00756%2FOUT&keyVal=0017SQEPLI000,yes,1,16,,The loss of the site to residential development has been accepted by the Council on the basis of alternative provision being within the same catchment as the Social Club. The site is appropriate for residential development and identified constriants are likely to be mitigable.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,128,"""North East Derbyshire District Council Offices (Former), Saltergate, Chesterfield""",437984,371380,https://www.chesterfield.gov.uk/media/562915/128-former-ne-derbyshire-district-council-offices-saltergate-chesterfield.pdf,0.65,not owned by a public authority,not permissioned,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=LW33IPEP02W00&activeTab=summary&previousCaseNumber=CHE%2F11%2F00835%2FCA&keyVal=001A6AEPLI000,yes,1,29,,"The site is appropriate for residential development, the loss of the offices on the site is policy compliant, there being no overriding planning reasons to protect the premises and land from other town centre uses. Identified constraints are likely to be mitigable. application awaiting decision (care units).",2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,144,"""Site Of Former Newbold Community School, Newbold Road, Newbold, Chesterfield""",436791,372862,https://www.chesterfield.gov.uk/media/562105/144-site-of-former-newbold-community-school-newbold-road-newbold-chesterfield.pdf,1.96,not owned by a public authority,permissioned,full planning permission,2016-12-14,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=ORH4UZEPL7N00&activeTab=summary&previousCaseNumber=CHE%2F17%2F00423%2FDOC&keyVal=IWKYRVEP20000,yes,55,55,,Site is under construction following the grant of full planning permission.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,145,"""Elm Street, Hollingwood, Brimington,""",440948,374219,https://www.chesterfield.gov.uk/media/562108/145-elm-street-hollingwood-brimington.pdf,0.71,unknown ownership,not permissioned,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=K9JUV7EP00M00&activeTab=summary&previousCaseNumber=CHE%2F08%2F00727%2FFUL&keyVal=IPSH33EPN1000,yes,1,23,,The site has been occupied by a permanent structure but the remains have not sufficiently blended into the landscape over the process of time. Whilst nearby schools are at capacity certain types of residential development would be possible without an increase in demand for school places. Furthermore the potential for expansion of the nearby schools is as yet undetermined. The site has constraints but non appear to be unmitigable and the site is appropriate for residential development.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,150,"""Derwent House HOP, Ulverston Road, Chesterfield""",436807,373029,https://www.chesterfield.gov.uk/media/562111/150-derwent-house-hop-ulverston-road-chesterfield.pdf,0.57,owned by a public authority,not permissioned,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=N7DAM7EP00T00&activeTab=summary&previousCaseNumber=CHE%2F14%2F00441%2FDEM&keyVal=0014PGEPLI000,yes,1,17,,The site is an appropriate location for residential development. Identified constraints are likely to be mitigable.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,151,"""Red House HOP & Spire Lodge, Sheffield Road, Chesterfield""",438477,372363,https://www.chesterfield.gov.uk/media/562114/151-red-house-hop-spire-lodge-sheffield-road-chesterfield.pdf,0.91,owned by a public authority,not permissioned,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=I00PCGEP20000&activeTab=summary&previousCaseNumber=CHE%2F04%2F00537%2FCPO&keyVal=0009EDEPLI000,yes,1,25,,On the basis that the site would only be available should Derbyshire County Council have concluded that the service/facility provided is no longer necessary the site is an appropriate location for residential development. The constraints posed by Sheffield Road to the west is not significant. Other identified constraints are likely to be mitigable.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,154,"""Ash Glen Nursery (Former), Sheffield Road, Unstone""",437586,375927,https://www.chesterfield.gov.uk/media/562117/154-ash-glen-nursery-former-sheffield-road-unstone.pdf,1.12,unknown ownership,not permissioned,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=8400130OLD&activeTab=summary&previousCaseNumber=CHE%2F0384%2F0184&keyVal=000DVTEPLI000,yes,1,30,,The site is not essential to ensuring an adequate supply of employment land or premises in terms of quantity. There is a need for further information on the relationship with adjoining commercial/industrial land uses and whether or not a good level of amenity might be feasible should adjoining land uses continue in commercial/industrial use. The site is not within walking distance of a centre and is not within a Regeneration Priority Area. There is insuffiicent information on the adequacy of education and GP provision in the locality. Accordingly the site is not currently considered to be appropriate for residential development.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,155,"""Listers Car Sales (Former), Sheffield Road, Unstone""",437552,375805,https://www.chesterfield.gov.uk/media/562120/155-listers-car-sales-former-sheffield-road-unstone.pdf,1.4,unknown ownership,not permissioned,,,,yes,1,38,,The site is not essential to ensuring an adequate supply of employment land or premises in terms of quantity. There is a need for further information on the relationship with adjoining commercial/industrial land uses and whether or not a good level of amenity might be feasible should adjoining land uses continue in commercial/industrial use. The site is not within walking distance of a centre and is not within a Regeneration Priority Area. There is insuffiicent information on the adequacy of education and GP provision in the locality. Accordingly the site is not currently considered to be appropriate for residential development.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,156,"""Boat Sales (Former), Sheffield Road, Unstone""",437590,376061,https://www.chesterfield.gov.uk/media/562123/156-boat-sales-former-sheffield-road-unstone.pdf,1.3,not owned by a public authority,permissioned,outline planning permission,2017-10-10,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=O48IFAEP04100&activeTab=summary&previousCaseNumber=CHE%2F16%2F00171%2FOUT&keyVal=000DW4EPLI000,yes,48,48,,Outline permission received.,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/district-council/chesterfield,Chesterfield Borough Council,192,"""Walton Hospital, Whitecotes Lane, Chesterfield""",437238,369505,https://www.chesterfield.gov.uk/media/562126/192-walton-hospital-whitecotes-lane-chesterfield.pdf,3.09,not owned by a public authority,not permissioned,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=NJNL0NEPGXY00&activeTab=summary&previousCaseNumber=CHE%2F15%2F00108%2FOUT&keyVal=00155XEPLI000,yes,90,90,,Outline permission expired 2018.,2017-12-19,2017-12-19,
