OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/surrey-heath,SHBR3,"Land at Weston Paddocks, Whitmoor Road, Bagshot",-0.683,51.3569,http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,0.55,not owned by a public authority,,permissioned,,2015-07-23,,10,10,yes,. http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/surrey-heath,SHBR4,"Kennels, 79 Guildford Road, Bagshot",-0.6826,51.3588,http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,0.27,,,permissioned,,2015-03-10,,6,6,yes,. http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/surrey-heath,SHBR5,"Queen Anne House, Station Road, Bagshot",-0.6908,51.3635,http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,0.26,not owned by a public authority,,not permissioned,,,,9,9,yes,. http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/surrey-heath,SHBR13,"325 Guildford Road, Bisley",-0.6305,51.3218,http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/6SLAA2017Ap2BisleySiteAssmts.pdf,0.25,,,permissioned,,2017-05-02,,9,9,yes,. http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/6SLAA2017Ap2BisleySiteAssmts.pdf,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/surrey-heath,SHBR14,"FC Brown Ltd, 17 Queens Road, Bisley",-0.6325,51.3206,http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/6SLAA2017Ap2BisleySiteAssmts.pdf,4.181,not owned by a public authority,,permissioned,,2015-05-15,,96,110,yes,. http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/6SLAA2017Ap2BisleySiteAssmts.pdf,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/surrey-heath,SHBR15,"land r/o 309-315 Guildford Road, Bisley",-0.6315,51.3224,http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/6SLAA2017Ap2BisleySiteAssmts.pdf,0.12,not owned by a public authority,,not permissioned,,,,6,6,yes,. http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/6SLAA2017Ap2BisleySiteAssmts.pdf,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/surrey-heath,SHBR16,"317-319 Guildford Road, Bisley",-0.6311,51.322,http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/6SLAA2017Ap2BisleySiteAssmts.pdf,0.34,,,not permissioned,,,,17,17,yes,. http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/6SLAA2017Ap2BisleySiteAssmts.pdf,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/surrey-heath,SHBR18,"Norwich House, Knoll Road, Camberley",-0.7442,51.3395,http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,0.2,,,permissioned,,2016-07-17,,57,57,yes,. http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/surrey-heath,SHBR19,"Burwood House Hotel, 15 London Road, Camberley",-0.7211,51.346,http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,0.17,,,,,,,10,10,yes,. http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/district-council/surrey-heath,SHBR20,"Sparks Garage, 2 London Road, Camberley",-0.7133,51.3494,http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,0.1,,,permissioned,,2017-08-30,,9,10,yes,. http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,2017-12-18,2017-12-18,
