OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,61440,393133.06,342190.0649,0.22,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,61264,387032,345758,0.13,2018-12-05,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,61735,390740.0057,343138.9199,0.06,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,60886,392942.5858,341377.3868,0.14,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,60951,387644.8203,346391.1053,0.94,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,59587,386261.6805,346694.2415,0.31,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,0310,386343.9595,349444.7631,1.86,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,0304,386435.4483,351891.2339,0.91,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,55794,385858.8091,351450.3719,0.47,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,60994,388836,344641,0.53,2018-12-05,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,61254,387902,344609,6.96,2018-12-05,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,55286,388826.4852,339756.9258,11.77,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,58877,391003.7437,347939.7699,8.90,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,58702,386925.0436,341861.6762,0.42,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,60894,387550,346677,0.61,2018-12-05,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,60432,387807.0101,348612.6887,4.41,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,60831,386459.6166,346142.7335,4.57,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,60507,386978.7492,345805.3938,1.28,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,53413,388437.8548,341889.5794,7.20,2017-12-31,2018-12-05
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,44864,389215.5134,347311.4448,1.76,2017-12-31,2017-12-31
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,48119,388383.9141,346742.6396,1.49,,
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,51283,386634.6633,349819.1018,0.46,2017-12-31,2017-12-31
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,51841,386234.3225,345580.3737,2.36,2017-12-31,2017-12-31
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,52839,386693.742,345466.0748,8.75,2017-12-31,2017-12-31
http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,54289,387510.7654,348822.2008,0.73,2017-12-31,2017-12-31
