OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,,44864,"Former Eagle Pottery, Ivy House Road",-2.162228,53.022985,,1.76,not owned by a public authority,permissioned,full planning permission,2006-05-31,,yes,22,22,,,2017-12-31,2017-12-31,
,,48119,"Edinburgh House, YMCA, Harding Road, Hanley",-2.174605,53.017855,,1.49,not owned by a public authority,permissioned,full planning permission,2008-05-02,,yes,40,40,,,2017-12-31,2017-12-31,
,,51283,"Land off Westport Road, Hall Street & Pack Horse Lane, Burslem, Stoke-on-Trent, ST6 4BB",-2.200809,53.045468,,0.46,not owned by a public authority,permissioned,outline planning permission,2013-04-30,,yes,43,43,,,2017-12-31,2017-12-31,
,,51841,"Land at, Central Outpatients/Central Pathology Laboratory, Thornburrow Drive, Hartshill, Stoke-on-Trent",-2.206598,53.007356,,2.36,not owned by a public authority,permissioned,outline planning permission,2015-04-02,,yes,69,69,,,2017-12-31,2017-12-31,
,,52839,"Land at, North Staffordshire Royal Infirmary, Princes Road / Queens Road, Hartshill, Stoke on Trent",-2.199747,53.00634,,8.75,not owned by a public authority,permissioned,outline planning permission,2014-03-26,,yes,236,236,,,2017-12-31,2017-12-31,
,,53413,"Land at Trentham Lakes, Stanley Matthews Way, Stoke-on-Trent",-2.173626,52.974231,,7.2,not owned by a public authority,permissioned,outline planning permission,2015-03-31,,yes,147,147,,Site is under construction,2017-12-31,2018-12-05,
,,54289,"Former Simpsons Pottery, Grange Street, Cobridge, Stoke-on-Trent, ST6 2JT",-2.187702,53.036528,,0.73,not owned by a public authority,permissioned,full planning permission,2013-02-05,,yes,17,17,,Site is under construction,2017-12-31,2019-09-26,
,,56801,"Former Falcon Works, Sturgess Street, Stoke-on-Trent, ST4 7QH",-2.189408,53.001621,,0.62,not owned by a public authority,permissioned,full planning permission,2014-11-12,,yes,43,43,,,2017-12-31,2017-12-31,
,,57805,"Land at 31-33 Houghton Street, Hanley, Stoke On Trent, ST1 3BJ",-2.174535,53.018592,,0.05,not owned by a public authority,permissioned,full planning permission,2015-02-19,,yes,5,5,,,2017-12-31,2017-12-31,
,,57972,"17/19 Glebe Street, Stoke On Trent, ST4 1JG",-2.182593,53.003926,,0.02,not owned by a public authority,permissioned,full planning permission,2015-11-19,,yes,7,7,,Site is under construction,2017-12-31,2019-09-26,
,,58037,"Former Foxley Works, Redhills Road, Milton, Stoke-on-Trent, ST2 7PE",-2.151689,53.045009,,0.22,not owned by a public authority,permissioned,outline planning permission,2015-09-18,,yes,5,5,,,2017-12-31,2017-12-31,
,,58175,"Land between Newport Lane and Lucas Street, Burslem, Stoke-on-Trent, ST6 3PP",-2.206185,53.042792,,0.18,not owned by a public authority,permissioned,outline planning permission,2015-06-25,,yes,14,14,,,2017-12-31,2017-12-31,
,,58354,"Former Stanfield Nursery School, Dollys Lane, Burslem, Stoke-on-Trent, ST6 7AW",-2.191939,53.054642,,0.5,not owned by a public authority,permissioned,full planning permission,2016-03-04,,yes,40,40,,,2017-12-31,2017-12-31,
,,58468,"Former Nursing Home, 1 Ricardo Street, Longton, Stoke-on-Trent, ST3 4EU",-2.137677,52.977782,,0.12,not owned by a public authority,permissioned,full planning permission,2015-08-19,,yes,10,10,,,2017-12-31,2017-12-31,
,,58571,"Ubberley Working Mens Club, Ubberley Road, Bucknall, Stoke-on-Trent, ST2 0EF",-2.131738,53.016923,,0.23,not owned by a public authority,permissioned,full planning permission,2015-11-05,,yes,13,13,,,2017-12-31,2017-12-31,
,,58658,"24 - 26 Glover Street, Hanley, Stoke-on-Trent, ST1 2LU",-2.167937,53.033205,,0.05,not owned by a public authority,permissioned,full planning permission,2015-09-11,,yes,6,6,,,2017-12-31,2017-12-31,
