OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/brentwood,13/00875/FUL,559716.56,193740.0,0.04,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,17/00127/PNCOU,559551.25,193621.27,0.37,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,14/00439/OUT,559645.44,193513.0,0.14,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,16/01558/PNCOU,559513.63,193577.42,0.03,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,16/00499/PNCOU,559291.69,193253.27,0.13,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,16/00606/PNCOU,559282.56,193294.77,0.29,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,15/01084/FUL,559177.38,193121.63,0.04,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,16/01061/PNCOU,559282.44,193196.64,0.02,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,14/01247/FUL,555392.44,197073.75,1.4,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,11/00009/EXT,561879.06,194507.61,0.84,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,16/01729/FUL,564778.38,199643.83,0.09,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,16/01038/FUL,559276.63,192692.45,0.06,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,15/00760/PNCOU,558695.88,195583.7,0.05,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,16/00183/FUL,558695.88,195583.7,0.05,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,13/00975/PNJ56,559333.63,193177.0,0.05,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,15/01084/FUL,559177.38,193121.63,0.14,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,16/01634/PNCOU,558695.88,195583.7,0.03,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,16/01298/PNCOU,558705.81,193148.05,1.3,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,16/00322/FUL,555392.44,197073.75,1.42,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,14/01446/FUL,555392.44,197073.75,2.63,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,15/00956/FUL,555392.44,197073.75,0.08,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,13/01097/FUL,555392.44,197073.75,0.49,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,16/00374/FUL,37414.47,561879.06,0.28,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,16/01437/FUL,555392.44,197073.75,0.47,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,324 (HELAA172393),561879.06,194507.61,0.5,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,284 (HELAA172398),555392.44,197073.75,1.4,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,189 (HELAA171603),555392.44,197073.75,1.4,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,186 (HELAA171934),560572.63,194113.92,1.0,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,230 (HELAA172627),555392.44,197073.75,1.3,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,308 (HELAA171699),555392.44,197073.75,1.4,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,292 (HELAA168257),555392.44,197073.75,1.4,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,020 (HELAA170959),555392.44,197073.75,1.4,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,002,558988.75,193062.64,1.35,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,003,559561.19,194155.83,0.96,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,005,562137.31,195003.81,1.26,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,021,555392.44,197073.75,9.84,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,039,559129.0,193612.0,0.27,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,040,559297.38,193636.61,0.33,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,041,559193.0,193751.0,0.22,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,102,559351.5,193856.14,1.3,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,081,559462.56,191617.08,4.3,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,010,555392.44,197073.75,0.48,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,013A & 013B,559163.63,191793.45,0.6,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,17/01815/OUT,555392.44,197073.75,0.58,2017-12-22,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,117A,559424.56,191408.3,5.0,2018-01-24,2019-01-03
http://opendatacommunities.org/id/district-council/brentwood,117B,559462.56,191617.08,4.0,2018-01-24,2019-01-03
