OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
,BR0001a,-4.1473,50.370776,2.27,22/12/17,
,BR0002a,-4.141361,50.372891,0.99,22/12/17,
,BR0003a,-4.145171,50.372855,0.8,22/12/17,
,BR0004a,-4.143157,50.371896,0.49,22/12/17,
,BR0005a,-4.143105,50.370885,0.49,22/12/17,
,BR0006a,-4.146787,50.368814,0.6,22/12/17,
,BR0007a,-4.143367,50.369516,1.19,22/12/17,
,BR0008a,-4.129641,50.36836,0.63,22/12/17,
,BR0009a,-4.131155,50.370489,0.9,22/12/17,
,BR0010a,-4.130772,50.369582,0.43,22/12/17,
,BR0011a,-4.14313,50.367002,0.27,22/12/17,
,BR0012a,-4.147765,50.36539,0.91,22/12/17,
,BR0013a,-4.152469,50.365475,6.41,22/12/17,
,BR0014a,-4.15163,50.368666,1.19,22/12/17,
,BR0015a,-4.150022,50.368732,2.3,22/12/17,
,BR0016a,-4.159101,50.36459,7.93,22/12/17,
,BR0017a,-4.164568,50.361435,0.52,22/12/17,
,BR0018a,-4.168533,50.365571,1.9,22/12/17,
,BR0019a,-4.168498,50.36888,0.85,22/12/17,
,BR0020a,-4.157949,50.369326,0.77,22/12/17,
,BR0021a,-4.168148,50.366859,0.5,22/12/17,
,BR0022a,-4.12105,50.415862,18.7,22/12/17,
,BR0023a,-4.129237,50.416311,14.88,22/12/17,
,BR0024a,-4.115174,50.41059,3.07,22/12/17,
,BR0025a,-4.135624,50.4172,2.54,22/12/17,
,BR0026a,-4.092142,50.369424,50.61,22/12/17,
,BR0027a,-4.080745,50.399136,30.48,22/12/17,
,BR0028a,-4.066485,50.364091,0.48,22/12/17,
,BR0029a,-4.095739,50.368125,1.17,22/12/17,
,BR0030a,-4.196468,50.401071,1.16,22/12/17,
,BR0031a,-4.107098,50.39057,0.57,22/12/17,
,BR0032a,-4.114296,50.393867,0.66,22/12/17,
,BR0033a,-4.163382,50.386392,0.81,22/12/17,
,BR0034a,-4.147357,50.397497,0.45,22/12/17,
,BR0035a,-4.149656,50.376977,0.65,22/12/17,
,BR0036a,-4.146012,50.377915,0.76,22/12/17,
,BR0037a,-4.198991,50.399883,0.68,22/12/17,
,BR0038a,-4.130981,50.374539,0.66,22/12/17,
,BR0039a,-4.156943,50.418024,1.74,22/12/17,
,BR0040a,-4.123992,50.43055,3.1,22/12/17,
,BR0041a,-4.121326,50.43281,0.51,22/12/17,
,BR0042a,-4.139052,50.42711,2.63,22/12/17,
,BR0043a,-4.157733,50.410294,0.37,22/12/17,
,BR0044a,-4.164606,50.419696,0.5,22/12/17,
,BR0045a,-4.12622,50.430962,0.44,22/12/17,
,BR0046a,-4.149985,50.418673,0.54,22/12/17,
,BR0047a,-4.150446,50.406567,3.84,22/12/17,
,BR0048a,-4.17608,50.420589,0.24,22/12/17,
,BR0049a,-4.088375,50.358676,0.49,22/12/17,
,BR0050a,-4.061561,50.386643,1.26,22/12/17,
,BR0051a,-4.068176,50.389702,3.01,22/12/17,
,BR0052a,-4.046007,50.385079,0.37,22/12/17,
,BR0053a,-4.052099,50.393745,2.36,22/12/17,
,BR0054a,-4.109594,50.352804,0.13,22/12/17,
,BR0055a,-4.152577,50.375607,0.18,22/12/17,
,BR0056a,-4.149646,50.36476,0.15,22/12/17,
,BR0057a,-4.140489,50.3732,0.11,22/12/17,
,BR0058a,-4.147168,50.368101,0.05,22/12/17,
,BR0059a,-4.133027,50.372501,0.02,22/12/17,
,BR0060a,-4.121654,50.372554,0.03,22/12/17,
,BR0061a,-4.184699,50.401288,0.07,22/12/17,
,BR0062a,-4.174196,50.371235,0.1,22/12/17,
,BR0063a,-4.157803,50.368829,0.12,22/12/17,
,BR0064a,-4.129109,50.390573,0.69,22/12/17,
,BR0065a,-4.170096,50.366888,0.32,22/12/17,
,BR0066a,-4.114493,50.421083,4.01,22/12/17,
,BR0067a,-4.149163,50.426773,3.02,22/12/17,
,BR0068a,-4.12575,50.391556,0.26,22/12/17,
,BR0069a,-4.138944,50.377295,0.08,22/12/17,
,BR0070a,-4.12569,50.372048,1.38,22/12/17,
,BR0071a,-4.131162,50.359468,0.08,22/12/17,
,BR0072a,-4.114265,50.385744,0.19,22/12/17,
,BR0073a,-4.145152,50.370872,0.62,22/12/17,
,BR0074a,-4.134641,50.370808,0.01,22/12/17,
,BR0075a,-4.133193,50.382618,0.05,22/12/17,
,BR0076a,-4.138755,50.380722,0.59,22/12/17,
,BR0077a,-4.060719,50.364092,1.23,22/12/17,
,BR0078a,-4.144722,50.368,0.2,22/12/17,
,BR0079a,-4.142929,50.379618,0.06,22/12/17,
,BR0080a,-4.174934,50.413772,0.38,22/12/17,
,BR0081a,-4.100804,50.422764,0.36,22/12/17,
,BR0082a,-4.099219,50.409714,1.72,22/12/17,
,BR0083a,-4.162847,50.41049,1.31,22/12/17,
,BR0084a,-4.058694,50.364185,0.82,22/12/17,
,BR0085a,-4.159748,50.372187,0.18,22/12/17,
,BR0086a,-4.138389,50.370953,0.2,22/12/17,
,BR0087a,-4.141994,50.373728,0.1,22/12/17,
