OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/doc/national-park-authority/north-york-moors,BR-001,-1.264784,54.409096,0.49,2017-12-14,2019-12-17
http://opendatacommunities.org/doc/national-park-authority/north-york-moors,BR-002,-0.776159,54.534216,0.4,2017-12-14,2019-12-17
http://opendatacommunities.org/doc/national-park-authority/north-york-moors,BR-003,-0.490664,54.245064,0.72,2017-12-14,2019-12-17
http://opendatacommunities.org/doc/national-park-authority/north-york-moors,BR-004,-0.665742,54.44901,0.26,2018-11-29,2019-12-17
