OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/north-hertfordshire,BR1,"Deans Yard, South Road, Baldock",-0.179567,51.986317,,0.32,not owned by a public authority,,not permissioned,,,,20,20,yes,. Emerging Local Plan allocation.,2017-12-31,2019-12-31,
http://opendatacommunities.org/id/district-council/north-hertfordshire,BR2,"Land at Icknield Way, Baldock",-0.191748,51.991793,,0.52,not owned by a public authority,,permissioned,,,,26,26,yes,. Emerging Local Plan allocation.,2017-12-31,2019-12-31,
http://opendatacommunities.org/id/district-council/north-hertfordshire,BR5,"Former B&Q, at junction of Nightingale and Walsworth Road, Hitchin",-0.266051,51.953582,,0.68,not owned by a public authority,,not permissioned,,,,60,60,yes,. Emerging Local Plan allocation.,2017-12-31,2019-12-31,
http://opendatacommunities.org/id/district-council/north-hertfordshire,BR9,"Pixmore Centre, Pixmore Avenue, Letchworth",-0.218193,51.981591,,0.39,not owned by a public authority,,not permissioned,,,,31,31,yes,. Emerging Local Plan allocation.,2017-12-31,2019-12-31,
http://opendatacommunities.org/id/district-council/north-hertfordshire,BR10,"Freeman House, Radburn Way, Letchworth",-0.213363,51.974225,,0.31,owned by a public authority,,,outline planning permission,2016-08-25,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=PWC4FOLKHF000&activeTab=summary,8,8,yes,". Reserved Matters application for approval of appearance, landscaping, layout and scale for outline application 16/01613/1 granted 25.08.2016 for residential development comprising of 8 dwellings including new access from Radburn Way following demolition of existing elderly persons' home.",2017-12-31,2019-12-31,
http://opendatacommunities.org/id/district-council/north-hertfordshire,BR11,"Foundation House, Icknield Way, Letchworth",-0.2177,51.985465,,0.78,not owned by a public authority,,permissioned,,,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV2LKID491&activeTab=summary,16,16,yes,. Prior approval notification - Class O: Change of use from Use Class B1(a) (offices) to Use Class C3 (residential) to provide 9 x 1 bedroom flats and 7 x 2 bedroom flats and 20 car parking spaces.,2017-12-31,2019-12-31,
http://opendatacommunities.org/id/district-council/north-hertfordshire,BR12,"Glebe Road industrial estate, Letchworth",-0.220563,51.985351,,0.26,not owned by a public authority,,not permissioned,,,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PJMN5ZLKKGW00,9,9,yes,". Erection of 9 x 3 bedroom dwellings following demolition of existing industrial buildings, with all associated landscaping and ancillary works, including creation of new highway and pedestrian access.",2017-12-31,2019-12-31,
http://opendatacommunities.org/id/district-council/north-hertfordshire,BR14,"Nursery, Icknield Way, Letchwoth",-0.233765,51.980235,,0.43,not owned by a public authority,,not permissioned,,,,8,8,yes,. Emerging Local Plan allocation.,2017-12-31,2019-12-31,
http://opendatacommunities.org/id/district-council/north-hertfordshire,BR15,"Site at Birds Hill, Letchworth",-0.219165,51.981558,,0.6,not owned by a public authority,,not permissioned,,,,48,48,yes,. Emerging Local Plan allocation.,2017-12-31,2019-12-31,
http://opendatacommunities.org/id/district-council/north-hertfordshire,BR16,"Garages, Icknield Way, Letchworth",-0.236274,51.9793,,0.69,not owned by a public authority,,not permissioned,,,,25,25,yes,. Emerging Local Plan allocation.,2017-12-31,2019-12-31,
