OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
,BR-002,1.106021,51.277165,6.39,2017-11-01,2017-11-23,
,BR-004,1.076847,51.285042,0.22,2017-11-01,2018-02-08,
,BR-005,1.087569,51.285578,3.85,2017-11-01,2017-11-23,
,BR-006,1.078092,51.276419,0.08,2017-11-01,2017-11-23,
,BR-007,1.078642,51.273697,0.48,2017-11-01,2017-11-23,
,BR-008,1.086126,51.284168,0.21,2017-11-01,2017-11-23,
,BR-009,1.075498,51.275579,0.28,2017-11-01,2017-11-23,
,BR-010,1.085929,51.274162,0.43,2017-11-01,2017-11-23,
,BR-011,1.083241,51.275564,0.54,2017-11-01,2017-11-23,
,BR-012,1.075695,51.276806,0.27,2017-11-01,2017-11-23,
,BR-014,1.079038,51.278769,0.19,2017-11-01,2017-11-23,
,BR-015,1.087611,51.276798,0.08,2017-11-01,2017-11-23,
,BR-016,1.078822,51.278325,0.03,2017-11-01,2017-11-23,
,BR-017,1.082287,51.283163,0.07,2017-11-01,2017-11-23,
,BR-018,1.079927,51.284124,0.14,2017-11-01,2017-11-23,
,BR-019,1.077595,51.276711,0.06,2017-11-01,2017-11-23,
,BR-020,1.126311,51.369332,0.13,2017-11-01,2017-11-23,
,BR-021,1.116319,51.364598,0.58,2017-11-01,2017-11-23,
,BR-022,1.126575,51.370468,3.7,2017-11-01,2017-11-23,
,BR-023,1.126429,51.372324,0.33,2017-11-01,2017-11-23,
,BR-025,1.048979,51.363996,0.19,2017-11-01,2017-11-23,
,BR-026,1.024079,51.35724,0.15,2017-11-01,2017-11-23,
,BR-029,1.133075,51.361695,3.76,2017-11-01,2017-11-23,
,BR-034,1.10296,51.289839,0.26,2017-11-01,2017-11-23,
,BR-041,1.025181,51.353253,0.06,2017-11-01,2017-11-23,
,BR-047,1.068045,51.285318,0.11,2017-11-01,2017-11-23,
,BR-053,1.078152,51.278603,0.07,2017-11-01,2017-11-23,
,BR-059,1.086598,51.283723,0.12,2017-11-01,2017-11-23,
,BR-062,1.083002,51.276074,0.04,2017-11-01,2017-11-23,
,BR-063,1.117588,51.371445,0.04,2017-11-01,2017-11-23,
,BR-065,1.076278,51.282538,0.04,2017-11-01,2018-11-30,
,BR-066,1.051378,51.363556,0.03,2017-11-01,2017-11-23,
,BR-087,1.127194,51.372799,0.03,2017-11-01,2017-11-23,
,BR-088,1.117255,51.371409,0.09,2017-11-01,2017-11-23,
,BR-091,1.113434,51.359341,0.31,2017-11-01,2017-11-23,
,BR-092,1.167528,51.312367,19.24,2018-11-22,2018-11-30,
,BR-095,1.087275,51.270717,0.22,2018-11-01,2018-11-30,
,BR-096,1.099357,51.276379,0.09,2018-11-01,2018-11-30,
,BR-097,1.077194,51.201174,0.4,2018-11-01,2018-11-30,
,BR-099,1.17733,51.200979,0.33,2018-11-01,2018-11-30,
,BR-100,1.086727,51.277082,0.07,2018-11-01,2018-11-30,
,BR-101,1.076344,51.281376,0.04,2018-11-01,2018-11-30,
