OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-01,"543575, 543397","178738, 178601",1.82,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-02,545095,178671,0.09,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-03,539598,178181,2.20,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-05,540685,175438,5.04,2017-12-22,2017-12-22
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-06,540786,177026,0.07,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-07,537735,177131,0.03,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-08,539402,178712,3.60,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-09,537790,177505,0.13,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-10,543051,179240,0.76,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-11,540080,178974,8.01,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-12,542828,179234,0.13,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-13,540200,178236,0.10,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-14,543766,179134,14.98,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-15,546816,178594,0.11,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-16,537852,177213,0.03,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-19,542612,174392,0.43,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-20,543123,178746,0.09,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-21,543431,179174,0.43,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-22,540394,174757,0.07,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-23,542921,174384,0.07,2017-12-22,2018-12-17
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-24,540234,178506,0.08,2017-12-22,2018-12-17
