OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/tonbridge-and-malling,TMBC-BFR-002,"180 High Street, Tonbridge, Kent, TN9 1BX",0.274958,51.198212,,0.07,not owned by a public authority,,permissioned,full planning permission,2015-10-28,https://publicaccess2.tmbc.gov.uk/online-applications/,12,12,yes,. Demolition of existing office building and the erection of a new structure to provide 12 (twelve) new 1 and 2 bedroom apartments together with 12 on-site car and cycle parking spaces and refuse facilities. Restoration of existing garden and front boundary,2017-11-24,2017-11-24,
http://opendatacommunities.org/id/district-council/tonbridge-and-malling,TMBC-BFR-003,"Land Rear Of 182 High Street, Tonbridge, Kent, TN9 1BE",0.275192,51.198315,,0.06,not owned by a public authority,,permissioned,full planning permission,2013-07-09,https://publicaccess2.tmbc.gov.uk/online-applications/,12,12,yes,". Variation of conditions 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19 and 21 of planning permission TM/12/03803/FL (Construction of 9 town houses and 3 apartments; provision of 15 parking spaces for the residential development together with a further 9 garages, plus a further 30 spaces for the existing commercial use of 182 High Street; works to the scheduled ancient monument; associated landscape works; and the safeguarding of land for the provision of the Lansdowne Road link road)",2017-11-25,2017-11-25,
http://opendatacommunities.org/id/district-council/tonbridge-and-malling,TMBC-BFR-004,"Ferns Surfacing Ltd, Bellingham Way, Larkfield, Aylesford, Kent",0.44726,51.308026,,0.53,not owned by a public authority,,permissioned,full planning permission,2016-03-01,https://publicaccess2.tmbc.gov.uk/online-applications/,32,32,yes,". Erection of 32 no. dwellings, access road, car parking and landscaping at Bellingham Way, Aylesford, Kent",2017-11-28,2017-11-28,
http://opendatacommunities.org/id/district-council/tonbridge-and-malling,TMBC-BFR-006,"Cricketts Farm House, Borough Green Road, Ightham, Sevenoaks, Kent",0.295145,51.29527,,0.71,not owned by a public authority,,permissioned,full planning permission,2016-03-14,https://publicaccess2.tmbc.gov.uk/online-applications/,5,5,yes,". The retention, refurbishment and conversion of Crickets Farmhouse into 5 apartments with access, parking and landscaping works, and extensions to create a garden room and lobby/entrance area",2017-12-04,2017-12-04,
http://opendatacommunities.org/id/district-council/tonbridge-and-malling,TMBC-BFR-007,"Land At East Street, Snodland, Kent",0.447635,51.328011,,0.69,not owned by a public authority,,permissioned,outline planning permission,2013-06-21,https://publicaccess2.tmbc.gov.uk/online-applications/,42,42,yes,Latest pemission: 11/02330/FL: Temporary storage of 108 no. shipping containers on redundant car park at junction of East Street and May Street. Outline Application: Redevelopment of car park for 42 no. houses and flats including associated roads and parking,2017-12-08,2017-12-08,
http://opendatacommunities.org/id/district-council/tonbridge-and-malling,TMBC-BFR-008,"Pickfords (brs Depot), Mill Hall, Aylesford, Kent",0.466585,51.302081,,1.19,not owned by a public authority,,permissioned,full planning permission,2013-05-31,https://publicaccess2.tmbc.gov.uk/online-applications/,79,79,yes,. Residential development of 58 no. apartments and 21 no. town houses,2017-12-09,2017-12-09,
http://opendatacommunities.org/id/district-council/tonbridge-and-malling,TMBC-BFR-009,"The River Centre Medway Wharf Road, Tonbridge, Kent",0.279045,51.194014,,0.35,not owned by a public authority,,not permissioned,,2011-06-21,https://publicaccess2.tmbc.gov.uk/online-applications/,,,yes,"Expired Permission: Redevelopment of site to provide 73 residential apartments, 34 units of boarding accommodation for students and conference delegates, lecture and meeting rooms and ancillary facilities, a children's nursery, pedestrian and cycle bridge and associated park",2017-12-09,2017-12-09,
http://opendatacommunities.org/id/district-council/tonbridge-and-malling,TMBC-BFR-010,"Platt C Of E Primary School, Maidstone Road, Platt, Sevenoaks, Kent, TN15 8JY",0.326442,51.292944,,0.32,not owned by a public authority,,not permissioned,,2012-04-17,https://publicaccess2.tmbc.gov.uk/online-applications/,,,yes,Expired Permission: Extension of time limit on planning permission TM/07/01810/FL (Demolition of existing buildings and erection of 11 dwellings with car ports and access road),2017-12-09,2017-12-09,
http://opendatacommunities.org/id/district-council/tonbridge-and-malling,TMBC-BFR-011,"Drayton Road Industial Estate, Tonbridge",0.276448,51.186923,,1.68,not owned by a public authority,,not permissioned,,,https://publicaccess2.tmbc.gov.uk/online-applications/,,,yes,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/tonbridge-and-malling,TMBC-BFR-012,"Office site, Quarry Hill Rd, Borough Green",0.302863,51.28841,,0.28,not owned by a public authority,,not permissioned,,,,5,5,yes,"GREEN BELT REFUSED: Planning App 16/03760/FL: Demolition of existing office building and the erection of 10 residential dwellings. Access from existing Quarry Hill Roundabout, provision of public open space, works associated with de-culverting and diversion of the watercourse, sustainable urban drainage systems; associated landscaping, infrastructure and earthworks",2017-11-14,2017-11-14,
