OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
,B001,,,0.85,2017-09-29,,
,B002,,,0.35,2017-09-29,,
,B003,,,0.25,2017-09-29,,
,B004,,,0.35,2017-09-29,,
,B005,,,0.35,2017-09-29,,
,B006,,,1.07,2017-09-29,,
,B007,,,0.5,2017-09-29,,
,B008,,,0.1,2017-09-29,,
,B009,,,3,2017-09-29,,
,B010,,,0.1,2017-09-29,,
,B011,,,4.7,2017-09-29,,
,B012,,,2.5,2017-09-29,,
,B013,,,2.7,2017-09-29,,
,B014,,,3.5,2017-09-29,,
,B015,,,2.2,2017-09-29,,
,B016,,,0.45,2017-09-29,,
,B017,,,0.25,2017-09-29,,
,B018,,,1.3,2017-09-29,,
,B019,,,0.2,2017-09-29,,
,B020,,,1.5,2017-09-29,,
,B021,,,3.6,2017-09-29,,
,B022,,,0.06,2017-09-29,,
,B023,,,0.08,2017-09-29,,
,B024,,,0.05,2017-09-29,,
,B025,,,0.06,2017-09-29,,
,B026,,,0.1,2017-09-29,,
,B027,,,0.16,2017-09-29,,
,B028,,,0.72,2017-09-29,,
,B029,,,0.05,2017-09-29,,
,B030,,,0.06,2017-09-29,,
,B031,,,0.26,2017-09-29,,
,B032,,,0.21,2017-09-29,,
,B033,,,0.25,2017-09-29,,
,B034,,,0.2,2017-09-29,,
,B035,,,0.29,2017-09-29,,
,B036,,,0.09,,,
,B037,,,,,,
