OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLA1,-1.563122,54.882501,0.2,4,11,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLA19,-1.583329,54.898145,11.12,222,367,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLB1,-1.709765,54.960635,4.84,97,202,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLB2,-1.702211,54.952635,0.1,6,7,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLB3,-1.721252,54.956257,0.07,8,10,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLB5,-1.721801,54.954549,8.65,173,200,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLB7,-1.683695,54.960005,0.03,6,7,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC1,-1.59739,54.960525,1.22,54,61,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC3,-1.608743,54.957492,0.56,112,275,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC4,-1.602033,54.964365,0.39,78,165,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC5,-1.599807,54.96203,8.49,300,330,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC6,-1.600169,54.961278,1.15,52,57,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC7,-1.594147,54.960597,1,45,50,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC11,-1.593138,54.959816,1.51,25,55,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC12,-1.593604,54.958951,1.82,91,100,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC13,-1.593604,54.958951,0.44,20,22,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC14,-1.606095,54.963373,0.85,38,23,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC15,-1.601148,54.968085,7.34,257,283,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC16,-1.606408,54.964114,0.41,16,20,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC17,-1.594346,54.959128,0.69,28,31,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC18,-1.608904,54.963595,0.92,245,283,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC20,-1.584485,54.957607,0.59,118,162,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC21,-1.607701,54.965627,1.98,89,98,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC22,-1.600581,54.966486,1.05,47,52,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC23,-1.595354,54.967655,0.2,10,11,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC24,-1.598512,54.962643,5.01,107,118,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC32,-1.589665,54.960381,2.32,120,132,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC34,-1.599223,54.960507,0.2,40,169,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLC35,-1.586998,54.956985,0.05,10,90,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLD1,-1.763739,54.921481,1.06,44,32,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLD2,-1.741265,54.92796,0.66,13,25,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLD3,-1.762062,54.918795,0.2,4,7,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLE1,-1.583077,54.919868,0.5,13,14,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLF6,-1.79099,54.949626,0.4,8,12,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLG1,-1.582687,54.948311,1.49,30,62,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLG3,-1.593993,54.952002,0.02,6,7,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLG5,-1.589433,54.945427,0.22,4,13,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLG8,-1.584324,54.943349,1,20,30,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLG11,-1.581463,54.948665,0.2,4,7,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLH1,-1.619303,54.952891,2.78,56,117,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLH2,-1.649965,54.954085,6.8,136,199,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLH3,-1.619901,54.95621,0.1,2,10,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLH10,-1.65371,54.954105,0.1,2,11,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLH13,-1.657853,54.955565,0.9,18,45,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLH14,-1.617716,54.958388,2.67,45,50,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLH17,-1.663644,54.961228,19.8,396,528,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLH18,-1.6579,54.959228,10.76,215,266,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLH19,-1.651483,54.959876,19.19,384,318,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLH20,-1.668157,54.960726,13.91,157,417,2017-12-21,2017-12-21,
