OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/torbay,BPNPH02,"Churston Golf Club, Dartmouth Road, Brixham",-3.55662,50.3982,http://torbay.addresscafe.com/app/exploreit/default.aspx,4.53,not owned by a public authority,,not permissioned,,,,20,30,,"Part brownfield, part green field. Housing estimate is for those on brownfield part, taken form outline application proposed layout. Site size (ha) is for total site.",2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,BPNPH03,"Knapman's Builders Yard, off Stoke Gabriel Road, Galmpton, Brixham",-3.56542,50.395,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.14,not owned by a public authority,,not permissioned,,,,4,8,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,BPNPH05,"Northcliff Hotel, North Furzeham Road, Brixham",-3.51716,50.4003,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.29,not owned by a public authority,,not permissioned,,,,8,15,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,BPNPH06,"Torbay Industrial Estate, New Road, Brixham",-3.51733,50.3926,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.32,not owned by a public authority,,not permissioned,,,,8,15,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,BPNPH07,"74 New Road, Brixham",-3.51997,50.3919,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.19,not owned by a public authority,,not permissioned,,,,5,10,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,BPNPH08H3-I7,"Brixham Police Station, Rea Barn Road, Brixham",-3.50852,50.3903,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.15,,,not permissioned,,,,6,12,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,BPNPH09,"King's Barton, Summer Lane, Brixham",-3.52697,50.3839,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.2,not owned by a public authority,,not permissioned,,,,4,7,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,BPNPH10,"Beverley Court, Upton Manor Road, Brixham",-3.51482,50.3836,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.21,not owned by a public authority,,not permissioned,,,,5,9,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,BPNPH11,"St Mary's Industrial Estate, St Mary's Road, Brixham",-3.51356,50.3831,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.79,not owned by a public authority,,not permissioned,,,,13,25,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH03,"Vauxhall Garage, Torquay Road, Paignton",-3.55617,50.447564,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.17,not owned by a public authority,,not permissioned,,,,10,20,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH05,"Modern Motoring, Torquay Road, Paignton",-3.56002,50.4445,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.04,not owned by a public authority,,not permissioned,,,,3,6,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH06,"63 Manor Road, Paignton",-3.56155,50.4431,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.15,not owned by a public authority,,not permissioned,,,,4,8,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH08,"Land R/O Quarry Terrace, Marldon Road, Paignton",-3.57341,50.4381,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.21,not owned by a public authority,,not permissioned,,,,4,8,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH09,"Lyndhurst Hotel, Lower Polsham Road, Paignton",-3.55921,50.4387,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.03,not owned by a public authority,,not permissioned,,,,6,12,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH11,"Crossways Shopping Centre, Paignton",-3.56549,50.4363,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.89,not owned by a public authority,,not permissioned,,,,70,150,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH12,"Lighthouse, Esplanade Road, Paignton",-3.55959,50.4367,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.17,not owned by a public authority,,not permissioned,,,,10,20,,Application pending decision for hotel P/2019/0804,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH13,"Victoria Square/Multi Storey Car Park, Paignton",-3.56194,50.4361,http://torbay.addresscafe.com/app/exploreit/default.aspx,1.33,owned by a public authority,,not permissioned,,,,60,182,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH14,"Corner of Hyde Road and Torbay Road, Paignton",-3.56367,50.4352,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.27,not owned by a public authority,,not permissioned,,,,25,50,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH15,"4 Palace Avenue, Paignton",-3.56708,50.4347,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.04,not owned by a public authority,,not permissioned,,,,3,6,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH16,"Station Lane/Great Western Car Park, Paignton",-3.56444,50.4333,http://torbay.addresscafe.com/app/exploreit/default.aspx,2.94,owned by a public authority,,not permissioned,,,,50,100,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH19,"Angleside House, Cleveland Road, Paignton",-3.55896,50.4314,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.24,not owned by a public authority,,pending decision,,,,11,22,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH20,"Paignton Harbour Car Park, Cliff Road, Paignton",-3.55537,50.4309,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.36,owned by a public authority,,not permissioned,,,,25,50,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH21,"20 Roundham Road, Paignton",-3.55639,50.4298,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.04,not owned by a public authority,,not permissioned,,,,5,10,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH23,"Council Depot, Borough Road, Paignton",-3.5901,50.4243,http://torbay.addresscafe.com/app/exploreit/default.aspx,2.98,owned by a public authority,,not permissioned,,,,20,40,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,PNPH26,"Alan Kerr Garage, Brixham Road, Paignton",-3.57704,50.4137,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.37,not owned by a public authority,,not permissioned,,,,5,10,,,2016-06-24,2017-12-13,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH01,"Barton Hall Activity Centre, Kingskerswell Road, Torquay",-3.55064,50.4936,http://torbay.addresscafe.com/app/exploreit/default.aspx,1.47,not owned by a public authority,,not permissioned,,,,23,45,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH02,"Torquay Holiday Park, Kingskerswell Road, Torquay",-3.54834,50.4934,http://torbay.addresscafe.com/app/exploreit/default.aspx,6.34,not owned by a public authority,,not permissioned,,,,75,150,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH07,"Site 2, Higher Cadewell Lane, Torquay",-3.56189,50.4823,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.29,not owned by a public authority,,not permissioned,,,,6,12,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH08,"Site 1, Higher Cadewell Lane, Torquay",-3.56017,50.481,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.45,not owned by a public authority,,not permissioned,,,,9,18,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH10,"Shiphay Manor, Torquay Girls Grammar, Shiphay Lane, Torquay",-3.55581,50.474,http://torbay.addresscafe.com/app/exploreit/default.aspx,1.39,not owned by a public authority,,not permissioned,,,,10,20,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH11,"Quintaville, Reddenhill Road, Torquay",-3.517,50.474,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.1,not owned by a public authority,,not permissioned,,,,5,10,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH12,"Torre Station, Torquay",-3.54509,50.472,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.21,not owned by a public authority,,not permissioned,,,,5,9,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH13,"16/18 Thurlow Road, Torquay",-3.53463,50.4724,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.09,not owned by a public authority,,not permissioned,,,,3,6,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH14,"Palace Hotel (Tennis Courts), Babbacombe Road, Torquay",-3.50406,50.4727,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.71,not owned by a public authority,,not permissioned,,,,35,38,,,2016-06-24,2019-12-11,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH15,"Richwood Hotel, Newton Road, Torquay",-3.54159,50.4714,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.09,not owned by a public authority,,not permissioned,,,,4,8,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH16,"Transport Yard, Berachah Road, Torquay",-3.52758,50.4711,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.18,not owned by a public authority,,not permissioned,,,,4,8,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH17,"300-302 Union Street, Torquay",-3.53816,50.4701,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.1,not owned by a public authority,,not permissioned,,,,33,6,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH18,"Sherwell Valley Garage, Sherwell Lane, Torquay",-3.55021,50.4691,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.27,not owned by a public authority,,not permissioned,,,,10,20,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH19,"Tor House and Gospel Hall (Former B&Q), Laburnum Row/Tor Hill Road, Torquay",-3.5365,50.4695,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.16,not owned by a public authority,,permissioned,full planning permission,2017-03-15,,19,19,yes,,2016-06-24,2017-12-20,2019-12-11
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH20,"Zion Methodist Church, Zion Road, Torquay",-3.53669,50.4691,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.04,not owned by a public authority,,permissioned,full planning permission,2017-03-21,,7,7,,P/2016/0914,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH22,"Garage Premises, Laburnum Street, Torquay",-3.53889,50.4686,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.05,not owned by a public authority,,permissioned,full planning permission,2017-05-24,,6,6,yes,,2016-06-24,2017-12-20,2019-12-11
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH23,"Barclay Court Hotel, 29 Castle Road, Torquay",-3.52685,50.469,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.11,not owned by a public authority,,not permissioned,,,,4,8,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH24,"Land R/O Market Street, Torquay",-3.5271,50.4682,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.24,not owned by a public authority,,not permissioned,,,,30,59,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH25,"Ansteys Lea Hotel, Babbacombe Road, Torquay",-3.50539,50.4681,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.23,not owned by a public authority,,not permissioned,,,,5,9,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH26,"Municipal Chambers, Union Street, Torquay",-3.53046,50.4677,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.02,not owned by a public authority,,not permissioned,,,,6,12,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH27,"Lower Union Lane/Union Street, Torquay",-3.52998,50.4664,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.61,owned by a public authority,,not permissioned,,,,65,130,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH28,"Site opposite Market, Market St (Blockbuster site), Torquay",-3.52704,50.4662,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.25,not owned by a public authority,,not permissioned,,,,15,30,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH30,"Roebuck House, Abbey Road, Torquay",-3.52995,50.4654,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.06,not owned by a public authority,,permissioned,other,2016-08-17,,43,43,yes,P/2016/0531 Prior approval not required,2016-06-24,2019-12-11,2019-12-11
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH31,"Lower Union Lane Office Block, Torquay",-3.52832,50.4654,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.23,not owned by a public authority,,not permissioned,,,,15,30,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH32,"22-28 Union Street, Torquay",-3.5273,50.4652,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.06,not owned by a public authority,,not permissioned,,,,7,13,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH33,"3-9 Pimlico, Torquay",-3.52664,50.4657,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.08,not owned by a public authority,,not permissioned,,,,5,10,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH34,"Pimlico, Torquay",-3.52539,50.4652,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.35,not owned by a public authority,,not permissioned,,,,25,50,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH35,"39 Abbey Road, Torquay",-3.52803,50.465,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.02,not owned by a public authority,,not permissioned,,,,6,12,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH36,"Shedden Hall Hotel, Shedden Hill, Torquay",-3.53287,50.464566,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.25,not owned by a public authority,,permissioned,full planning permission,2017-05-31,,11,11,,P/2016/0305,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH37,"Adjacent Abbey Hall, Rock Road, Torquay",-3.52634,50.4639,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.09,not owned by a public authority,,not permissioned,,,,15,30,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH39,"8-9 Braddons Hill Road West, Torquay",-3.52517,50.4634,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.03,not owned by a public authority,,not permissioned,,,,4,8,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH41,"40-44 Swan Street, Torquay",-3.52603,50.46311,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.05,not owned by a public authority,,not permissioned,,,,5,10,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH43,"Fleet Walk Shopping Centre, Torquay",-3.52516,50.4623,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.81,not owned by a public authority,,not permissioned,,,,13,25,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH44,"Golden Palms, Cary Parade, Torquay",-3.52539,50.4613,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.18,not owned by a public authority,,not permissioned,,,,6,12,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH45,"The Terrace Car Park, Torquay",-3.51963,50.4616,http://torbay.addresscafe.com/app/exploreit/default.aspx,1.11,owned by a public authority,,not permissioned,,,,18,35,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH47,"Ingoldsby House, Chelston Road, Torquay",-3.54301,50.459,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.15,not owned by a public authority,,not permissioned,,,,4,7,,,2016-06-24,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/torbay,TNPH49,"La Rosaire, Livermead Hill, Torquay",-3.54424,50.4558,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.11,not owned by a public authority,,permissioned,full planning permission,2015-10-01,,7,7,yes,P/2014/1182,2016-06-24,2017-12-20,2019-12-11
http://opendatacommunities.org/id/unitary-authority/torbay,C1222,"53 Fleet Street, Torquay",-3.5257,50.4632,http://torbay.addresscafe.com/app/exploreit/default.aspx,0.03,not owned by a public authority,,permissioned,full planning permission,2015-12-18,,9,9,yes,P/2015/0587,2016-06-24,2017-12-20,2019-12-11
