OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/london-borough-council/southwark,16-AP-3264,534795.94,176202.45,0.01,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,16-AP-4085,532438.36,179196.16,0.02,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,16-AP-3784,532546.05,180083.04,0.04,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,15-AP-1883,534185.09,176719.23,0.0,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,15-AP-2864,534791.0,176800.61,0.04,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,12-AP-4126,535708.44,179443.22,3.66,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,16-AP-2436,535249.75,178043.01,0.05,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,15-AP-5094,532131.81,179761.69,0.02,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,15-AP-3024,531546.59,179912.62,0.4,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,16-AP-1089,534427.94,177790.26,0.02,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,15-AP-3523,534794.64,179516.32,0.02,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-1862,531704.45,179554.36,1.0,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,15-AP-3562,534755.69,174471.66,0.02,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,16-AP-3749,532023.64,179095.23,0.04,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-2948,532408.97,177036.79,0.73,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,15-AP-1062,532198.74,178307.63,1.79,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,16-AP-0667,532324.29,178464.83,0.02,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,16-AP-0131,534426.32,176058.83,0.14,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,16-AP-1711,532061.05,180128.82,0.03,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,16-AP-2800,532980.46,178255.37,0.99,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-1302,532842.87,180148.7,0.18,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-3844,533069.73,178118.12,20.92,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-2709,532181.26,178534.38,0.26,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,15-AP-2217,536005.94,179590.78,0.42,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,16-AP-4124,534589.01,176955.27,0.15,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,15-AP-3886,532306.65,179500.19,0.22,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,15-AP-1705,534366.05,178223.69,0.11,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,16-AP-2681,536629.26,179503.39,0.29,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-4640,533001.16,179974.55,0.1,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-3843,532710.97,177792.09,4.56,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,12-AP-3257,532476.68,178434.3,0.02,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,13-AP-1996,532337.03,178302.73,0.03,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,13-AP-3361,532588.47,179584.63,0.07,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-0115,534055.36,175304.98,0.12,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-1085,533856.13,177214.26,0.11,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-1125,532557.66,180345.63,0.01,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-1872,534644.59,176675.44,0.63,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-2335,536557.32,180218.54,0.07,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-2369,532372.06,177363.5,0.02,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-2694,533095.48,178974.13,0.03,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-3079,533095.88,177226.68,0.02,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-3104,533147.55,174230.82,0.22,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-3276,532929.96,177195.68,0.42,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-3277,532872.01,177082.7,0.56,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-3566,534483.0,176472.94,0.02,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-3634,532322.49,178200.77,0.01,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-3856,533786.5,174708.54,0.01,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-3992,533000.38,179925.71,0.05,0,0,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/southwark,14-AP-4004,534553.26,178829.06,0.02,0,0,2017-12-20,2017-12-20,
