OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/basingstoke,13/00747/FUL,Three Barrels Winklebury Centre Basingstoke,-1.124352,51.268051,,0.059,not owned by a public authority,,permissioned,full planning permission,2014-02-11,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=MO0ZDBCRAT000&activeTab=summary,5,5,yes,Small site granted permission (13/00747/FUL) in Feburary 2014. Currently under construction and considered deliverable within five years.,2017-12-31,2019-12-23,
http://opendatacommunities.org/id/district-council/basingstoke,13/02321/FUL,Main Hall Park Prewett Northbrook Crescent Basingstoke,-1.119274,51.280815,,0.254,not owned by a public authority,,permissioned,full planning permission,2015-03-20,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=MVYE55CRAT000&activeTab=summary,19,19,yes,"Planning permission was granted for a net gain of 19 units in March 2015 (13/02321/FUL) . The site is under construction and the developer has confirmed, through the site monitoring consultation, that the remaining units will be delivered in 2018/19.  A planning application was been submitted to provide an additional 9 units in the hall (17/00565/FUL), but this has been withdrawn. The site is deliverable within five years.",2017-12-31,2019-12-23,
http://opendatacommunities.org/id/district-council/basingstoke,14/03214/FUL,Cranbourne House The Harrow Way,-1.100087,51.249227,,0.056,not owned by a public authority,,permissioned,full planning permission,2015-07-28,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NDWLC6CRL0M00&activeTab=summary,7,7,yes,Small site granted permission (14/03214/FUL) in July 2015. The site is considered deliverable within five years.,2018-12-31,2019-12-23,2019-12-23
http://opendatacommunities.org/id/district-council/basingstoke,14/03880/FUL,The Railway Inn Station Road,-1.337771,51.237067,,0.139,not owned by a public authority,,permissioned,full planning permission,2015-07-07,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NGU8J8CRFND00&activeTab=summary,5,5,yes,Small site granted permission for 5 dwellings in July 2015 (14/03880/FUL).  No starts recorded on site at 1 April 2018 but site considered deliverable within five years.,2018-12-31,2019-12-23,2019-12-23
http://opendatacommunities.org/id/district-council/basingstoke,15/00975/FUL,Leamington Court Andover Road Newfound,-1.172445,51.257887,,0.496,not owned by a public authority,,permissioned,full planning permission,2016-05-13,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NLGY47CRJBL00&activeTab=summary,13,13,yes,Planning permission was granted in May 2016 for the conversion of offices to 7 units and erection of 6 further units on site (15/00975/FUL). Site is under construction. At 1 April 2019 there were 5 dwellings outstanding. The site is deliverable within five years.,2017-12-31,2019-12-23,
http://opendatacommunities.org/id/district-council/basingstoke,15/03029/OUT,Land between Elmdene and Fairholm Aldermaston Road Pamber End,-1.125348,51.323459,,1.025,not owned by a public authority,,permissioned,outline planning permission,2016-05-25,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NTLFAVCRMW700&activeTab=summary,12,12,yes,Outline planning permission was granted for 12 units in Feburary 2016 (15/03029/OUT).  A reserved matters application was submitted in December 2018 which is pending consideration (18/03729/RES). The site is deliverable within five years.,2019-05-14,2019-12-23,
http://opendatacommunities.org/id/district-council/basingstoke,15/03170/FUL,Wella (Gb) Wella Road Basingstoke,-1.10259,51.252623,,0.669,not owned by a public authority,,permissioned,full planning permission,2016-12-23,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NUB80JCRFS600&activeTab=summary,70,70,yes,A prior notification was approved for the conversion of the building to residential use (14/02433/GPDOFF) encompassing 12 units. A new application for  70 units on the site (15/03170/FUL) was granted permission in December 2016. The site has been cleared to enable development to take place and start on site was recorded in recorded 2017.  The site is deliverable within five years.,2017-12-31,2019-12-23,
http://opendatacommunities.org/id/district-council/basingstoke,15/04469/RES,Queen Marys College Land Adjacent To Cliddesden Road Basingstoke,-1.086105,51.255992,,0.229,,,permissioned,reserved matters approval,2016-07-15,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NZI3KXCRKV200&activeTab=summary,6,6,yes,Outline planning permission grated under reference BDB/74060 in July 2016.  Reserved matters approval graned July 2017 (15/04469/RES). As at the 1 April 2018 construction was yet to start. Site considered deliverable within five years.,2017-12-31,2019-12-23,2019-12-23
http://opendatacommunities.org/id/district-council/basingstoke,15/04506/FUL,Royal British Legion The Street Bramley,-1.066886,51.328843,,0.523,not owned by a public authority,,permissioned,full planning permission,2016-11-11,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NZPT71CRL0V00&activeTab=summary,9,9,yes,Small site granted permission (15/04506/FUL) in November 2016. No start on site has been recorded at 1 April 2019 but the site considered deliverable within five years.,2017-12-31,2019-12-23,
http://opendatacommunities.org/id/district-council/basingstoke,15/04534/FUL,Brickells Yard Oakley Lane Oakley,-1.172679,51.252745,,0.266,not owned by a public authority,,permissioned,full planning permission,2016-09-09,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NZT4PMCR0AQ00&activeTab=summary,10,10,yes,An full application (15/04534/FUL) for 10 units was granted in September 2016.  The site is under cosntruction and completions are expected in 2019/20.  It is considered that the site is deliverable within five years.,2017-12-31,2019-12-23,
http://opendatacommunities.org/id/district-council/basingstoke,16/00971/FUL,Vantage (Fairfield House) Victoria Street Basingstoke,-1.089371,51.261669,,0.137,not owned by a public authority,,permissioned,full planning permission,2016-12-16,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=O470CHCRG9B00&activeTab=summary,37,37,yes,A prior notification was approved for the conversion of the building to residential use (14/03542/GPDOFF) for 29 units in January 2015 with a further 1 unit added through an application in January 2016 (15/03960/FUL).  An application for 7 additional units on an additional floor was granted in December 2016 (16/00971/FUL).  The development is under construction.  The site is deliverable within five years.,2017-12-31,2019-12-23,
http://opendatacommunities.org/id/district-council/basingstoke,16/01362/GPDOFF,Brackenwood House 1st & 2nd Floor Kimbell Road Basingstoke,-1.104813,51.253292,,0.021,not owned by a public authority,,permissioned,planning permission granted under an order,2016-09-27,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=O5U024CR0FP00&activeTab=summary,6,6,yes,Small site granted consent via prior approval (16/01362/GPDOFF) in September 2016. No start on site has been recorded at 1 April 2018 but the site considered deliverable within five years.,2017-12-31,2019-12-23,2019-12-23
http://opendatacommunities.org/id/district-council/basingstoke,16/01585/FUL,21 & 23 Church Street Basingstoke,-1.0878,51.263274,,0.047,not owned by a public authority,,permissioned,full planning permission,2016-11-09,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=O6LSBICRI7100&activeTab=summary,5,5,yes,Small site granted permission (16/01585/FUL) in November 2016. Currently under construction and considered deliverable within five years.,2017-12-31,2019-12-23,
http://opendatacommunities.org/id/district-council/basingstoke,16/02465/FUL,Raja Newbury Road Headley,-1.257537,51.357905,,0.114,not owned by a public authority,,permissioned,full planning permission,2016-11-28,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=O9URSKCRLFM00&activeTab=summary,6,6,yes,Small site granted permission (16/02465/FUL) in November 2016. Construction has started on site and site considered deliverable within five years.,2017-12-31,2019-12-23,
http://opendatacommunities.org/id/district-council/basingstoke,16/02664/FUL,JA Hirst & Sons Recycling Yard Hurstbourne Station Stoke Lane,-1.380698,51.239902,,2.44,not owned by a public authority,,permissioned,full planning permission,2017-11-09,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=OAO18FCRMAW00&activeTab=summary,44,44,yes,This site has detailed planning permission (16/02664/FUL) granted in November 2017. The applicant is working to discharge relevant conditions (including in relation to contaminated land) and expects completions on site from 2021.  The site is deliverable within five years.,2018-12-31,2019-12-23,
