OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/staffordshire-moorlands,UT019,"Haulage Depot, St Thomas's Road",-2.911731,53.502805,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,0.4,not owned by a public authority,,not permissioned,,,,15,15,yes,Haulage Depot. Completions expected on site within 5 years.,2017-12-01,2019-12-18,
http://opendatacommunities.org/id/district-council/staffordshire-moorlands,LE071A,"Former reservoirs off, Land at Bridge End, Macclesfield Road",-2.644112,53.471271,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,1.1,not owned by a public authority,,permissioned,outline planning permission,2018-03-15,,11,11,yes,Has outline planning permission for 11 dwellings granted at appeal 5/11/2014. Completions expected on site within 5 years,2017-12-01,2019-12-18,
http://opendatacommunities.org/id/district-council/staffordshire-moorlands,LE066,"Kniveden Hall and Springhill, Mount Road",-2.610367,50.257668,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,3.5,owned by a public authority,,not permissioned,,,,50,50,,Care home in wooded grounds,2017-12-01,2019-12-18,
http://opendatacommunities.org/id/district-council/staffordshire-moorlands,LE073,"Portland Mill, Portland Street",-2.654697,53.485559,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,0.46,not owned by a public authority,,permissioned,full planning permission,2017-08-30,,49,49,yes,Demolition of Mill and creation of 49 retirement apartments - under construction,2017-12-01,2019-12-18,
http://opendatacommunities.org/id/district-council/staffordshire-moorlands,BD055,"Site of former, Meadows School, Tunstall Road",-2.64859,53.387526,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,0.66,owned by a public authority,,not permissioned,,,,20,20,yes,Former school now derelict. Completions expected on site within 5 years,2017-12-01,2019-12-18,
http://opendatacommunities.org/id/district-council/staffordshire-moorlands,BD102,"Minster Mill, Walley Street",-2.633648,53.390788,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,0.28,not owned by a public authority,,not permissioned,,,,42,42,yes,Underused retail & employment site. Completions expected on site within 5 years,2017-12-01,2019-12-18,
http://opendatacommunities.org/id/district-council/staffordshire-moorlands,CH014,"Hurst Yard, Meadow Drive / Bank Street",-2.859362,53.500963,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,0.95,not owned by a public authority,,permissioned,full planning permission,2015-02-27,,42,42,yes,Now complete - all social rented.,2017-12-01,2019-12-18,2019-02-26
http://opendatacommunities.org/id/district-council/staffordshire-moorlands,CH015,"Stoddards Depot, Leek Road",-2.850974,53.502929,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,0.8,not owned by a public authority,,not permissioned,,,,32,32,yes,Coach Depot and Oil Depot Yard. Completions expected on site within 5 years,2017-12-01,2019-12-18,
http://opendatacommunities.org/id/district-council/staffordshire-moorlands,CH020,"Land north of, The Green",-2.860924,53.490957,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,1.2,not owned by a public authority,,not permissioned,,,,42,42,yes,Mixed Use Site. Completions expected on site within 5 years,2017-12-01,2019-12-18,
http://opendatacommunities.org/id/district-council/staffordshire-moorlands,LE151,"Compton Mill, Compton Street",-2.660489,53.481042,https://www.staffsmoorlands.gov.uk/media/4698/Brownfield-Register/pdf/SMDC_Brownfield_Land_Register_2019_Maps.pdf?m=1576509255197,0.36,not owned by a public authority,,permissioned,full planning permission,2017-11-19,,57,57,yes,Planning permission for apartments age 55+ with care,2017-12-01,2019-12-18,
