OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,BBE01,"""New Mill, Wesley Street""",-2.658661,53.724450,https://www.southribble.gov.uk/content/housing-land-availability,6.5,not owned by a public authority,permissioned,Reserved Matters Approval,2017-09-04,http://publicaccess.southribble.gov.uk/online-applications/,Yes,,,,07/2016/0690/REM - approved 4/9/17.,2017-09-20,2017-09-20,
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,SS05,"""Expac, Dunkirk Mill, Dunkirk Lane""",,,https://www.southribble.gov.uk/content/housing-land-availability,0.67,not owned by a public authority,permissioned,Outline Planning Permission,2015-03-31,http://publicaccess.southribble.gov.uk/online-applications/,Yes,,,,"May come forward with Rear of Dunkirk Mill.  

Site clearance completed at the beginning of the year, construction unlikely to start until 2019.  

07/2012/0551/REN - approved 31/3/15.",2016-06-03,2017-09-20,
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,FW09b,"""Farington Business Park, east of Wheelton Lane (northern section) - Phase 2""",,,https://www.southribble.gov.uk/content/housing-land-availability,6.49,not owned by a public authority,permissioned,Full Planning Permission,2013-08-30,http://publicaccess.southribble.gov.uk/online-applications/,Yes,,,,"D1 - Housing.  07/2013/0288/FUL approved 30/8/13. (234 dwellings full/234 dwellings outline) - the outline approval relates to this part of the site.  S106.

AH - Phase 2 - up to a minimum of 20 units in accordance with a reserved matters approval taking account of any review pursuant to Part 4 of Schedule 3 of S106 agreement.  UU still on site.",2017-09-20,2017-09-20,
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,MF02b,"""Vernon Carus Site/Penwortham Mills, Factory Lane - Phase 2""",,,https://www.southribble.gov.uk/content/housing-land-availability,9.45,not owned by a public authority,permissioned,Reserved Matters Approval,,http://publicaccess.southribble.gov.uk/online-applications/,Yes,,,,"Hybrid application approved 20/2/17.

The public house has been vacated.",2016-06-03,2017-09-20,
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,MF02c,"""Vernon Carus Site/Penwortham Mills, Factory Lane - Phase 3""",,,https://www.southribble.gov.uk/content/housing-land-availability,1.17,not owned by a public authority,permissioned,Reserved Matters Approval,2015-12-22,http://publicaccess.southribble.gov.uk/online-applications/,Yes,,,,"Hybrid application approved 20/2/17.

The public house has been vacated.",2016-06-03,2017-09-20,
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,TG03,"""Lostock Hall Gas Works, Leyland Road/The Cawsey""",,,https://www.southribble.gov.uk/content/housing-land-availability,12,not owned by a public authority,permissioned,Reserved Matters Approval,2014-04-01,http://publicaccess.southribble.gov.uk/online-applications/,Yes,,,,07/2015/0315/REM approved 13/8/15.,2016-06-03,2017-09-20,
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,MF05,"""The Maltings, Hill Road South""",-2.795850,53.724453,https://www.southribble.gov.uk/content/housing-land-availability,1.7,not owned by a public authority,permissioned,Reserved Matters Approval,2017-03-22,http://publicaccess.southribble.gov.uk/online-applications/,Yes,,,,07/2017/1266/REM - pending decision.,2017-09-20,2017-09-20,
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,SS11,"""Land on west side of Mill Street, Leyland""",,,https://www.southribble.gov.uk/content/housing-land-availability,0.18,not owned by a public authority,permissioned,Outline Planning Permission,2015-03-17,http://publicaccess.southribble.gov.uk/online-applications/,Yes,,,,07/2014/0574/OUT - approved 17/3/15.,2016-06-03,2017-09-20,
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,1803,"""Moorhey Farm, Moss House Lane, Much Hoole""",-2.779364,53.698423,https://www.southribble.gov.uk/content/housing-land-availability,0.3,not owned by a public authority,permissioned,Full Planning Permission,2016-09-20,http://publicaccess.southribble.gov.uk/online-applications/,Yes,,,,07/2016/0341/FUL - approved 20/9/16,2017-09-20,2017-09-20,
http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,1921,"""Whitestake Garage, Long Moss Lane, New Longton""",-2.729889,53.722500,https://www.southribble.gov.uk/content/housing-land-availability,0.31,not owned by a public authority,permissioned,Outline Planning Permission,2016-11-02,http://publicaccess.southribble.gov.uk/online-applications/,Yes,,,,07/2016/0728/OUT - approved 2/11/16,2017-09-20,2017-09-20,
