OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/gedling,"""6/7""",-1.082693,52.961695,1.18,40,40,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,"""6/18""",-1.116093,53.003151,3.64,140,140,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,"""6/20""",-1.180971,53.020485,6.01,,,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,"""6/49""",-1.102291,53.004843,3.52,90,106,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/154,-1.081313,53.041747,0.11,,,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/209,-1.085982,52.967558,0.08,8,8,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/229,-1.087855,52.974219,0.09,10,10,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/260,-1.092239,52.956619,0.74,,,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/477,-1.139634,52.999941,0.93,49,49,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/479,-1.132587,53.014738,1.33,72,72,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/588,-1.083641,53.047504,1.27,50,50,2018-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/662,-1.098784,53.044722,0.66,20,20,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/686,-1.08972,53.039334,0.21,,,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/797,-1.161585,53.013194,0.11,6,6,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/897,-1.087114,52.966876,0.06,,,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/1015,-1.076445,52.973869,0.14,,,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/1034,-1.11654,52.995723,0.55,9,16,2017-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/1055,-1.092555,52.9661,0.18,,,2018-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/1064,-1.08232,53.037371,0.47,,,2018-04-01,,
http://opendatacommunities.org/id/district-council/gedling,6/1073,-1.090677,53.047746,1.32,7,33,2018-04-01,,
