OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/horsham,SA511,3600850.3181,3141857.2624,0.09,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA554,3601612.8335,3141666.2134,0.9,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA198,3599784.5941,3157048.3199,0.03,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA285,3601470.2029,3158331.2941,0.5,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA530,3600371.8554,3158560.0828,0.11,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA605,3600900.9774,3158890.4478,0.12,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA529,3590899.7966,3160634.8937,0.37,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA550,3588793.063,3142011.0282,0.15,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA673,3588554.0808,3141791.1578,0.1,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA137,3597413.6866,3158094.4041,0.9,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA138,3601849.5385,3157709.269,0.17,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA139,3601400.0927,3157601.0897,0.29,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA144,3601158.7296,3157875.3783,4.5,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA146,3601804.6186,3157409.493,0.8,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA032,3590771.5175,3152753.7641,0.26,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA659,3598016.8588,3157799.9414,0.1,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA660,3598046.5025,3157715.096,0.07,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA495,3604848.266,3159824.0982,0.3,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA143,3599480.242,3156829.4977,0.58,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA200,3599656.4762,3156723.3087,0.03,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA436,3600263.6646,3156845.3208,0.23,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA449,3600167.6208,3156803.1525,0.05,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA453,3599363.7673,3156579.8564,0.04,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA490,3599930.9942,3156747.663,0.9,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA577,3600109.7721,3156599.2542,0.14,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA664,3599351.1291,3156966.8293,0.15,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA672,3600025.4661,3156732.9086,1.3,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA199,3600772.5439,3157109.3643,0.2,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA448,3600705.9486,3157167.6134,0.61,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA478,3600615.1887,3155975.5299,0.4,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA525,3600200.0148,3156411.3385,0.12,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA535,3600191.8885,3156276.6471,0.1,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA557,3600360.0083,3156254.193,0.16,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA661,3600444.2963,3156768.1829,0.8,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA360,3597733.6854,3152654.2288,1.55,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA591,3598320.6466,3154347.8997,0.5,2017-31-12,2017-31-12,
http://opendatacommunities.org/id/district-council/horsham,SA518,3589643.0923,3142626.953,2.5,2017-31-12,2017-31-12,
