OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/high-peak,G32,401932,394128,3.84,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,BV002,370136,237890,4.4,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,TI001,401943,396919,3.84,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,BW004,401699,382294,1.4,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,GL043,403428,392936,3.39,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,CI001,404455,382122,7.44,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,BX055,406720,370969,4.65,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,GL070,402098,394655,3.9,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,WB009,401171,381061,0.36,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,BX057,405915,373232,0.47,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,GL056,404339,394974,0.8,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,B3,406151,374168,13.7,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,CS001,399923,392258,1.7,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,BX115,404337,372786,0.79,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,BX051,399945,385621,0.8,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,NM041,399712,384710,2.99,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,GA001,401279,394154,4.42,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,HD012,401986,396239,1.24,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,CH012,405637,380764,0.3,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,NM001,400232,385901,0.27,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,B31,399757,384919,0.62,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,NM034,399773,384916,0.6,2017-11-30,2017-11-30
