OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/metropolitan-district-council/bradford,AD/022,408400.7829,449470.9614,0.24,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,BA/026,415224.4858,440020.2239,0.17,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,BA/029,415404.3644,439799.7295,0.23,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,BA/030,416766.4963,439577.157,0.65,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,BI/001,411005.6668,438856.2093,0.87,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,BI/003,410895.8299,439236.0467,0.71,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,BI/006,409970.6932,440812.2346,0.74,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,BI/021,411911.3086,439391.9313,4.49,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,BI/038,416161.887,433573.9383,0.30,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,BI/040,409903.4335,441135.6994,0.50,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,BU/011,410945.7178,439303.8334,2.89,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,BU/016,416786.9648,446811.1572,0.83,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/001,417039.3812,446103.0844,0.51,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/003,415979.8574,433070.0581,0.51,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/007,415682.8976,433263.2001,1.05,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/014,415987.2945,433178.8665,0.03,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/018,415753.2296,433138.7268,0.30,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/020,416111.4698,433049.2179,1.11,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/022,415783.2666,433370.8245,0.95,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/023,416013.2549,433483.3291,0.52,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/024,416860.1558,432955.122,1.66,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/025,416539.8446,433646.5694,0.27,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/026,415606.0562,433263.2965,0.27,2017-11-01,2017-11-01
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/037,415998.1234,433263.5367,0.62,2017-11-01,2017-11-01
