OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0005,-2.761509,51.486145,0.97,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0006,-2.757758,51.486619,1.62,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0007,-2.987194,51.353495,0.15,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0009,-2.972718,51.350082,0.1,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0010,-2.829765,51.39357,1.41,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0012,-2.662492,51.382559,0.24,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0014,-2.88462,51.329083,0.37,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0015,-2.777544,51.442457,1.94,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0016,-2.946448,51.305194,3.42,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0017,-2.994277,51.354973,0.17,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0018,-2.758552,51.483269,0.63,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0019,-2.662675,51.418103,5.54,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0020,-2.662214,51.416046,1.82,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0021,-2.859343,51.426411,1.09,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0022,-2.960122,51.345151,0.32,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0023,-2.970687,51.345037,6.39,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0024,-2.928265,51.353869,1,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0025,-2.965942,51.341308,5.62,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0026,-2.950306,51.340519,25.28,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0027,-2.964853,51.342756,1.1,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0028,-2.975944,51.345119,0.72,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0029,-2.978869,51.346956,0.12,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0030,-2.972043,51.350106,0.31,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0031,-2.97963,51.345636,0.85,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0032,-2.991453,51.354574,0.15,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0033,-2.983794,51.322807,0.51,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0034,-2.851914,51.449987,0.31,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0035,-2.760148,51.432914,0.15,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0036,-2.762764,51.486298,0.17,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0037,-2.993084,51.354281,0.02,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0038,-2.976344,51.352462,0.14,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0039,-2.842401,51.331822,0.5,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0044,-2.780853,51.387621,0.22,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0047,-2.75901,51.433658,0.06,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0048,-2.756748,51.433439,0.03,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0052,-2.748126,51.409388,0.32,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0053,-2.74242,51.412167,0.21,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0055,-2.99259,51.35398,0.02,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0058,-2.979609,51.346644,0.11,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0062,-2.980322,51.347762,0.06,2017-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0063,-2.794052,51.3921,2.98,2018-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0064,-2.855559,51.435592,0.21,2018-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0065,-2.748322,51.438106,0.37,2018-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0066,-2.974181,51.345295,0.05,2018-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0067,-2.80614,51.369232,0.25,2018-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0069,-2.95535,51.335937,0.08,2018-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0070,-2.815418,51.384526,0.28,2018-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0071,-2.760495,51.483229,0.31,2019-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0072,-2.968387,51.346278,0.11,2019-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0073,-2.824977,51.386257,0.64,2019-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0074,-2.685907,51.480974,0.06,2019-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0075,-2.978783,51.350328,0.02,2019-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0076,-2.777862,51.429857,0.08,2019-12-31,2019-12-31
http://opendatacommunities.org/id/unitary-authority/north-somerset,NSBR0077,-2.972235,51.342875,0.22,2019-12-31,2019-12-31
