OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/burnley,BURN001,-2.317230,53.784062,0.31,2018-01-12,2018-02-28
http://opendatacommunities.org/id/district-council/burnley,BURN002,-2.272475,53.798344,0.23,2018-01-12,2018-02-28
http://opendatacommunities.org/id/district-council/burnley,BURN004,ETRS89,-2.255995,53.768488,,2018-01-12
http://opendatacommunities.org/id/district-council/burnley,BURN005,-2.242949,53.784426,3.2,2018-01-12,2018-02-28
http://opendatacommunities.org/id/district-council/burnley,BURN006,-2.268806,53.785174,1.81,2018-01-12,2018-02-28
http://opendatacommunities.org/id/district-council/burnley,BURN007,-2.306442,53.802634,6.9,2018-01-12,2018-02-28
http://opendatacommunities.org/id/district-council/burnley,BURN008,-2.250105,53.788686,0.98,2018-01-12,2018-02-28
http://opendatacommunities.org/id/district-council/burnley,BURN010,ETRS89,-2.242842,53.810281,Housing Allocation in Burnley's Local Plan (HS1/31),2018-01-12
http://opendatacommunities.org/id/district-council/burnley,BURN012,-2.227403,53.807582,1.27,2018-01-12,2018-02-28
http://opendatacommunities.org/id/district-council/burnley,BURN013,-2.260673,53.787583,1.18,2018-01-12,2018-02-28
http://opendatacommunities.org/id/district-council/burnley,BURN014,-2.264192,53.785726,1.43,2018-01-12,2018-02-28
http://opendatacommunities.org/id/district-council/burnley,BURN015,-2.243882,53.803610,0.95,2018-01-12,2018-02-28
http://opendatacommunities.org/id/district-council/burnley,BURN016,-2.273022,53.790562,0.77,2018-01-12,2018-02-28
http://opendatacommunities.org/id/district-council/burnley,BURN017,-2.245481,53.799301,0.6,2018-01-12,2019-02-22
http://opendatacommunities.org/id/district-council/burnley,BURN018,-2.234595,53.800021,0.06,2019-02-22,2019-02-22
http://opendatacommunities.org/id/district-council/burnley,BURN019,-2.246077,53.788197,0.2,2019-02-22,2019-02-22
http://opendatacommunities.org/id/district-council/burnley,BURN020,-2.308780,53.794833,0.1,2019-02-22,2019-02-22
http://opendatacommunities.org/id/district-council/burnley,BURN021,-2.245972,53.785914,0.06,2019-02-22,2019-02-22
http://opendatacommunities.org/id/district-council/burnley,BURN022,-2.216703,53.785748,0.25,2019-02-22,2019-02-22
http://opendatacommunities.org/id/district-council/burnley,BURN023,ETRS89,-2.199958,53.811882,,2019-02-22
