OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/rother,RDCBLR0001,4035710.83,34115.58,0.08,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0002,4025847.34,51630.82,0.10,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0004,4035584.02,34050,0.11,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0005,4036350.24,30340.29,0.11,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0006,4027295.55,56095.66,0.13,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0007,4021811.19,36692.33,0.14,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0008,4023322.03,33320.79,0.11,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0009,4035538.25,34446.69,0.05,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0010,4035495.97,33631.97,0.06,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0011,4035712.18,33050.28,0.04,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0012,4035428.81,30516.49,0.07,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0013,4035643.83,34010.9,0.07,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0014,4035390.75,30082.69,0.06,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0015,4035387.57,33029.6,0.06,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0016,4034634.26,31763.55,0.42,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0017,4035699.51,32904.69,0.15,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0018,4031743.37,40558.36,0.99,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0019,4022709.87,45874.64,0.28,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0020,4027328,55834.51,0.20,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0023,4027019.72,53307.05,1.59,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0024,4029179.94,40832.92,0.22,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0025,4028116.38,38269.56,0.32,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0026,4025771.44,37071.17,0.51,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0027,4022750.02,33282.75,2.17,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0028,4025901.81,50761.82,0.26,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0029,4025777.77,52091.3,0.72,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0030,4035138.73,32908.25,2.18,2017-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0031,4035737.2,32975.4,0.08,2018-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0032,4035277.8,32528.3,0.24,2018-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0033,4035889.9,33364.2,0.03,2018-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0034,4035141.6,34430.5,0.11,2018-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0035,4035154.7,34382.1,0.07,2018-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0036,4025781.2,51721.1,0.05,2018-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0037,4029962.92,31426.51,1.21,2018-10-01,2018-10-01
http://opendatacommunities.org/id/district-council/rother,RDCBLR0038,4035052.72,28764.11,6.36,2018-10-01,2018-10-01
