OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0083,-1.83657,50.7253,1,180,220,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0085,-1.86296,50.7259,3.48,90,110,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0096,-1.87722,50.7225,0.3,63,77,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0087,-1.8871,50.7217,0.49,58,70,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0092,-1.88566,50.7166,0.32,40,44,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0093,-1.87978,50.7172,1.96,114,150,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0088,-1.87779,50.7177,0.43,40,50,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0084,-1.87223,50.7192,1.24,180,220,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0094,-1.90336,50.7238,0.62,45,55,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0090,-1.82381,50.7513,0.03,5,7,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0091,-1.82307,50.7513,0.03,5,7,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0095,-1.89172,50.7198,0.23,12,16,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0089,-1.86527,50.7297,0.23,9,11,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0086,-1.8716,50.721,1.15,45,55,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0002,-1.86769,50.7233,0.25,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0003,-1.8491,50.7224,0.06,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0004,-1.89787,50.7124,0.16,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0005,-1.86502,50.7328,0.06,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0006,-1.87446,50.7401,0.49,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0007,-1.8096,50.7344,0.36,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0008,-1.80498,50.7222,0.06,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0009,-1.86667,50.7322,0.11,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0010,-1.86736,50.719,0.08,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0011,-1.87474,50.7219,1.33,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0012,-1.84872,50.7345,0.05,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0013,-1.86341,50.7368,0.05,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0014,-1.84979,50.7295,0.11,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0015,-1.82409,50.7297,0.04,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0016,-1.87448,50.7192,0.06,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0017,-1.81379,50.7213,0.05,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0018,-1.87907,50.7168,0.12,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0019,-1.85801,50.7216,0.1,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0020,-1.86436,50.7381,0.04,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0021,-1.86927,50.7221,0.07,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0022,-1.86189,50.7396,0.02,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0023,-1.85918,50.7256,0.05,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0024,-1.87215,50.7185,0.11,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0025,-1.87819,50.7176,0.04,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0026,-1.86934,50.7219,0.03,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0027,-1.86322,50.7219,0.19,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0028,-1.86671,50.7177,0.16,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0029,-1.86139,50.7221,0.23,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0030,-1.85769,50.7302,0.08,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0031,-1.8765,50.7409,0.1,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0032,-1.88207,50.7176,0.25,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0033,-1.85753,50.7191,0.88,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0034,-1.9246,50.7591,0.08,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0035,-1.8769,50.7168,0.19,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0036,-1.83912,50.7259,0.05,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0037,-1.80765,50.735,0.16,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0038,-1.87606,50.721,0.08,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0039,-1.84495,50.7215,0.21,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0040,-1.88765,50.716,0.14,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0041,-1.83952,50.7259,0.11,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0042,-1.86876,50.7583,0.1,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0043,-1.84884,50.7224,0.07,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0044,-1.87184,50.7184,0.07,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0045,-1.87089,50.7397,0.17,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0046,-1.86796,50.7213,0.13,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0047,-1.87735,50.7609,0.32,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0048,-1.88693,50.7162,0.17,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0049,-1.85615,50.7199,0.27,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0050,-1.86484,50.7223,0.01,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0051,-1.86641,50.7222,0.1,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0052,-1.81359,50.7259,0.09,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0053,-1.8683,50.722,0.04,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0054,-1.86688,50.7275,0.13,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0055,-1.82009,50.7251,0.09,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0056,-1.89196,50.7225,0.15,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0057,-1.79835,50.7204,0.13,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0058,-1.81335,50.7254,0.05,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0059,-1.83552,50.7288,0.1,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0060,-1.86964,50.7195,0.46,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0061,-1.84687,50.7295,0.37,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0062,-1.85603,50.7293,0.11,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0063,-1.85956,50.7294,0.08,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0064,-1.87449,50.7208,0.13,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0065,-1.89826,50.7521,0.2,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0066,-1.89261,50.7717,0.13,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0067,-1.86539,50.7236,0.36,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0068,-1.88751,50.7191,0.13,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0069,-1.87718,50.7453,0.06,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0070,-1.86251,50.7369,0.02,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0071,-1.8605,50.7246,0.38,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0072,-1.83463,50.723,0.07,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/bournemouth,B/BLR/0073,-1.89721,50.711,0.07,,,2017-12-21,2017-12-21,
