OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/torridge,BLR/BID/132,-4.211446907,51.02088609,0.2,10,10,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/NOR/158,-4.23218858,51.03174287,0.45,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/BID/72,-4.205965054,51.01264383,0.06,8,8,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/BID/18,-4.201261901,51.00966577,3.64,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/BID/108,-4.207930341,51.0174002,0.16,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/PAR/4,-4.294482541,50.96775942,1.63,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/NOR/72,-4.244254201,51.03880577,0.54,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/BID/29,-4.224623956,51.01139011,1.96,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/SHB/8,-4.219181237,50.85988535,1.27,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/BID/38,-4.201280762,51.01698611,0.89,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/BID/52,-4.206114134,51.01157978,0.44,12,14,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/BID/66,-4.20592633,51.01242871,0.09,6,6,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/ASW/6,-4.312303355,50.74952712,0.89,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/ASW/7,-4.279270368,50.73988822,0.28,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/GTT/36,-4.146112287,50.95204406,0.06,14,14,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/NOR/115,-4.22830109,51.03781591,0.28,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/LAN/11,-4.237105341,50.91280512,0.21,6,8,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/BID/133,-4.211021706,51.02006906,0.59,2,14,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/BID/49,-4.20669874,51.01278286,0.52,12,22,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/torridge,BLR/GTT/56,-4.155444699,50.9486704,3.32,,,2017-12-22,2017-12-22,
