OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/south-somerset,E/ANSF/0010/,-2.511486,51.093419,0.15,5,5,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,E/CACA/1101,-2.511463,51.091342,1.3,29,32,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,E/CACA/B001,-2.519581,51.088222,0.2,8,8,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,E/LIMI/B001,-2.656998,50.999737,0.31,5,5,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,E/NOCA/B001,-2.521272,51.067109,0.5,14,14,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,E/SPAR/0005/,-2.565174,51.034426,2.3,37,48,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,E/WINC/0007/,-2.41359,51.052577,2.73,49,55,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,E/WINC/B001,-2.413138,51.051491,0.03,19,19,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,N/HEUP/B001,-2.81733,51.042347,0.08,8,8,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,N/MART/0005,-2.77351,50.963548,0.25,5,5,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,N/MART/B001,-2.765496,50.969823,0.2,4,4,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,N/SOME/0800,-2.737039,51.055876,0.4,10,10,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,N/SOME/B001,-2.734638,51.053832,0.16,6,6,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,N/SOPE/0013,-2.816902,50.944997,4.2,4,4,2017-11-16,2018-08-31,
http://opendatacommunities.org/id/district-council/south-somerset,S/BRYM/0004/,-2.686249,50.952142,8.9,65,75,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,S/BRYM/0501,-2.673344,50.951656,3.57,10,10,2018-08-31,2018-08-31,
http://opendatacommunities.org/id/district-council/south-somerset,S/ODCO/1101/,-2.706608,50.936203,0.7,7,17,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,S/YEOV/0005,-2.62339,50.944375,0.1,20,20,2018-08-31,2018-08-31,
http://opendatacommunities.org/id/district-council/south-somerset,S/YEOV/0008,-2.628513,50.944258,0.5,100,100,2018-08-31,2018-08-31,
http://opendatacommunities.org/id/district-council/south-somerset,S/YEOV/1300/,-2.928603,50.940345,0.5,20,20,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,S/YEOV/1302/,-2.629254,50.943255,2.1,100,120,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,S/YEOV/B001,-2.624683,50.942075,0.21,85,85,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,S/YEOV/B002,-2.655481,50.928642,0.7,9,9,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,S/YEOV1303/,-2.634503,50.939836,0.6,9,9,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,W/CHAR/0019/,-2.962448,50.871883,1.4,8,20,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,W/CHAR/B001,-2.970902,50.8772,0.14,6,6,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,W/CHAR/B002,-2.961064,50.87158,0.14,22,22,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,W/CHAR/B003,-2.958842,50.874107,0.09,10,10,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,W/CREW/B001,-2.78512,50.879444,1.02,58,58,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,W/CREW/B002,-2.797379,50.885584,0.02,6,6,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,W/CREW/B003,-2.796177,50.880169,0.07,5,5,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,W/ILMI/0016,-2.924526,50.930499,1.74,72,72,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,W/ILMI/0022,-2.930882,50.931653,5.2,80,100,2018-08-31,2018-08-31,
http://opendatacommunities.org/id/district-council/south-somerset,W/ILMI/B001,-2.908621,50.927791,0.11,7,7,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,W/ILMI/B002,-2.931986,50.932103,3.3,50,70,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,W/ILMI/B003,-2.90989,50.927224,0.14,14,14,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,W/MERR/B001,-2.784576,50.907936,1.8,38,38,2017-11-16,2017-11-16,
http://opendatacommunities.org/id/district-council/south-somerset,W/MIST/1200/,-2.777342,50.873291,0.95,16,16,2017-11-16,2017-11-16,
