OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/basingstoke,13/00747/FUL,461186.94,152463.71,0.06,,,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,13/02321/FUL,461524.18,153887.39,0.25,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,14/03214/FUL,462902.83,150390.62,0.07,,,2018-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,14/03880/FUL,446326.84,148860.95,0.14,,,2018-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,15/00975/FUL,457844.53,151294.46,0.5,,,2017-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,15/03029/OUT,461045,158630,1.04,,,2019-05-14,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,15/03170/FUL,462726.15,150766.24,0.67,,,2017-12-31,2019-04-14,
http://opendatacommunities.org/id/district-council/basingstoke,15/04469/RES,463871.95,151155.13,0.23,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,15/04506/FUL,459226.61,162199.9,1.41,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,15/04534/FUL,457834.61,150722.44,0.27,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,16/00971/FUL,463636.18,151783.61,0.14,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,16/01362/GPDOFF,462570.09,150838.74,0.02,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,16/01585/FUL,463743.62,151963.47,0.05,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,16/02465/FUL,451794.26,162354.1,0.11,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,16/02664/FUL,443354.84,149153.91,2.28,,,2018-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,16/02676/FUL,463705.99,151891.57,0.09,,,2017-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,16/03918/OUT,445909.31,159208.92,1,,,2018-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,16/04074/FUL,459874.25,162025.61,0.15,,,2018-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,16/04288/FUL,464000.29,151578.81,0.13,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,16/04684/GPDOFF,467090.55,144747.42,0.14,,,2018-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,16/04685/FUL,463745.54,151888.35,0.02,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,16/04693/FUL,466786.19,155880.13,0.28,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,16/04730/FUL,463852.72,151465.6,0.09,,,2018-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,17/00135/GPDOFF,463638.75,151893.28,0.21,,,2017-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,17/00625/FUL,463974.23,152294.59,0.82,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,17/00965/FUL,442186.98,150610.99,0.88,,,2018-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,17/01207/FUL,461473.04,150960.27,0.11,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,17/01292/FUL,463997.15,152112.79,0.13,,,2018-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,17/02279/FUL,463160.73,152676.63,10.77,,,2017-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,17/02516/GPDOFF,465646.98,155802.08,0.41,,,2018-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,17/02605/GPDOFF,464700.97,152979.47,0.2,,,2017-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,17/03309/OUT,463530.33,151708.93,0.33,,,2018-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,17/03673/FUL,461084.76,151024.53,0.34,,,2018-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,17/04029/FUL,461569.63,151110.72,0.16,,,2017-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,17/04259/FUL,464593.88,153942.78,0.13,,,2017-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,18/00524/RES,459226.61,162199.9,1.41,,,2017-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,18/01184/FUL,461341.36,152357.35,0.19,,,2017-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,18/01270/FUL,463873.76,151889.02,0.03,,,2018-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,18/01504/GPDOFF,463601.87,151932.73,0.41,,,2017-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,18/02735/PIP,463409.69,151889.43,0.17,,,2018-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,18/03671/GPDOFF,466042,155856,0.32,,,2019-05-14,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,18/03684/FUL,463650.05,151679.55,0.12,,,2017-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,19/00373/FUL,465079,159527,0.19,,,2019-05-14,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,19/00717/GPDOFF,466042,152910,3.14,,,2019-05-14,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,BAS004,464490.13,152581.93,25.86,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,BAS012,464116.03,151920.89,0.33,,,2017-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,BAS031,461266.82,152720.43,0.38,,,2017-12-31,2019-05-14,
http://opendatacommunities.org/id/district-council/basingstoke,BDB/63103,451799.63,161998.01,0.28,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,WHIT004,446564.06,148624.34,0.43,,,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/basingstoke,WHIT007,446341.45,147716.57,0.37,,,2017-12-31,2018-12-31,
