OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,BLR01,"""The Bridge Inn, High Street, Newhaven""",4156459.22,-550921.07,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.35,not owned by a public authority,permissioned,full planning permission,2015-08-06,,yes,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,05HY,"""Former Hamsey Brickworks, South Road, South Common, Chailey Parish""",4028419.06,-759.28,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,9.14,not owned by a public authority,permissioned,,,,yes,,,,,2017-12-21,2018-12-12,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,52NH,"""Newhaven fire station, Fort Road, Newhaven""",4040150.13,3628.54,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.12,not owned by a public authority,not permissioned,full planning permission,2015-06-05,,yes,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,46NH,"""Former Parker Pen Site,52 Railway Road, Newhaven""",4039869.23,4029.53,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,2.8,not owned by a public authority,not permissioned,full planning permission,2015-11-30,,yes,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,16NH,"""Old Shipyard, Robinson Road, Newhaven""",4039558.02,3261.04,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.64,not owned by a public authority,not permissioned,outline planning permission,2015-11-30,,,,,,,2017-12-21,2018-12-12,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,02NH,"""Seahaven Caravans, Railway Road, Newhaven""",4039763.52,3903.16,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.22,not owned by a public authority,not permissioned,,,,yes,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,39NH,"""Robinson Road Depot, Robinson Road, Newhaven""",4039670.96,3324.13,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.8,mixed ownership,not permissioned,,,,,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,40NH,"""LDC Offices, Fort Road Newhaven""",4040105.68,3616.09,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.13,owned by a public authority,not permissioned,,,,yes,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,48NH,"""Clubhouse, Railway Quay, Newhaven""",4039796.44,3769.95,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.46,not owned by a public authority,not permissioned,,,,,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,51NH,"""Newhaven Police Station, South Road, Newhaven""",4039906.7,3553,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.15,not owned by a public authority,not permissioned,,,,yes,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,54NH,"""Royal Mail Depot,High Street, Newhaven""",4039855.69,3334.68,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.1,not owned by a public authority,not permissioned,,,,,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,55NH,"""Former Grays Primary School, Western Road, Newhaven""",4040220.54,3472.01,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.84,not owned by a public authority,not permissioned,,2018-04-18,,yes,,,,,2017-12-21,2018-12-12,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,03PP,"""11A Newhaven Square, High Street""",3969710.78,5924.81,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.03,not owned by a public authority,not permissioned,,,,yes,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,31NH,"""Newhaven Marina, Fort Road, Newhaven""",4040581.89,3741.53,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,5.7,not owned by a public authority,permissioned,full planning permission,2012-07-26,,yes,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,BLR03,"""Marco Trailers, Railway Road, Newhaven""",4039925.07,3917.53,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,1.43,not owned by a public authority,permissioned,full planning permission,2017-06-16,http://planningpa.lewes.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0015MSJDLI000,yes,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,19PT,"""The Old Motel Site, 1 South Coast Road, Peacehaven""",4040412.16,1458.35,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.42,not owned by a public authority,pending decision,,,,yes,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,02RG,"""Diplocks Yard, Bishops Lane, Ringmer""",4030922.32,4248.85,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,1,not owned by a public authority,permissioned,full planning permission,2017-06-22,http://planningpa.lewes.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZ43JDXD821,yes,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,15RG,"""Busy Bee Garage, Lewes Road Ringmer""",4031215.23,4221.62,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.12,not owned by a public authority,not permissioned,,,,,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,36RG,"""Shopping precinct, Springett Avenue, Ringmer""",4031288.71,4019.97,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.49,not owned by a public authority,not permissioned,,,http://planningpa.lewes.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NRVQ8ZJDK4600,,,,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/district-council/lewes,Lewes District Council,24SF,"""Station Approach/ Dane Road, Seaford""",4041676.28,7081.87,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.03,not owned by a public authority,not permissioned,,,http://planningpa.lewes.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=KREM3MJD00G00,,,,,,2017-12-21,2017-12-21,
