OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/copeland,CBR001,"Adj Mill Hill Phase 2, Mill Hill, Cleator Moor",-3.532051,54.530612,https://www.copeland.gov.uk/attachments/cbr001-adj-mill-hill-phase-2,0.58,not owned by a public authority,,permissioned,full planning permission,2013-10-09,,10,10,yes,. Reserved Matters Application For Phase 2 (10 Dwellings) Including Associated Infrastructure,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/copeland,CBR002,"Colliers Way, Whitehaven.",-3.59925,54.535458,https://www.copeland.gov.uk/attachments/cbr002-colliers-way-whitehaven,0.47,not owned by a public authority,,permissioned,full planning permission,2010-10-20,,74,74,yes,". Erection Of 74 Dwellings, Comprising 31 Self Build Plots 21 Dwellings For Sale 22 Dwellings For Rent Or Shared Ownership",2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/copeland,CBR003,County Highways Depot Holborn Hill,-3.276897,54.21236,https://www.copeland.gov.uk/attachments/cbr003-former-county-highways-depot,0.35,not owned by a public authority,,permissioned,reserved matters approval,2014-09-10,,10,10,yes,. Outline Application for The Erection Of 8 Detached Dwellings And One Detached Garage,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/copeland,CBR004,Former Ashburners Compound Millom Road,-3.264386,54.211917,https://www.copeland.gov.uk/attachments/cbr004-former-ashburners-compound,0.16,not owned by a public authority,,permissioned,full planning permission,2012-02-09,,9,10,yes,. Demolition Of Existing Commercial Building & Erection Of Nine Dwellings (Resubmission Of 4/08/2146/0),2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/copeland,CBR005,Former Cinema Buildings Bookwell Street,-3.530048,54.480781,https://www.copeland.gov.uk/attachments/cbr005-former-cinema-egremont,0.14,not owned by a public authority,,pending decision,,,,8,8,,. Reserved Matters For Full Development Details (8 Dwellings),2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/copeland,CBR006,Former Lakeland Laundry,-3.58712,54.535941,https://www.copeland.gov.uk/attachments/cbr006-former-lakeland-laundary,1.31,not owned by a public authority,,permissioned,full planning permission,2007-02-07,,28,34,yes,. 48 Dwellings,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/copeland,CBR007,Former Nightclub Meadow Road,-3.581813,54.532218,https://www.copeland.gov.uk/attachments/cbr007-former-nightclub-meadow-road-whitehaven,0.24,not owned by a public authority,,permissioned,outline planning permission,2014-05-01,,10,12,yes,. Outline Application for Four Individual Residential Building Plots,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/copeland,CBR008,Former Outbuildings Seacote Hotel,-3.602662,54.49041,https://www.copeland.gov.uk/attachments/cbr008-former-outbuildings-seacote-hotel,0.46,not owned by a public authority,,permissioned,full planning permission,2013-09-23,,8,8,yes,". Improved Vehicle Access & Proposed Alterations To Car Park, Plus Construction Of 8 New Houses",2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/copeland,CBR009,Former Sekers Factory Main Street,-3.560663,54.539306,https://www.copeland.gov.uk/attachments/cbr009-former-sekers-factory-site,1.28,not owned by a public authority,,permissioned,full planning permission,2017-03-31,,25,35,yes,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/district-council/copeland,CBR010,"Land at East Road, Egremont",-3.528062,54.486307,https://www.copeland.gov.uk/attachments/cbr010-land-east-road-egremont,0.46,not owned by a public authority,,pending decision,,,,25,40,,. ERECTION OF 28 NO. APARTMENTS OVER 3.5 STOREYS AND 13 NO. DWELLINGS OVER 2.5 STOREYS WITH ASSOCIATED LANDSCAPING AND CAR PARKING,2018-01-31,2018-01-31,
