OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF001,-3.498699,50.899945,0.4,2017-12-31,2019-03-04
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF002,-3.470391,50.905965,3.5,2017-12-31,2019-03-04
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF003,-3.486655,50.990841,0.25,2017-12-31,2019-03-04
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF004,-3.486069,50.901574,1.1,2017-12-31,2019-03-04
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF005,-3.647994,50.786521,0.17,2017-12-31,2019-03-04
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF006,-3.3732,50.920494,0.45,2017-12-31,2019-03-04
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF007,-3.483059,50.811828,0.11,2017-12-31,2019-03-04
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF008,-3.490878,50.984777,3.41,2017-12-31,2019-03-04
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF009,-3.4794,50.987555,0.45,2017-12-31,2019-03-04
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF012,-3.226089,50.9184,0.27,2017-12-31,2019-03-04
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF015,-3.488341,50.901495,0.5,2017-12-31,2019-03-04
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF016,-3.65627,50.791102,0.05,2017-12-31,2019-03-04
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF018,-3.391045,50.857162,0.04,2018-12-31,2019-03-04
http://opendatacommunities.org/id/district-council/mid-devon,MDDC/BF019,-3.228173,50.911907,0.06,2018-12-31,2019-03-04
