OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/tendring,15/00578/FUL,"Sandles Inn, 26 Rosemary Road, Clacton On Sea, Essex CO15 1NZ",1.155063,51.7898,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NN3PR3QB0GD00,0.16,not owned by a public authority,,pending decision,,,https://idox.tendringdc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001GB1QBLI000,23,23,,". Demolition of all existing buildings (use classes C1 Hotels, A3 Restaurants, A4 Drinking Establishments and Sui Generis Nightclub). Construction of building fronting Rosemary Road containing three A1 retail/A3 restaurant units at ground floor with 17 holiday flats above; Construction of 34 holiday flats in an up to six storey building to the rear; and construction of basement cycle and car parking access from rear service road (off Beach Road), and egress onto Rosemary Road.",2018-01-15,2018-01-15,
http://opendatacommunities.org/id/district-council/tendring,15/00615/FUL,"20-20B Market Street, Harwich CO12 3DX",1.287475,51.946683,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NN9NLWQB0GS00,0.02,not owned by a public authority,,permissioned,full planning permission,2015-06-16,https://idox.tendringdc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001EL0QBLI000,3,3,yes,". Demolition of existing building (retail ground floor & residential 1st, 2nd, 3rd floors) and replacement with new residential 4 storey building providing  8 proposed apartments.",2018-01-15,2018-01-15,
http://opendatacommunities.org/id/district-council/tendring,17/01038/FUL,"27-31 High Street, Walton On The Naze, Essex CO14 8BN",1.269221,51.848691,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ORY6F4QB0EL00,0.07,not owned by a public authority,,permissioned,full planning permission,2017-08-16,https://idox.tendringdc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MJAEN0QB03B00,8,8,yes,". Demolition of existing commercial building and erection of new building containing  8 No. flats and 1 No. retail unit (Use Classes A1, A2 and A3), with associated parking, cycle and bin- stores",2018-01-15,2018-01-15,
http://opendatacommunities.org/id/district-council/tendring,17/01048/FUL,"274 Harwich Road, Little Clacton, Clacton On Sea, Essex CO16 9PY",1.156553,51.841504,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OS5W9RQB0KO00,0.46,not owned by a public authority,,permissioned,full planning permission,2017-09-27,https://idox.tendringdc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000F5JQBLI000,7,7,yes,. Proposed conversion to 8 no. apartments. Change of use from C2 to C3.,2018-01-15,2018-01-15,
http://opendatacommunities.org/id/district-council/tendring,16/01358/FUL,"7 Sea Pink Way, Jaywick, Essex CO15 2HQ",1.1166,51.77386,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OCS432QB0GS00,0.02,not owned by a public authority,,permissioned,full planning permission,2017-02-02,https://idox.tendringdc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000MBIQBLI000,7,7,yes,. Demolition of existing fire damaged building and erection of new block of flats.,2018-01-15,2018-01-15,
http://opendatacommunities.org/id/district-council/tendring,11/01124/FUL,723 Main Road Harwich Essex,1.24416,51.930359,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LRYT6ZQB07Y00,0.1,not owned by a public authority,,not permissioned,,2012-01-17,https://idox.tendringdc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001F68QBLI000,9,9,,Permission granted - expired 17.01.2015. Demolition completed.. Demolition of existing buildings and construction of 9 one bedroom flats.,2018-01-15,2018-01-15,
http://opendatacommunities.org/id/district-council/tendring,15/01575/FUL,"Land Site of Former Ramsey Primary School, Wix Road, Ramsey, Essex",1.209004,51.927368,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NW7EX1QB0GS00,0.62,not owned by a public authority,,permissioned,full planning permission,2016-06-02,https://idox.tendringdc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MBL014QB03B00,8,8,yes,. Redevelopment of site with eight dwellings.,2018-01-15,2018-01-15,
http://opendatacommunities.org/id/district-council/tendring,17/01479/FUL,"2 High Street, Manningtree, Essex CO11 1AD",1.062428,51.945187,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OVUUROQB0LD00,0.04,not owned by a public authority,,permissioned,full planning permission,2017-11-10,https://idox.tendringdc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001E5JQBLI000,7,7,yes,". Alterations and extensions of existing vacant bank premises, to provide a retail unit and change of use to multi-residential accommodation. (1 Retail Unit, 6 Flats and 1 House).",2018-01-15,2018-01-15,
http://opendatacommunities.org/id/district-council/tendring,14/00693/FUL,"70-84A Connaught Avenue, Frinton",1.245457,51.832986,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N6A5IUQB0G400,0.1,not owned by a public authority,,permissioned,full planning permission,2014-07-15,https://idox.tendringdc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MM0U3RQB03B01,8,8,yes,". Demolition of existing buildings and redevelopment of site to provide retail units (use class A1) at ground floor level, eight two - bedroom residential units (use class C3) at first and second floor level, and associated parking and works.",2018-01-15,2018-01-15,
http://opendatacommunities.org/id/district-council/tendring,15/01791/FUL,"79 Stour Road, Harwich",1.283174,51.940989,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NYF3JHQB01U00,0.05,not owned by a public authority,,permissioned,full planning permission,2016-03-22,https://idox.tendringdc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0012RFQBLI000,8,8,yes,. Erection of 8 x one bed flats,2018-01-15,2018-01-15,
