OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/north-norfolk,BLR01,1.286255,52.932845,1.03,25,29,2017-12-18,2019-12-09,
http://opendatacommunities.org/id/district-council/north-norfolk,BLR02,0.850795,52.836309,0.2,,,2017-12-18,2019-12-09,
http://opendatacommunities.org/id/district-council/north-norfolk,BLR03,1.380457,52.824163,0.82,20,23,2017-12-18,2019-12-09,
http://opendatacommunities.org/id/district-council/north-norfolk,BLR09,0.856495,52.953702,0.28,,,2018-10-08,2019-12-09,
http://opendatacommunities.org/id/district-council/north-norfolk,BLR10,1.212479,52.945172,0.09,,,2018-10-10,2019-12-09,
http://opendatacommunities.org/id/district-council/north-norfolk,BLR12,1.294380,52.932840,0.23,40,40,2019-12-09,2019-12-09,
http://opendatacommunities.org/id/district-council/north-norfolk,BLR13,1.308717,52.917478,1.72,31,31,2019-12-09,2019-12-09,
http://opendatacommunities.org/id/district-council/north-norfolk,BLR14,1.299163,52.930354,0.33,20,20,2019-12-09,2019-12-09,
http://opendatacommunities.org/id/district-council/north-norfolk,BLR15,0.856754,52.832453,0.28,,,2019-12-09,2019-12-09,
http://opendatacommunities.org/id/district-council/north-norfolk,BLR16,1.411064,52.719091,1.68,,,2019-12-09,2019-12-09,
