OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/nottingham,2427,"Middletons, Trowell Road, Nottingham, NG8 2DH",-1.22831,52.955209,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=451909.3389999997&xmax=451970.06099999975&ymin=340036.3350000009&ymax=340106.3839999996",0.28,not owned by a public authority,,permissioned,,2018-11-15,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PGDVUWLY00L00,6,6,yes,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: Yes; Notes: N/A,2019-01-09,2019-01-09,
