OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-15/00818/OUT,-2.831915,53.355263,0.09,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-16/00178/OUT,-2.823705,53.415088,0.1,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-14/00497/FUL,-2.803549,53.430407,0.1,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-15/00683/FUL,-2.795298,53.426621,0.12,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-15/00123/FUL,-2.798349,53.423532,0.12,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-14/00201/REM,-2.874198,53.485155,0.14,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-16/00291/FUL,-2.901443,53.481091,0.16,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-16/00319/FUL,-2.796277,53.415389,0.19,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-12/00756/RPP,-2.87956,53.470536,0.2,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-15/00766/OUT,-2.874718,53.474557,0.22,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-15/00062/PREAPP,-2.865075,53.419644,0.26,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,SHLAA16-K0430,-2.876158,53.478826,0.27,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-17/00031/PREAPP,-2.793178,53.419136,0.28,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-17/00571/FUL,-2.867231,53.436135,0.28,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,SHLAA16-K0426,-2.907399,53.482808,0.29,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,SHLAA16-K0425,-2.881419,53.4763,0.29,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-14/00117/PREAPP,-2.791344,53.416516,0.32,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,SHLAA16-K0076,-2.865165,53.440325,0.33,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,SHLAA16-K0225,-2.874943,53.469971,0.34,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-16/00062/PREAPP,-2.834949,53.423846,0.34,2017-12-18,2017-12-18,
http://opendatacommunities.org/id/metropolitan-district-council/knowsley,PP-14/00480/FUL,-2.853206,53.40936,0.38,2017-12-18,2017-12-18,
