OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.07,not owned by a public authority,,permissioned,,2011-09-22,,,,yes,"Planning consent has been implemented, but work is on hold.",,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.03,not owned by a public authority,,permissioned,,2013-02-14,,,,yes,"Planning consent has been implemented, but work is on hold.",,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.08,not owned by a public authority,,permissioned,,2017-04-21,,,,yes,,,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.15,not owned by a public authority,,pending decision,,2017-11-21,,,,yes,,,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,3.58,not owned by a public authority,,permissioned,,2018-06-28,,,,yes,,,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,1.25,owned by a public authority,,pending decision,,2019-01-07,,,,yes,,,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.8,owned by a public authority,,pending decision,,2019-01-07,,,,yes,,,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.34,owned by a public authority,,permissioned,,2018-10-03,,,,yes,,,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.04,not owned by a public authority,,permissioned,,2015-10-15,,,,yes,,,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.08,owned by a public authority,,permissioned,,2017-10-04,,,,yes,,,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.04,not owned by a public authority,,pending decision,,2018-06-05,,,,yes,,,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.33,not owned by a public authority,,pending decision,,2018-07-31,,,,yes,,,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.06,not owned by a public authority,,permissioned,,2018-10-24,,,,yes,,,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.05,not owned by a public authority,,permissioned,,2018-04-27,,,,yes,,,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.57,not owned by a public authority,,permissioned,,2018-12-17,,,,yes,,,,
,,,,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.06,not owned by a public authority,,permissioned,,2018-10-22,,,,yes,Under construction.,,,
