OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,BR3,"Grange Park Primary School, Calcott, Stirchley, Telford, Shropshire, TF3 1YQ",-2.43151,52.657732,http://www.telford.gov.uk/downloads/file/6576/br3_-_grange_park_primary_school,0.58,owned by a public authority,,permissioned,outline planning permission,2013-10-04,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2013/0808,37,37,yes,"Prior approval permission granted for demolition of the primary school under planning application TWC/2017/0506. Outline application for the demolition of the existing school buildings and erection of up to 37 dwellings together with associated open space, landscaping and infrastructure (all matters reserved). https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2013/0808",2016-12-01,2016-12-01,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,BR4,"Sutherland Co Operative Academy, Gibbons Road, Trench, Telford, Shropshire, TF2 7JR",-2.447226,52.712735,http://www.telford.gov.uk/downloads/file/6577/br4_-_sutherland_cooperative_academy,5.29,owned by a public authority,,permissioned,outline planning permission,2016-05-31,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2013/0861,123,123,yes,"Reserved matters application TWC/2018/0865 submitted on 18/10/2018. Demolition determination permitted development granted under TWC/2015/0208.. Outline planning permission for the erection of up to 123no. dwellings together with open space, sports pitches, landscaping and associated infrastructure, and the demolition of the existing school buildings with all matters reserved. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2013/0861",2016-12-01,2018-11-26,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,BR5,"Land at Park Road, Dawley Bank, Telford, Shropshire",-2.466977,52.674336,http://www.telford.gov.uk/downloads/file/6578/br5_-_land_at_park_road_dawley_bank,0.54,owned by a public authority,,permissioned,outline planning permission,2010-11-23,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2010/0502,20,20,yes,. Outline application for 100% affordable residential development with all matters reserved for subsequent approval.. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2010/0502,2016-12-01,2016-12-01,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,BR6,"Land back of Constitutional Hill, College, Masonic Building Constitution Hill, Wellington, Telford, Shropshire, TF1 3AY",-2.513879,52.702442,http://www.telford.gov.uk/downloads/file/6579/br6_-_land_back_of_constitutional_hil,0.253,not owned by a public authority,,permissioned,reserved matters approval,2018-05-25,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2018/0286,4,4,yes,". Reserved matters application for the erection of 4no. dwellings with access including details for layout, scale, appearance, landscaping and conditions 4,6 and 7 pursuant to outline application TWC/2014/1053
Reserved matters application for the erection of 4no. dwellings with access including details for layout, scale, appearance, landscaping and conditions 4,6 and 7 pursuant to outline application TWC/2014/1053. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2018/0286",2016-12-01,2018-11-26,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,BR10,"Old Park 1, Old Park Way",-2.463348,52.679411,http://www.telford.gov.uk/downloads/file/6580/br10_-_old_park_1_old_park_way,6,owned by a public authority,,not permissioned,,,,200,200,,Full permission granted for importation of clean soil to test ground stability TWC/2016/1119. LDO being progressed on site and 6.0ha is the proposed residential area.,2016-12-01,2016-12-01,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,BR11,"Land off Garfield Road, Mossey Green",-2.468045,52.688482,http://www.telford.gov.uk/downloads/file/6581/br11_-_land_off_garfield_road_mossey_green,1.052,not owned by a public authority,,permissioned,outline planning permission,2015-12-04,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2015/0369,30,30,yes,. Site is part of planning application TWC/2015/0369 for 45 dwellings. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2015/0369,2016-12-01,2016-12-01,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,BR13,Land East of Fence Road,-2.478874,52.668193,http://www.telford.gov.uk/downloads/file/6582/br13_-_land_east_of_fence_road,0.43,owned by a public authority,,not permissioned,,,,13,13,,,2016-12-01,2016-12-01,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,BR14,"Granville Site, Donnington",-2.427055,52.710194,http://www.telford.gov.uk/downloads/file/6583/br14_-_granville_donnington,15.24,owned by a public authority,,not permissioned,,,,350,350,,Part of the site is a Local development Order proposed by the Council.. Part of the site is a Local development Order proposed by the Council.,2016-12-01,2018-11-26,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,BR15,"Land fronting south side of Water Lane, Newport Shropshire TF10 7LD",-2.378554,52.770454,http://www.telford.gov.uk/downloads/file/6584/br15_-_land_fronting_south_side_of_water_lane,1.38,not owned by a public authority,,pending decision,full planning permission,,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2016/0589,67,67,,Part of site has planning application for Erection of 9no. dwellings and 3no. Flats.. Part of site has planning application for Erection of 9no. dwellings and 3no. Flats.. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2016/0589,2016-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,BR16,"Old Park 2, Colliersway",-2.460624,52.682011,http://www.telford.gov.uk/downloads/file/6585/br16_-_old_park_2_colliersway,6.571,owned by a public authority,,not permissioned,,,,78,78,,Site allocated in the emerging Local Plan,2016-12-01,2016-12-01,
