OrganisationURI,SiteReference,GeoX,GeoY,Hectares,NetDwellingsRangeFrom,NetDwellingsRangeTo,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/adur,ADCBR8,522046,105165,0.6,75.0,120.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/adur,ADCBR9,523749,104996,0.3,33.0,33.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/adur,ADCBR10,518177,103839,0.09,13.0,13.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/adur,ADCBR11,521604,105241,0.57,27.0,27.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/adur,ADCBR12,524811,105522,0.7,36.0,36.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/adur,ADCBR13,523319,104938,0.47,45.0,90.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/adur,ADCBR15,523125,105002,1.5,140.0,140.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/adur,ADCBR17,524411,105026,0.05,6.0,6.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/adur,ADCBR19,518409,104074,0.05,7.0,7.0,2018-10-30,2019-10-30,
http://opendatacommunities.org/id/district-council/adur,ADCBR20,518262,104771,0.112,24.0,24.0,2018-10-30,2019-10-30,
http://opendatacommunities.org/id/district-council/adur,ADCBR21,521897,105187,0.28,34.0,34.0,2019-10-30,,
http://opendatacommunities.org/id/district-council/adur,ADCBR22,517353,105739,0.02,10.0,10.0,2019-10-30,,
http://opendatacommunities.org/id/district-council/adur,ADCBR23,519057,103893,0.105,6.0,6.0,2019-10-30,,
http://opendatacommunities.org/id/district-council/adur,ADCBR24,518544,105302,2.04,35.0,35.0,2019-10-30,,
http://opendatacommunities.org/id/district-council/adur,ADCBR25,522648,105066,0.66,100.0,100.0,2019-10-30,,
http://opendatacommunities.org/id/district-council/adur,ADCBR26,522467,105011,0.35,80.0,80.0,2018-10-30,,
http://opendatacommunities.org/id/district-council/worthing,WBCBR2,511182,104556,0.97,,,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR9,512029,103389,0.109,,,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR12,513408,102113,0.26,,,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR13,514653,103296,1.46,300.0,378.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR15,515006,102838,0.6,128.0,128.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR16,514677,102935,0.48,64.0,64.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR17,515068,102537,0.68,60.0,60.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR18,515235,102955,1.17,85.0,85.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR19,515551,102969,0.201,24.0,24.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR20,514700,102370,0.58,113.0,113.0,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR21,515099,102571,0.38,,,2017-10-16,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR27,513820,105235,0.118,,,2018-10-30,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR29,514431,104560,0.023,,,2018-10-30,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR30,514891,102817,0.028,,,2018-10-30,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR31,514632,102599,0.037,,,2018-10-30,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR33,512183,105154,0.214,,,2018-10-30,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR34,512244,105188,0.063,,,2018-10-30,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR35,510479,104607,2.7,,,2018-10-30,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR38,512651,104337,3.88,,,2018-10-30,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR39,512570,103088,6.8,,,2018-10-30,2019-10-30,
http://opendatacommunities.org/id/district-council/worthing,WBCBR41,514596,102404,0.08,26.0,26.0,2019-10-30,,
http://opendatacommunities.org/id/district-council/worthing,WBCBR42,515585,104346,0.8,78.0,78.0,2019-10-30,,
http://opendatacommunities.org/id/district-council/worthing,WBCBR43,514906,102522,0.33,45.0,45.0,2019-10-30,,
http://opendatacommunities.org/id/district-council/worthing,WBCBR44,514962,102535,0.038,8.0,8.0,2019-10-30,,
http://opendatacommunities.org/id/district-council/worthing,WBCBR45,513517,102314,0.21,19.0,19.0,2019-10-30,,
