OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/great-yarmouth,Great Yarmouth,BFR1,,"""137-139 King Street, Great Yarmouth""",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2568&p=0,OSGB36,652602,307266,0.04,not owned by a public authority,yes,permissioned,full planning permission,2004-10-12,,,6,"""Conversion to 6 flats""",,,,,,,"""06/04/0783/F""",2017-12-20,2018-12-20
http://opendatacommunities.org/id/district-council/great-yarmouth,Great Yarmouth,BFR2,,"""Land adjacent Runham Road / North River Road, Great Yarmouth""",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2569&p=0,OSGB36,651985,308461,1.19,not owned by a public authority,yes,permissioned,full planning permission,2009-04-30,,,24,"""Erection of up to 24 units""",,,,,,,"""06/05/0866/F""",2017-12-20,2018-12-20
http://opendatacommunities.org/id/district-council/great-yarmouth,Great Yarmouth,BFR3,,"""Gainsborough Court, Great Yarmouth""",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2570&p=0,OSGB36,652940,306686,0.04,not owned by a public authority,yes,permissioned,full planning permission,2010-04-27,,,12,"""Redevelopment (demolition) of former holiday accommodation for up to 12 units""",,,,,,,"""06/12/0647/F & 06/14/0551/F""",2017-12-20,2018-12-20
http://opendatacommunities.org/id/district-council/great-yarmouth,Great Yarmouth,BFR4,,"""Rear of 5 Marine Parade, Great Yarmouth""",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2571&p=0,OSGB36,653041,306944,0.02,not owned by a public authority,yes,permissioned,full planning permission,2010-10-05,,,6,"""Redevelopment (demolition) of lean to extension and replacement with 6 flats""",,,,,,,"""06/10/0448/F""",2017-12-20,2018-12-20
http://opendatacommunities.org/id/district-council/great-yarmouth,Great Yarmouth,BFR5,,"""Former Ivy House & The Hollies, Burnt Lane / Addison Road , Great Yarmouth""",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2572&p=0,OSGB36,652430,305198,0.26,not owned by a public authority,yes,permissioned,full planning permission,2017-11-28,,,18,"""Redevelopment (demolition) of 2 existing buildings and replacement with 18 flats""",,,,,,,"""06/16/0189/F""",2017-12-20,2018-12-20
http://opendatacommunities.org/id/district-council/great-yarmouth,Great Yarmouth,BFR6,,"""Former Claydon High School, Beccles Road, Gorleston, Great Yarmouth""",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2573&p=0,OSGB36,651704,304989,5.08,not owned by a public authority,yes,permissioned,full planning permission,2018-01-30,,,113,"""Redevelopment of site to provide up to 113 residential units""",,,,,,,"""06/15/0737/F""",2017-12-20,2018-12-20
http://opendatacommunities.org/id/district-council/great-yarmouth,Great Yarmouth,BFR7,,"""31/31A Hall Plain, Great Yarmouth""",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2574&p=0,OSGB36,652361,307443,0.02,not owned by a public authority,yes,permissioned,full planning permission,2013-08-21,,,6,"""Formation of 6 residential flats""",,,,,,,"""06/13/0391/F""",2017-12-20,2018-12-20
http://opendatacommunities.org/id/district-council/great-yarmouth,Great Yarmouth,BFR8,,"""137 Mill Road, Great Yarmouth""",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2575&p=0,OSGB36,652018,307427,0.04,not owned by a public authority,yes,permissioned,full planning permission,2014-12-01,,,10,"""Demolition of existing building and replacement with 10 self-contained apartments""",,,,,,,"""06/14/0592/F""",2017-12-20,2018-12-20
http://opendatacommunities.org/id/district-council/great-yarmouth,Great Yarmouth,BFR10,,"""5-6 Nelson Road South, Great Yarmouth""",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2577&p=0,OSGB36,652917,306801,0.02,not owned by a public authority,yes,permissioned,full planning permission,2015-12-21,,,5,"""Change of use from hostel to 6 residential flats""",,,,,,,"""06/15/0647/F""",2017-12-20,2018-12-20
http://opendatacommunities.org/id/district-council/great-yarmouth,Great Yarmouth,BFR11,,"""5 Deneside, Great Yarmouth""",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2578&p=0,OSGB36,652591,307423,0.02,not owned by a public authority,yes,permissioned,full planning permission,2013-05-30,,,5,"""Redevelopment of former builders yard to four apartments and one house""",,,,,,,"""06/13/0083/F""",2017-12-20,2018-12-20
