OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/high-peak,HPBC,G32,,Adderley Place,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,401932,394128,1.3,unknown ownership,,not permissioned,,,,,48,,,,48,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,BV002,,Birch Vale Industrial Estate,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,370136,237890,4.4,unknown ownership,,not permissioned,,,,,100,,,,100,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,TI001,,Bridge Mills,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,401943,396919,3.84,unknown ownership,yes,permissioned,full planning permission,,,,165,,,,165,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,BW004,,"Britannia Mills, Buxworth",https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,401699,382294,1.4,unknown ownership,,not permissioned,,,,,50,,,,50,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,GL043,,"Charlestown Works, Glossop",https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,403428,392936,3.39,unknown ownership,yes,permissioned,other,,,,100,,,,100,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,CI001,,FORGE WORKS,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,404455,382122,7.44,unknown ownership,yes,permissioned,full planning permission,,,,182,,,,182,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,BX055,,Former Campus,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,406720,370969,4.65,not owned by a public authority,,not permissioned,,,,,155,,,,155,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,GL070,,Former railway muesum,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,402098,394655,3.9,not owned by a public authority,,not permissioned,,,,,89,,,,89,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,BX057,,HARDWICK SQUARE SOUTH,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,405915,373232,0.47,unknown ownership,,permissioned,,,,,30,,,,30,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,GL056,,"Hawkeshead Mill, Hope Street",https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,404339,394974,0.8,unknown ownership,,not permissioned,,,,,18,,,,18,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,B3,,Hogshaw,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,406151,374168,11.7,unknown ownership,,not permissioned,,,,,68,,,,68,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,CS001,,Holehouse Mill MARPLE ROAD,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,399923,392258,1.7,unknown ownership,yes,permissioned,outline planning permission,,,,22,,,,22,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,BX115,,LEEK ROAD,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,404337,372786,0.79,unknown ownership,yes,permissioned,full planning permission,,,,8,,,,8,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,BX051,,Market Street Depot,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,399945,385621,0.8,owned by a public authority,,not permissioned,,,,,24,,,,24,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,NM041,,"Newtown Industrial Area, New Mills",https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,399712,384710,2.99,unknown ownership,,not permissioned,,,,,15,,,,15,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,GA001,,OLD RAIL SIDINGS GLOSSOP ROAD GLOSSOP GAMESLEY (sanas romeo),https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,401279,394154,4.42,unknown ownership,yes,permissioned,full planning permission,,,,93,,,,93,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,HD012,,"Paradise Street, Hadfield",https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,401986,396239,0.35,owned by a public authority,,permissioned,,,,,28,,,,28,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,CH012,,Roebuck Place,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,405637,380764,0.3,not owned by a public authority,yes,permissioned,full planning permission,,,,14,,,,14,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,NM001,,"Salem Mill, New Mills",https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,400232,385901,0.27,unknown ownership,yes,permissioned,full planning permission,,,,15,,,,15,,,,,30/11/2017,30/11/2017
http://opendatacommunities.org/id/district-council/high-peak,HPBC,B31,,Station Road,https://www.highpeak.gov.uk/media/3857/HPBC-Brownfield-Land-Register-2018-Maps/pdf/HPBC_Brownfield_Register_2018_Maps.pdf,WGS84,399757,384919,0.62,unknown ownership,,not permissioned,,,,,30,,,,30,,,,,30/11/2017,30/11/2017
