OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SitePlanURL,CoordinateReferenceSystem,GeoX,GeoY,Easting,Northing,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_025,,"""Former Pond Meadow School, Pond Meadow, Guildford""",https://www.guildford.gov.uk/media/26701/Former-Pond-Meadow-School-Pond-Meadow-Guildford/pdf/BFLR2017_025,ETRS89,4000473.21,-42476.30,497230,150638,0.6,owned by a public authority,yes,not permissioned,,,,,10,,,,10,10,,,"""Local Plan allocation ref. A20""",2017-09-27,2019-11-01
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_026,,"""Land between Farnham Road and the Mount, Guildford""",https://www.guildford.gov.uk/media/26702/Land-between-Farnham-Road-and-the-Mount-Guildford/pdf/BFLR2017_026,ETRS89,4001504.26,-40490.71,499250,149381,0.64,not owned by a public authority,,not permissioned,,,,,70,,,,70,70,,,"""Local Plan allocation ref. A3""",2017-09-27,2019-11-01
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_027,,"""Land at Coltsfoot Drive, 1 Bryony Road and garages, Guildford""",https://www.guildford.gov.uk/media/26703/Land-at-Coltsfoot-Drive-1-Bryony-Road-and-garages-Guildford/pdf/BFLR2017_027,ETRS89,3999598.52,-38036.36,501636,151902,0.64,not owned by a public authority,,not permissioned,,,,,18,,,,18,18,,,,2017-09-27,2017-09-27
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_028,,"""Land between Gill Avenue and Rosalind Frankin Close, Guildford""",https://www.guildford.gov.uk/media/26704/Land-between-Gill-Avenue-and-Rosalind-Frankin-Close-Guildford/pdf/BFLR2017_028,ETRS89,4001112.82,-42578.68,497150,149815,2.36,not owned by a public authority,,not permissioned,,,,,450,,,,61,61,,,"""Local Plan allocation ref. A16""",2017-09-27,2019-11-01
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_029,,"""Former Tyrrell site, Long Reach, Ockham""",https://www.guildford.gov.uk/media/26705/Former-Tyrrell-site-Long-Reach-Ockham/pdf/BFLR2017_029,ETRS89,3997223.09,-32181.18,507404,155130,1.98,not owned by a public authority,yes,not permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_180231,,12,,,,12,12,,,"""Application 17/P/02488 refused on 14 March 2018 - Demolition of existing buildings and erection of 25 x dwellings. Site is PDL in the Green Belt.""",2017-09-27,2018-12-03
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_030,,"""The Shed Factory, Portsmouth Road, Ripley""",https://www.guildford.gov.uk/media/26706/The-Shed-Factory-Portsmouth-Road-Ripley/pdf/BFLR2017_030,ETRS89,3996452.33,-34988.38,504572,156029,0.4,not owned by a public authority,,not permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_187060,,12,,,,12,12,,,"""Application 19/P/01126 received on 24 June 2019 - Erection of 7 residential units, retention of commercial sales area in separate building for established garden shed business and associated development together with demolition of existing building and retention of some display sheds/outbuildings.""",2017-09-27,2019-11-22
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_031,,"""Carter and Son Scrap Metal And Breakers Yard, Aldershot Road, Worplesdon, Guildford, GU3 3HF""",https://www.guildford.gov.uk/media/26707/Former-scrap-yard-Aldershot-Road-Worplesdon/pdf/BFLR2017_031,ETRS89,3998806.67,-44199.55,495450,152717,1.7,not owned by a public authority,yes,permissioned,full planning permission,2017-10-17,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_165613,,45,,,,,,,,"""Application ref. 15/P/01987 """,2017-09-27,2019-11-01
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_032,,"""Land and buildings at Guildford Railway Station, Guildford """,https://www.guildford.gov.uk/media/26708/Land-and-buildings-at-Guildford-Railway-Station-Guildford-/pdf/BFLR2017_032,ETRS89,4001320.14,-40552.34,499182,149615,2.2,not owned by a public authority,,permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_157038,,438,"""Mixed use redevelopment comprising 438 dwellings (Class C3); retail/financial and professional services/food and drink and leisure floorspace (Class A1/A2/A3/Sui Generis and D2 uses); station and general office floorspace (Sui Generis and Class B1 uses); station improvements including new station building with booking hall and concourse (Sui Generis); replacement station and office car parking, new residential car parking, cycle parking, a Station Plaza including new public realm with hard and soft landscaping, new access and servicing arrangements, plant and associated works.""","""500 sq.m comparison retail (A1), 700 sq.m convenience retail (A1), 1,500 sq.m food and drink (A3) and 1 gym (D2)""",,,,,,"""Local Plan allocation ref. A7. Application 14/P/02168 refused 30/6/16; appeal APP/Y3615/W/16/3161412 allowed (corrected decision issued on 27/2/18).""",2017-09-27,2019-11-01
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_033,,"""Bright Hill Car Park, Sydenham Road, Guildford""",https://www.guildford.gov.uk/media/26709/Bright-Hill-Car-Park-Sydenham-Road-Guildford/pdf/BFLR2017_033,ETRS89,4001445.35,-39699.05,500039,149482,0.47,owned by a public authority,,not permissioned,,,,,50,,,,50,50,,,"""Local Plan allocation ref. A12""",2017-09-27,2019-11-01
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_034,,"""North Street redevelopment, Guildford""",https://www.guildford.gov.uk/media/26710/North-Street-redevelopment-Guildford/pdf/BFLR2017_034,ETRS89,4001313.10,-40180.81,499553,149636,3.47,mixed ownership,,not permissioned,,,,,400,,,,400,400,,,"""Local Plan allocation ref. A6. Mixed ownership as GBC owns freehold, however M&G have a long leasehold over much of the site and there are multiple shorter leases on other parts.""",2017-09-27,2019-11-01
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_035,,"""Treetops Boarding Kennels and Loxhill Nursery, Old Portsmouth Road,  Peasmarsh, Guildford, GU3 1LN""",https://www.guildford.gov.uk/media/26711/Treetops-Kennels-and-Loxhill-Nursery-Old-Portsmouth-Road-Guildford/pdf/BFLR2017_035,ETRS89,4002705.20,-40416.55,499366,147844,2,not owned by a public authority,yes,permissioned,full planning permission,2018-02-20,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_177231,,39,"""Full application for the development of 39 residential dwellings with associated vehicular access, public open space, ancillary works and associated infrastructure plus demolition of existing buildings.""",,,,,,,"""Application 17/P/00801 proposes 39 dwellings plus demolition of existing buildings (boarding kennels, cattery and operator's dwelling).  Appeal APP/Y3615/W/17/3180620 allowed subject to conditions 18 June 2018.""",2017-12-05,2018-10-19
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_036,,"""Kernal Court, Walnut Tree Close, Guildford""",https://www.guildford.gov.uk/media/26712/Kernal-Court-Walnut-Tree-Close-Guildford/pdf/BFLR2017_036,ETRS89,4000850.33,-40649.02,499069,150214,0.55,not owned by a public authority,yes,not permissioned,,,,,100,,,,100,100,,,"""Local Plan allocation ref. A13""",2017-09-27,2019-11-01
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_037,,"""Old Reservoir, Oxford Terrace off Sydenham Road, Guildford""",https://www.guildford.gov.uk/media/26713/Old-Reservoir-Oxford-Terrace-off-Sydenham-Road-Guildford/pdf/BFLR2017_037,ETRS89,4001529.80,-39847.11,499894,149369,0.1,not owned by a public authority,,not permissioned,,,,,5,,,,5,5,,,,2017-09-27,2017-09-27
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_038,,"""The Forge, 129 Ash Street, Ash""",https://www.guildford.gov.uk/media/26714/The-Forge-129-Ash-Street-Ash/pdf/BFLR2017_038,ETRS89,4000335.76,-50379.72,489328,150553,0.13,not owned by a public authority,,not permissioned,,,,,5,,,,5,5,,,,2017-09-27,2017-09-27
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_039,,"""1 Ward Street, Guildford""",https://www.guildford.gov.uk/media/26715/1-Ward-Street-Guildford/pdf/BFLR2017_039,ETRS89,4001299.99,-39957.18,499776,149660,0.02,not owned by a public authority,,permissioned,full planning permission,2018-04-06,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,,8,"""Change of use to the first and second floors from Use Class D2 to Use Class C3 and addition of one extra floor to
provide 8no. residential flats.""",,,,,,,"""Application ref. 17/P/02566""",2017-09-27,2019-11-01
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_040,,"""Kingdom Hall, 236 High Street, Guildford""",https://www.guildford.gov.uk/media/26716/Kingdom-Hall-236-High-Street-Guildford/pdf/BFLR2017_040,ETRS89,4001359.72,-39660.03,500075,149593,0.03,not owned by a public authority,,not permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_100016,,6,,,,6,6,,,"""Application 08/P/00884 refused on 6 August 2008 - Erection of six storey building comprising 10 flats with 6 cycle spaces and replacement meeting hall following demolition of existing building.""",2017-09-27,2018-12-03
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_042,,"""Stadium Works, Oxenden Road, Tongham""",https://www.guildford.gov.uk/media/26718/Stadium-Works-Oxenden-Road-Tongham/pdf/BFLR2017_042,ETRS89,4000914.16,-51325.67,488403,149780,0.1,not owned by a public authority,yes,permissioned,full planning permission,2017-09-20,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_177211,,6,"""Erection of a two storey detached building comprising of four x two bedroom flats and two x one bedroom flats with associated parking and landscaping following demolition of existing building.""",,,,,,,"""Application ref. 17/P/00794""",2017-09-27,2019-11-01
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_043,,"""White Lion Walk, High Street, Guildford""",https://www.guildford.gov.uk/media/26719/White-Lion-Walk-High-Street-Guildford/pdf/BFLR2017_043,ETRS89,4001444.89,-40183.41,499555,149467,0.39,not owned by a public authority,,not permissioned,,,,,50,,,,50,50,,,,2017-10-20,2017-10-20
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_044,,"""111 Epsom Road, Guildford""",https://www.guildford.gov.uk/media/26720/111-Epsom-Road-Guildford/pdf/BFLR2017_044,ETRS89,4000996.98,-38316.35,501405,150101,0.14,not owned by a public authority,yes,not permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_178201,,6,,,,6,6,,,"""Application 17/P/01363 refused on 16 August 2017. Demolition of existing buildings and erection of a two and a half storey building containing 6no 2 bed flats and associated external works.""",2017-10-20,2019-11-01
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_045,,"""Land off Easington Place, Guildford""",https://www.guildford.gov.uk/media/26721/Land-off-Easington-Place-Guildford/pdf/BFLR2017_045,ETRS89,4001139.56,-38886.76,500840,149900,0.51,not owned by a public authority,yes,not permissioned,,,,,10,,,,10,10,,,,2017-10-20,2017-10-20
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_047,,"""13, Lower Edgeborough Road, Guildford, GU1 2DX""",https://www.guildford.gov.uk/media/26723/13-Lower-Edgeborough-Road-Guildford-GU1-2DX/pdf/BFLR2017_047,ETRS89,4001132.05,-38968.56,500758,149907,0.13,not owned by a public authority,yes,not permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_173761,,10,,,,10,10,,,"""Application 16/P/02070 dismissed at appeal (ref. APP/Y3615/W/17/3169598) - Erection of 14 flats (Decision issued 7 July 2017).""",2017-10-20,2017-10-20
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_048,,"""Garage, 92 Send Road, Send, GU23 7EZ""",https://www.guildford.gov.uk/media/26724/Garage-92-Send-Road-Send-GU23-7EZ/pdf/BFLR2017_048,ETRS89,3996690.76,-36963.14,502607,155661,0.16,not owned by a public authority,yes,not permissioned,,,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_176826,,20,,,,20,20,,,"""Application 17/P/00566 refused on 27 June  2017 - Demolition of existing buildings and erection of 8 x dwellings. Site is PDL in the Green Belt""",2017-10-20,2017-10-20
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_049,,"""HM Prison Send, Ripley Road, Send, GU23 7LJ""",https://www.guildford.gov.uk/media/26725/HM-Prison-Send-Ripley-Road-Send-GU23-7LJ/pdf/BFLR2017_049,ETRS89,3998141.16,-34286.74,505332,153888,8.24,not owned by a public authority,,not permissioned,,,,,150,,,,150,150,,,"""Site is PDL in the Green Belt""",2017-10-20,2017-10-20
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_050,,"""Land at Oak Hill, Wood Street Village""",https://www.guildford.gov.uk/media/26726/Land-at-Oak-Hill-Wood-Street-Village/pdf/BFLR2017_050,ETRS89,3999980.23,-43846.18,495844,151225,2,not owned by a public authority,,not permissioned,,,,,5,,,,5,10,,,"""Part of site is PDL in the Green Belt; remainder is PDL within the current village inset boundary. Development potential may be constrained by employment uses on the site, the loss of which would require marketing under Local Plan Policy E3.""",2017-10-20,2020-05-20
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_051,,"""Dryden Court, Lower Edgeborough Road, Guildford""",https://www.guildford.gov.uk/media/26727/Dryden-Court-Lower-Edgeborough-Road-Guildford/pdf/BFLR2017_051,ETRS89,4001111.65,-39159.99,500566,149927,0.12,not owned by a public authority,yes,permissioned,full planning permission,23/12/2018,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_180903,,6,"""Demolition of existing apartment building (4no. 2 bed units) and its replacement with a new three storey apartment building (6no. 2 bed units) with associated parking, cycle and bin stores.""",,,,,,,"""Application 18/P/00201 approved on 23 December 2018. Demolition of existing apartment building (4no. 2 bed units) and its replacement with a new three storey apartment building (6no. 2 bed units) with associated parking, cycle and bin stores.""",2017-10-20,2019-11-01
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_052,,"""Guildford Adult Education Centre, Sydenham Road, Guildford""",https://www.guildford.gov.uk/media/26728/Guildford-Adult-Education-Centre-Sydenham-Road-Guildford/pdf/BFLR2017_052,ETRS89,4001412.86,-39656.88,500080,149525,0.41,owned by a public authority,,not permissioned,,,,,15,,,,15,15,,,"""Site is owned by Surrey County Council which has indicated it is likely to become available within the period covered by the Submission Local Plan.""",2017-10-20,2018-12-03
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_053,,"""Pewley Hill Centre, Guildford""",https://www.guildford.gov.uk/media/26729/Pewley-Hill-Centre-Guildford/pdf/BFLR2017_053,ETRS89,4001567.39,-39841.42,499901,149321,0.22,owned by a public authority,,not permissioned,,,,,6,,,,6,6,,,"""Site is owned by Surrey County Council which has indicated it is likely to become available within the period covered by the Submission Local Plan.""",2017-10-20,2018-12-03
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_055,,"""Howard of Effingham School & Lodge Farm, Lower Rd & Browns Field, Browns Lane, Effingham, Leatherhead, KT24""",https://www.guildford.gov.uk/media/29005/BLR-055/pdf/BLR_055.pdf,ETRS89,3998121.67,-27757.48,511856,154116,3.7,not owned by a public authority,,permissioned,other,2018-03-21,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_156829,,99,"""Hybrid planning application for outline permission (only access to be considered) for the erection of a
replacement secondary school for Howard of Effingham and up to 258 residential dwellings with means of access at Howard of Effingham School and Lodge Farm, Lower Road following demolition of all existing buildings; and full permission for the erection of 37 dwellings, with access, parking and landscaping works on land at Brown's Field, Brown's Lane, Effingham.""",,,,,,,"""Application ref. 14/P/02109""",2018-10-19,2018-10-19
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_057,,"""Land at, 120-124 Ash Street, Ash, Guildford, GU12 6LL""",https://www.guildford.gov.uk/media/29007/BLR-057/pdf/BLR_057.pdf,ETRS89,4000391.52,-50276.58,489433,150485,0.2,not owned by a public authority,,permissioned,outline planning permission,2017-02-10,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,,9,"""Outline application for the erection of nine residential dwellings following demolition of existing dwellings and
outbuildings (all matters reserved).""",,,,,,,"""Application ref. 16/P/00454""",2018-10-19,2018-10-19
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_058,,"""Land to the East of South Cottage, White Horse Lane, Ripley, GU23 6BB""",https://www.guildford.gov.uk/media/29008/BLR-058/pdf/BLR_058.pdf,ETRS89,3995822.91,-34163.81,505374,156861,0.95,not owned by a public authority,,permissioned,full planning permission,2016-06-22,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,,26,"""Outline planning application for the demolition of existing petrol filling station, car sales buildings and dilapidated
workshops and the construction of up to 26 residential units to the rear and 2 retail/commercial units on the High Street frontage (for flexible A1, A2, A3 or A4 use) and associated car parking and landscaping all matters reserved except access.""","""Construction of 2 retail/commercial units on the High Street frontage (for flexible A1, A2, A3 or A4 use) and associated car parking and landscaping.""",,,,,,"""Application ref. 16/P/00608. Allowed at appeal, ref. APP/Y3615/W/16/3164814 (Decision date 23 August 2017)""",2018-10-19,2018-10-19
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_059,,"""Hare And Hounds, 57 Broad Street, Guildford, GU3 3BG""",https://www.guildford.gov.uk/media/29009/BLR-059/pdf/BLR_059.pdf,ETRS89,3999976.59,-42425.95,497263,151276,0.2,not owned by a public authority,,permissioned,full planning permission,2017-01-16,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_169687,,10,"""Demolition of existing restaurant/bar and the construction of 10 new houses (8 x 3 bed and 1 x 4 bed) with
associated parking and landscaping.""",,,,,,,"""Application ref. 16/P/00805""",2018-10-19,2018-10-19
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_061,,"""Stonechat, Silkmore Lane, West Horsley, Leatherhead, KT24 6JB""",https://www.guildford.gov.uk/media/29011/BLR-061/pdf/BLR_061.pdf,ETRS89,3998462.39,-31846.19,507782,153553,0.29,not owned by a public authority,,permissioned,full planning permission,2017-01-06,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,,1,"""Erection of two five bedroom dwellings together with associated works following the demolition of the existing dwelling and detached garage (revision of 16/P/01709). """,,,,,,,"""Application ref. 17/P/02144 """,2018-10-19,2018-10-19
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_062,,"""The Legion, Millbrook, Guildford, GU1 3YA""",https://www.guildford.gov.uk/media/29012/BLR-062/pdf/BLR_062.pdf,ETRS89,4001602.78,-40109.86,499634,149267,0.03,not owned by a public authority,,permissioned,full planning permission,2019-05-17,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_181521,,9,"""Change of use and conversion of an existing bar/ nightclub building, including partial realignment of second floor front facade, to create nine residential (Use Class C3) units. (amended description)""",,,,,,,"""Application ref. 18/P/05533. Superseded application ref. 17/P/00907""",2018-10-19,2019-11-01
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_063,,"""Builders Yard, 9 Down Road, Guildford, GU1 2PX""",https://www.guildford.gov.uk/media/29013/BLR-063/pdf/BLR_063.pdf,ETRS89,4000944.88,-37871.20,501848,150182,0.36,not owned by a public authority,,permissioned,full planning permission,2017-10-27,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,,2,"""Erection of a pair of semi-detached dwellings with associated off-street parking and gardens following the change of use of the existing buiilders' yard and demolition of the existing building.""",,,,,,,"""Application ref. 17/P/01191""",2018-10-19,2018-10-19
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_064,,"""Bell And Colvill (Horsley), Epsom Road, West Horsley, Leatherhead, KT24 6AU""",https://www.guildford.gov.uk/media/29014/BLR-064/pdf/BLR_064.pdf,ETRS89,3999334.69,-31764.57,507894,152438,1.4,not owned by a public authority,,permissioned,full planning permission,2018-01-25,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,,7,"""Erection of ten dwellings (three pairs of 3-bed semi-detached, two pairs of 4 bed semi-detached) with associated access improvements, car parking and landscaping following demolition of existing workshop, showroom, three residential properties and removal of hardstanding.""",,,,,,,"""Application ref. 17/P/01580""",2018-10-19,2018-10-19
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_065,,"""Mount Manor House, 16 The Mount, Guildford, GU2 4HN""",https://www.guildford.gov.uk/media/29015/BLR-065/pdf/BLR_065.pdf,ETRS89,4001542.86,-40445.03,499297,149333,0.13,not owned by a public authority,,permissioned,full planning permission,2018-02-21,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,,8,"""Change of use from B1 Office to C3 Residential and creation of 1 x 2 bed apartment, 6 x 1 bedroom apartments
and a 4 bedroom house. Construction of a new infill single storey rear extension with basement.""",,,,,,,"""Application ref. 17/P/01960""",2018-10-19,2018-10-19
http://opendatacommunities.org/id/district-council/guildford,Guildford,BLR_066,,"""Hill Villa, Coopers Yard, Frog Grove Lane, Wood Street Village, Guildford, GU3 3HD""",https://www.guildford.gov.uk/media/29016/BLR-066/pdf/BLR_066.pdf,ETRS89,3998928.52,-44532.05,495122,152550,0.26,not owned by a public authority,,permissioned,full planning permission,2017-11-17,http://www2.guildford.gov.uk/publicaccess/simpleSearchResults.do?action=firstPage,,2,"""Demolition of existing buildings and redevelopment to form 2 No houses and associated garaging and parking.""",,,,,,,"""Application ref. 17/P/01970""",2018-10-19,2018-10-19
