OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR001,a wider barnwood manor proposed City Plan allocation,"Land at Barnwood Manor, Barnwood Road, Barnwood",http://www.gloucester.gov.uk/Documents/GLOSBR001%20%20Barnwood%20Manor.pdf,OSGB36,386379,217791,0.7,not owned by a public authority,yes,not permissioned,,,,,31,there are proposals for new residential development replacing existing dwellings,not proposed for non housing development,,,,,,proposal by barnwood trust and city plan proposed allocation,2017-12-01,2018-12-18
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR002,,"Jordans Brook House, North Upton Lane, Barnwood",http://www.gloucester.gov.uk/Documents/GLOSBR002%20%20Jordans%20Brook%20House.pdf,OSGB36,386243,217705,0.85,owned by a public authority,yes,permissioned,full planning permission,2001-10-08,http://glcstrplnng12.co.uk/online-applications/simpleSearchResults.do?action=firstPage,,20,county council site proposed for residential development,not proposed for non housing development,,,,,,county council residential care facility site to be vacated early 2018,2017-12-01,2018-12-18
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR004,,"Allstone site, off Myers Road, Elmbridge",http://www.gloucester.gov.uk/Documents/GLOSBR004%20%20Allstone%20Site.pdf,OSGB36,384737,218232,5.5,not owned by a public authority,yes,pending decision,,,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001DFGHMLI000,,250,outline application for housing and student accommodation,not proposed for non housing development,,,,,,this site has permission for residential and student units but at the point of entry into this register is still operating as a commercial waste transfer station,2017-12-01,2018-12-18
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR005,,"Cheltenham Surfacing, off Myers Road, Elmbridge",http://www.gloucester.gov.uk/Documents/GLOSBR005%20%20Land%20at%20Cheltenham%20Surfacing.pdf,OSGB36,384430,218300,0.36,not owned by a public authority,yes,not permissioned,,,,,10,proposed for residential development,not proposed for non housing development,,,,,,"residential development on this site would be dependent on a new site being found for the 
existing business",2017-12-01,2018-12-18
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR007,,"Great Western Road Sidings, Great Western Road, Kingsholm and Wotton",http://www.gloucester.gov.uk/Documents/GLOSBR007%20%20Great%20Western%20Road%20Sidings.pdf,OSGB36,384156,218366,4.5,owned by a public authority,yes,not permissioned,,,,,200,proposed for c.100 dwellings on part of the site,university technical college proposed,,,,,,a brownfield site which has been used as an operational siding but which has now been acquired by the homes and communities agency for housing and a university technical college with links to the hospital,2017-12-01,2018-12-18
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR008,,"Wessex House, Great Western Road, Kingsholm and Wotton",http://www.gloucester.gov.uk/Documents/GLOSBR008%20%20Wessex%20House.pdf,OSGB36,383706,218636,0.3,owned by a public authority,yes,not permissioned,,,,,20,"proposed for residential, employment or for educational use",employment or educational use proposed,,,,,,city council owned site in a strategic location near to the railway station and underpass,2017-12-01,2018-12-18
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR012,,"Former Bishops College, off Estcourt Close, Longlevens",http://www.gloucester.gov.uk/Documents/GLOSBR012%20%20Former%20Bishops%20College.pdf,OSGB36,384093,219776,5.6,not owned by a public authority,yes,permissioned,outline planning permission,2018-03-21,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0011LZHMLI000,,90,proposed for 90 dwellings,playing pitches proposed,,,,,,,2017-12-01,2018-12-18
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR013,,"Land at St James Close, Quedgeley Fieldcourt",http://www.gloucester.gov.uk/Documents/GLOSBR013%20%20Land%20at%20St%20James%20Close.pdf,OSGB36,380814,214239,0.23,not owned by a public authority,yes,permissioned,full planning permission,2017-08-24,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=O9SI0AHM04701,,13,proposed for 13 dwellings including 9 bungalows,not proposed for non housing development,,,,,,gloucester city homes proposal,2017-12-01,2018-12-18
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR015,,"Land at St Oswalds, off Gavel Way, Westgate",http://www.gloucester.gov.uk/Documents/GLOSBR015%20%20Land%20at%20St%20Oswalds.pdf,OSGB36,382699,219402,2.5,owned by a public authority,yes,not permissioned,,,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001HUYHMLI000,,213,housing development proposed through city plan,not proposed for non housing development,,,,,,city council owned site,2017-12-01,2018-12-18
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR017,,"37-39 Worcester Street, Tanners Hall, Westgate",http://www.gloucester.gov.uk/Documents/GLOSBR017%20%2037-39%20Worcester%20Street.pdf,OSGB36,383374,218896,0.07,not owned by a public authority,yes,not permissioned,,,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0011N2HMLI000,,10,no housing development is currently proposed,not proposed for non housing development,,,,,,Listed building on site will need appropriate protection.,2017-12-01,2018-12-18
