OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200001,,100-100A West Cromwell Road,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",524987,178630,1.53,mixed ownership,yes,permissioned,full planning permission,11/04/2017,"PP/15/03067

https://www.rbkc.gov.uk/planning/searches/default.aspx  

Site allocation CA7 in the adopted Local Plan and CA6 in the Local Plan Partial Review (LPPR)

https://www.rbkc.gov.uk/planning-and-building-control/planning-policy/local-plan/local-plan",,278,"Erection of five buildings (up to a maximum of 13 storeys in height including basement level) to provide a maximum of 278 residential units, provision of an extension at ground floor level to existing retail store of 1722 sq.m. (NIA), community and leisure facilities (comprising 3,880 sq.m. gross external area), crèche facility and café, hard and soft landscaping, provision of parking and cycle spaces, provision of vehicular and pedestrian access, improvements to the existing public realm and all ancillary and associated works, servicing, servicing, storage, plant and equipment at 100A West Cromwell Road.","Provision of an extension at ground floor level to existing retail store of 1722 sq.m. (NIA), community and leisure facilities (comprising 3,880 sq.m. gross external area), crèche facility and café.",,278,450,,"PP/15/03067

https://www.rbkc.gov.uk/planning/searches/default.aspx  

Site allocation CA7 in the adopted Local Plan and CA6 in the Local Plan Partial Review (LPPR)

https://www.rbkc.gov.uk/planning-and-building-control/planning-policy/local-plan/local-plan",,31/12/2017,31/12/2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200004,,Homebase - 195 Warwick Road,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",524805,178875,1.13,not owned by a public authority,yes,permissioned,full planning permission,20/03/2012,"PP/18/01416     PP/16/07740
PP/17/01973
PP/10/02817
 https://www.rbkc.gov.uk/planning/searches/default.aspx  

Site allocation CA6 in the adopted Local Plan and CA7 in the Local Plan Partial Review (LPPR)

https://www.rbkc.gov.uk/planning-and-building-control/planning-policy/local-plan/local-plan ",,330,"Demolition and redevelopment of the site to provide up to 32,192 Sqm of use class C3 (Up to 243 units); Up to 12,700 Sqm of use class C2 (Up to 89 units); up to 430 Sqm of flexible commercial/community use (Use classes A1/A2/A3/A4/D1/B1, hard and soft landscaping works; highway and infrastructure works; engineering works including basement and lower basement excavation works; Plant and equipment and all necessary associated ancillary works. PP/18/01416 Variation of condition 2 (Compliance with approved drawings) of planning permission PP/16/7740 for construction of residential units, to revise the unit mix of Block 4, reducing the number of one and two bedroom units, and providing additional three bedroom units. ",Up to 430 Sqm of flexible commercial/community use (Use classes A1/A2/A3/A4/D1/B1,,330,375,,"PP/18/01416                 PP/16/07740
PP/17/01973
PP/10/02817

 https://www.rbkc.gov.uk/planning/searches/default.aspx  

Site allocation CA6 in the adopted Local Plan and CA7 in the Local Plan Partial Review (LPPR)

https://www.rbkc.gov.uk/planning-and-building-control/planning-policy/local-plan/local-plan ",,31/12/2017,31/12/2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200005,,196 to 222 King's Road,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",527302,178185,0.53,not owned by a public authority,yes,permissioned,full planning permission,04/02/2016,"PP/15/04338

https://www.rbkc.gov.uk/planning/searches/default.aspx ",,39,"Partial demolition and redevelopment of 196 - 222 King's Road with a two storey basement excavation  to provide cinema floor space at basement and ground floor level; retail use at ground  basement and first floor level fronting King's Road and Chelsea Manor Street; office use at ground  first  second  third and fourth floor level; roof top bar at basement  ground and fifth floor level; public house at basement and ground floor level fronting Kings Road; and residential floor space at ground, first, second, third, fourth, fifth and sixth floor level. New plant and equipment to basement; hard and soft landscaping; works to the public highway; and other ancillary associated works ",Cinema floor space at basement and ground floor level; retail use at ground  basement and first floor level fronting King's Road and Chelsea Manor Street; office use at ground  first  second  third and fourth floor level; roof top bar at basement  ground and fifth floor level; public house,,39,39,,"PP/15/04338

https://www.rbkc.gov.uk/planning/searches/default.aspx ",,31/12/2017,31/12/2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200007,,Telephone Exchange 213-215 Warwick Road,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",524763,178904,0.56,not owned by a public authority,yes,permissioned,full planning permission,25/10/2013,"PP/08/01214

PP/12/05112
 https://www.rbkc.gov.uk/planning/searches/default.aspx 

Site allocation CA6 in the adopted Local Plan and CA7 in the Local Plan Partial Review (LPPR)

https://www.rbkc.gov.uk/planning-and-building-control/planning-policy/local-plan/local-plan",,163,"Redevelopment of the site to provide 99 market residential units and 59 affordable housing units, 542 square metres of Class A1, A2, A3 or D1 use within four buildings of 7 - 17 storeys in height together with the provision of public and private open space, new access road, basement car parking and associated hard and soft landscaping.

S73 application to vary conditions 3, 4, 7, 9, 10, 11, 13, 14 and 20 (in order to allow a phased development) attached to planning permission PP/08/01214, dated 11 December 2008, for: ""Redevelopment of the site to provide 99 market residential units and 59 affordable housing units, 542 square metres of Class A1, A2, A3 or D1 use within four buildings of 7 - 17 storeys in height together with the provision of public and private open space, new access road, basement car parking and associated hard and soft landscaping""","542 square metres of Class A1, A2, A3 or D1 use within four buildings of 7 - 17 storeys in height together with the provision of public and private open space",,163,163,,"PP/08/01214

PP/12/05112
 https://www.rbkc.gov.uk/planning/searches/default.aspx 

Site allocation CA6 in the adopted Local Plan and CA7 in the Local Plan Partial Review (LPPR)

https://www.rbkc.gov.uk/planning-and-building-control/planning-policy/local-plan/local-plan",,31/12/2017,31/12/2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200008,,Lancer Square - Kensington Church Street,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",525646,179807,0.42,not owned by a public authority,yes,permissioned,full planning permission,16/06/2014,"PP/13/05341 

https://www.rbkc.gov.uk/planning/searches/default.aspx ",,48,"Demolition of building and structures and the construction of 22,271 sq m (GEA) mixed use development comprising four buildings ranging from four to seven storeys including 2,857 sq m. (GEA) retail use (class A1)  7,103 sq m. (GEA) office use (class B1) and 12,311 sq m. (GEA) residential use (class C3) consisting of 51 units (14 affordable) along with ancillary car and cycle parking landscaping.","2,857 sq m. (GEA) retail use (class A1)  7,103 sq m. (GEA) office use (class B1)",,48,48,,"PP/13/05341 

https://www.rbkc.gov.uk/planning/searches/default.aspx ",,31/12/2017,31/12/2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200009,,Former TA Centre 245 Warwick Road,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",524699,178880,0.81,not owned by a public authority,,permissioned,full planning permission,27/08/2014,"NMA/14/06678

PP/14/01234

https://www.rbkc.gov.uk/planning/searches/default.aspx 

Site allocation CA6 in the adopted Local Plan and CA7 in the Local Plan Partial Review (LPPR)

https://www.rbkc.gov.uk/planning-and-building-control/planning-policy/local-plan/local-plan",,255,"Variation of condition 2 (approved drawings) of planning permission PP/08/00218 (Redevelopment to provide 174 market residential units and 81 affordable residential units, 481 sq.m. of Class A1 (shop), Class A2 (Financial and Professional Services), Class A3 (Restaurant and Cafes) or Class D1 (Non-Residential Institutional) use, together with open space and associated access, parking and landscaping) for amendments to floor to floor heights, unit size, mix of market residential units, block size and alterations to basement ","Variation of condition 2 (approved drawings) of planning permission PP/08/00218 (Redevelopment to provide 174 market residential units and 81 affordable residential units, 481 sq.m. of Class A1 (shop), Class A2 (Financial and Professional Services), Class A3 (Restaurant and Cafes) or Class D1 (Non-Residential Institutional) use, together with open space and associated access, parking and landscaping) for amendments to floor to floor heights, unit size, mix of market residential units, block size and alterations to basement ",,255,255,,"NMA/14/06678

PP/14/01234

https://www.rbkc.gov.uk/planning/searches/default.aspx 

Site allocation CA6 in the adopted Local Plan and CA7 in the Local Plan Partial Review (LPPR)

https://www.rbkc.gov.uk/planning-and-building-control/planning-policy/local-plan/local-plan",,31/12/2017,31/12/2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200010,,257-265 (Odeon Cinema) Kensington High Street,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",525097,179279,0.35,not owned by a public authority,yes,permissioned,full planning permission,01/10/2015,"PP/15/02618

https://www.rbkc.gov.uk/planning/searches/default.aspx ",,62,"Demolition of former Post Office delivery office, Whitlock House office building and cinema building with retention of cinema facade to Kensington High Street and construction of basement and buildings to provide cinema facilities  62 residential units (including affordable housing units for elderly people) and associated residential facilities  retail and office accommodation  car parking spaces","Cinema facilities, retail and office accomodation",,62,62,,"PP/15/02618

https://www.rbkc.gov.uk/planning/searches/default.aspx ",,31/12/2017,31/12/2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200012,,"K1, 33-35 Brompton Road",https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",527750,179640,0.45,not owned by a public authority,yes,permissioned,full planning permission,28/10/2016,"PP/16/00423



https://www.rbkc.gov.uk/planning/searches/default.aspx ",,24,"Demolition of 33-35 Brompton Road; partial demolition of 4a/5 Sloane Street at basement, ground and first floor level and partial demolition of nos. 1-9 Brompton Road and 1-3 Sloane Street, 13-27 Brompton Road and 2-8 Basil Street, 29-31 Brompton Road and 10-14 Basil Street behind retained facades. Redevelopment of Site to provide retail use, office, residential and restaurant use in a part seven, part eight storey building above three storey basement level. Relocation of existing London Underground entrance; creation of space to facilitate provision of a new step-free London Underground entrance on Hooper's Court; together with amenity space, public realm enhancements, plant, car parking, servicing and access works, electricity sub-station and other associated works. ","Redevelopment of Site to provide retail use, office, residential and restaurant use in a part seven, part eight storey building above three storey basement level. Relocation of existing London Underground entrance; creation of space to facilitate provision of a new step-free London Underground entrance on Hooper's Court; together with amenity space, public realm enhancements, plant, car parking, servicing and access works, electricity sub-station and other associated works.",,24,24,,"PP/16/00423



https://www.rbkc.gov.uk/planning/searches/default.aspx ",,31/12/2017,31/12/2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200027,,Clearings Draycott Avenue,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",527450,178782,0.54,not owned by a public authority,yes,permissioned,full planning permission,13/09/2016,"PP/16/01795



https://www.rbkc.gov.uk/planning/searches/default.aspx ",,78,"Demolition of Clearings 1, Leverett Street and Denyer Street depot (collectively known as the Clearings site) and redevelopment to provide 78 residential units within three buildings of part 9, part 8 storeys, 7 storeys and 4 storeys, with ancillary facilities for residents, basement car parking, landscaping and walkways between Mossop Street and Denyer Street, Class A1 and Class A1/D2 floorspace at ground floor and Class D2 floorspace at basement levels 1 and 2 (MAJOR DEVELOPMENT)","Demolition of Clearings 1, Leverett Street and Denyer Street depot (collectively known as the Clearings site) and redevelopment to provide 78 residential units within three buildings of part 9, part 8 storeys, 7 storeys and 4 storeys, with ancillary facilities for residents, basement car parking, landscaping and walkways between Mossop Street and Denyer Street, Class A1 and Class A1/D2 floorspace at ground floor and Class D2 floorspace at basement levels 1 and 2 (MAJOR DEVELOPMENT)",,78,78,,"PP/16/01795



https://www.rbkc.gov.uk/planning/searches/default.aspx ",,31/12/2017,31/12/2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,17200033,,Earls Court Exhibition Centre and Land Bounded by Warwick Road,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",525301,178309,6.2,mixed ownership,,permissioned,outline planning permission,14/11/2013,"PP/11/01937



https://www.rbkc.gov.uk/planning/searches/default.aspx 

Site allocation CA7 in the adopted Local Plan and CA6 in the Local Plan Partial Review (LPPR)

https://www.rbkc.gov.uk/planning-and-building-control/planning-policy/local-plan/local-plan",,930,"Demolition and alteration of existing buildings and structures and the comprehensive redevelopment of the site including new open space, vehicular and pedestrian accesses and routes and a mixed use development comprising buildings to accommodate residential use (Class C3), office use (Class B1), retail use (Classes A1-A5), hotel and serviced apartments uses (Class C1), education, health, community, culture and leisure use (Class D)  below ground ancillary space (including parking/plant /servicing), vehicle parking and associated highways alterations, structures for decking over existing rail lines and tunnels, waste and utilities, enabling works including related temporary works including construction of an access road  and structures and other works incidental to the development."," (Class B1), retail use (Classes A1-A5), hotel and serviced apartments uses (Class C1), education, health, community, culture and leisure use (Class D)  below ground ancillary space (including parking/plant /servicing), vehicle parking and associated highways alterations, structures for decking over existing rail lines and tunnels, waste and utilities, enabling works including related temporary works including construction of an access road  and structures and other works incidental to the development.",,930,930,,"PP/11/01937



https://www.rbkc.gov.uk/planning/searches/default.aspx 

Site allocation CA7 in the adopted Local Plan and CA6 in the Local Plan Partial Review (LPPR)

https://www.rbkc.gov.uk/planning-and-building-control/planning-policy/local-plan/local-plan",Residential development is part deliverable in the first five years.,31/12/2017,31/12/2018
