OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0008,,"Former Rolls Royce Main Works Site, Nightingale Road, Derby",http://maps.derby.gov.uk/?x=436251&y=333615&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,436251,333615,8.73,Not owned by a public authority,,not permissioned,,,,,370,,,,,,,,,13/11/2017,27/11/2018
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0009,,"Nightingale Road Car Park, Nightingale Road, Derby",http://maps.derby.gov.uk/?x=436522&y=333677&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,436522,333677,0.28,not owned by a public authority,,not permissioned,,,,,25,,,,,,,,,27/11/2018,27/11/2018
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0011,,"Elton Road Rolls Royce Site, Elton Road, Derby",http://maps.derby.gov.uk/?x=435784&y=333628&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,435784,333628,2.08,not owned by a public authority,,not permissioned,,,,,100,,,,,,,,,13/11/2017,27/11/2018
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0036,,"Tanglewood Mill, Coke Street, Derby",http://maps.derby.gov.uk/?x=433885&y=336014&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,433885,336014,0.16,not owned by a public authority,,permissioned,,,,,22,,,,,,,,,13/11/2017,27/11/2018
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0044,,"Former St Joseph?s Church Hall, Mill Hill Lane, Derby",http://maps.derby.gov.uk/?x=434960&y=335301&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,434960,335301,0.24,not owned by a public authority,,permissioned,,,,,14,,,,,,,,,13/11/2017,27/11/2018
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0063,,"Former California Works, Parliament Street, Derby",http://maps.derby.gov.uk/?x=434290&y=335671&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,434290,335670,0.17,not owned by a public authority,,permissioned,,,,,14,,,,,,,,,13/11/2017,27/11/2018
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0073,,"Elmhurst, Lonsdale Place, Rowditch, Derby",http://maps.derby.gov.uk/?x=433792&y=335672&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,433792,335672,0.28,owned by a public authority,,permissioned,,,,,24,,,,,,,,,13/11/2017,27/11/2018
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0082,,"St Georges Phase 2, Land between St Mary?s Gate and Sadler Gate, Derby ",http://maps.derby.gov.uk/?x=435112&y=336411&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,435111,336411,0.56,owned by a public authority,,not permissioned,,,,,60,,,,,,,,,13/11/2017,27/11/2018
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0085,,"Becketwell, Victoria Street/Macklin Street, Derby",http://maps.derby.gov.uk/?x=435093&y=336077&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,435093,336077,0.77,mixed ownership,,not permissioned,,,,,100,,,,,,,,,27/11/2018,27/11/2018
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0089,,"Castleward Area, between London Road and Station Approach, Derby",http://maps.derby.gov.uk/?x=435895&y=335778&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,435895,335777,13.4,mixed ownership,,permissioned,,,,,635,,,,,,,,,13/11/2017,27/11/2018
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0120,,"Former Derbyshire Royal Infirmary, Between Osmaston Road and London Road, Derby",http://maps.derby.gov.uk/?x=435676&y=335495&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,435676,335495,7.5,unknown ownership,,permissioned,,,,,400,,,,,,,,,13/11/2017,27/11/2018
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0143,,"Bramblebrook House/Humbleton View, Heron Way, Mickleover, Derby",http://maps.derby.gov.uk/?x=432151&y=335044&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,432151,335044,1.18,owned by a public authority,,not permissioned,,,,,40,,,,,,,,,27/11/2018,27/11/2018
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0150,,"Aida Bliss Factory, City Road, Derby",http://maps.derby.gov.uk/?x=435311&y=337209&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,435311,337209,1.2,owned by a public authority,,not permissioned,,,,,60,,,,,,,,,13/11/2017,27/11/2018
http://opendatacommunities.org/id/unitary-authority/derby,Derby,DER/0162,,"St Helen?s House, King Street",http://maps.derby.gov.uk/?x=435017&y=336821&resolution=2&epsg=27700&mapname=publicmaps&baseLayer=Colour&datalayers=Brownfield%20Sites%2CselectFeaturesControl_container,OSGB36,435016,336821,0.5,not owned by a public authority,,permissioned,,,,,49,,,,,,,,,13/11/2017,27/11/2018
