OrganistionURI,OrganistionLabel,Site Reference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateRefernceSystem,GeoX,GeoY,Easting,Northing,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,UPT/0005(a),UPT/0005,"""Former The Gamekeeper PH,  (Plush Spice) Newhall Road, Upton, Chester, CH2 1TB""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3822799.707,-192303.9232,341345,368947,0.13,not owned by a public authority,yes,permissioned,outline planning permission,14/07/2014,,,12,"""Twelve (12) self contained apartments""",,,,,,,"13/03014/OUT
16/05308/REM (pending)",21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,UPT/0047,,"""UPTON DENE (Phase 3): Land off Upton Grange, Liverpool Road, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3822880.705,-193710.0022,339943,368775,3.11,not owned by a public authority,yes,permissioned,full planning permission,30/08/2019,,,74,"""2016 application: 90 new dwellings
2017 application: Erection of 74 dwellinsg (30% affordable) with associated access, landscaping and works, including retention of on-site water tower and demolition of redundant buildings""",,,,,,,"14/05171/OUT
17/01543/FUL",21/12/2017,30/12/2018
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WEC/0006,,"""Briar Lane garage court, Weaverham""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820091.844,-171527.0011,362008,373345,0.26,not owned by a public authority,,not permissioned,,,,,9,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WEC/0054,,"""Mere Brow, Sandy Lane, Weaverham, Northwich, CW8 3PX""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818873.249,-172837.7468,360656,374801,,not owned by a public authority,yes,permissioned,full planning permission,02/03/2017,,,6,"""Conversion of dwelling, barn and stables to form 6 dwellings""",,,,,,,"14/02510/OUT, 16/03028/FUL",30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WHI/0016(a),WHI/0016,"""Site of former Royal British Legion, Stanney Lane, Whitby, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3817644.948,-193340.9345,340129,375321,,not owned by a public authority,,not permissioned,,,,,,"""Residential development""",,,,,,,,21/12/2017,30/12/2018
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WHI/0017,,"""Mealors Yard, rear of 94 Chester Road, Whitby, Ellesmere Port, CH65 6RY""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3817755.549,-194155.5235,339319,375142,,not owned by a public authority,yes,permissioned,outline planning permission,07/09/2017,,,5,"""Residential development""",,,,,,,16/03781/OUT,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0007,,"""Land east of Winnington Avenue, Winnington""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820205.862,-169475.0119,364062,373301,6.02,not owned by a public authority,,not permissioned,,,,,180,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0009(a),WIC/0009,"""Land at Lock Street, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819784.999,-167891.815,365629,373901,0.21,multiple ownership,,not permissioned,,,,,8,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0010,,"""British Waterways site, Navigation Road, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820127.976,-167922.8014,365610,373472,1.26,not owned by a public authority,,not permissioned,,,,,40,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0032,,"""Land at Weaver Shipyard, Saxons Lane, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820908.178,-168330.3922,365230,372480,2.98,not owned by a public authority,,not permissioned,,,,,72,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0045,,"""Yoxalls Joinery, Winnington Avenue, Northwich, CW8 4EE""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819635.219,-169292.9444,364224,374021,,not owned by a public authority,yes,permissioned,outline planning permission,20/07/2018,,,33,"""Demolition of industrial buildings and erection of 33 dwellings""",,,,,,,17/02087/OUT refused 25 May 2019,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0049,,"""TATA Works site, land at Winnington Works, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819096.103,-168662.54,364835,374723,58.55,multiple ownership,,not permissioned,,,,,602,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0050,,"""Land at Winnington Business Park, Winnington Avenue, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820056.597,-169329.6686,364202,373494,6.15,multiple ownership,yes,pending decision,,,,,160,"""Outline planning application for employment uses (B1, B2, B8 uses), residential dwellings (up to 160 dwelling), retail units, family pub/restaurant, with associated access and ancillary works""",,,,,,Site in outer hazard zone,17/01965/OUT ,21/12/2017,30/12/2018
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0058(a),WIC/0058,"""Castleleigh Centre, David Street, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820357.106,-168225.079,365316,373172,0.62,owned by a public authority,,not permissioned,,,,,22,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0062,,"""Land to the north of Watling Street, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819773.006,-167638.1539,365882,373928,2.28,multiple ownership,,not permissioned,,,,,73,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0072,,"""Land at Station Road, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819752.024,-166882.6966,366636,373990,1.78,not owned by a public authority,,not permissioned,,,,,60,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0073(a),WIC/0073,"""Land south of Chester Road, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819679.388,-166661.9504,366854,374091,0.73,not owned by a public authority,,not permissioned,,,,,44,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0075,,"""Watling Street (Council offices), Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819859.268,-167648.1707,365875,373820,0.7,owned by a public authority,,not permissioned,,,,,25,"""Residential development""",,,,,,,pending,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0076,,"""Weaver Shopping extension, Chester Way, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819762.539,-167449.6081,366070,373950,0.72,multiple ownership,,not permissioned,,,,,26,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0077,,"""Land to west of Warrington Street, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819596.472,-167154.5329,366359,374171,3.17,not owned by a public authority,,not permissioned,,,,,89,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0078,,"""Land at Leicester Street,  Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819598.014,-166966.4054,366547,374178,1.81,multiple ownership,,not permissioned,,,,,51,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0082(a),WIC/0082,"""Land west of Queen Street, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820101.876,-167786.7612,365745,373511,1.12,not owned by a public authority,,not permissioned,,,,,20,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0086,,"""Land at Chester Way, Victoria Bridge, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819924.847,-167611.4217,365914,373740,0.29,not owned by a public authority,,permissioned,full planning permission,26/11/2010,,,52,"""Erection of class C2 residential accommodation with care, comprising 52 No 1, 2 and 3 bedroom apartments for persons aged 60 years and over, with associated works""",,,,,,,08-1854-FUM 10/00991/ful,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0088,,"""Dane House Chester Way Northwich Cheshire CW9 5JG  """,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819953.956,-167605.4307,365921,373704,0.11,not owned by a public authority,yes,permissioned,planning permission granted under an order,18/01/2017,,,15,"""Change of use and conversion of existing building from offices to residential, creating 15 apartments for assisted living with associated communal areas and parking """,,,,,,,16/05245/PDO,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0142,,"""Rear of 56 - 58 Church Road, Northwich, CW9 5NY""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819805.996,-166792.4924,366728,373927,,not owned by a public authority,yes,permissioned,outline planning permission,04/01/2018,,,6,"""Residential development of 6 one-bed apartments""",,,,,,,17/02641/OUT,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIR/0031(a),,"""School Road North (former coal yard), Rudheath""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820804.873,-165266.8503,368287,372754,0.19,not owned by a public authority,,not permissioned,,,,,18,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIR/0033,,"""Land to the rear of Farmers Arms PH, Middlewich Road, Northwich (Phase II)""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820150.823,-165866.6219,367665,373541,2.47,not owned by a public authority,,not permissioned,,,,,20,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIR/0047,,"""Bridge View, King Street, Rudheath, Northwich, CW9 7RW""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820557.613,-165166.1308,368379,373067,,not owned by a public authority,yes,permissioned,full planning permission,03/04/2017,,,19,"""Demolition of building and erection of 19 dwellings""",,,,,,,17/00472/S73,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIT/0021,,"""Cane House, Waterworks Lane, Hooton, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815072.625,-198364.6713,335020,378271,0.3,not owned by a public authority,yes,permissioned,outline planning permission,21/01/2015,,,24,"""24 one and two bed apartments (demolition of existing buildings)""",,,,,,,14/02291/OUT,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIT/0023,,"""Land at Hooton Road, Willaston, Neston, CH64 1SJ""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815393.486,-200265.53,333132,377774,0.25,not owned by a public authority,,not permissioned,,,,,7,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIT/0032,,"""Roften Works site, Hooton Road, Hooton, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815319.246,-198575.4595,334818,377953,17.6,not owned by a public authority,yes,permissioned,,,,,265,"""Residential development comprising 265 residential units and a care home together with access from Hooton Road.
27x2bed flats / 66x bed, 34x3bed, 138x4bed houses)""",,,,,,,,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0004,,"""Securicor Ltd, Wharton Road, Winsford CW7 3AP""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825222.534,-167545.163,366165,367137,0.34,not owned by a public authority,yes,permissioned,outline planning permission,13/09/2016,,,14,"""Erection of up to 14no. Dwellings (demolition of existing structures) including access from Wharton Road with allo ther matters reserved""",,,,,,,"09/02249/OUT
15/05130/OUT",21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0020,,"""476 Rookery Rise, Station Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3826151.479,-166913.9263,366828,366008,0.49,not owned by a public authority,,not permissioned,,,,,13,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0030,,"""S Cooper and Sons Ltd, Warehouse One, Nat Lane, Winsford, CW7 3BS""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825326.043,-167731.9558,365982,366999,4.94,not owned by a public authority,,permissioned,outline planning permission,02/10/2014,,,161,"""Winsford NP site W4
Demolition of all buildings except Wharton Park House and erection of up to 161 dwellings""",,,,,,,12/04804/OUT,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0034,,"""Wharton Road (Reposessions UK Ltd), Winsford. CW7 3BQ""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825473.87,-167744.1212,365975,366814,4.4,not owned by a public authority,,permissioned,outline planning permission,24/10/2014,,,150,"""Winsford NP site W3
Residential development (up to 150 dwellings) with 12000sq.ft of B1 / B2 / B8 employment space. S106 signed October 2014""",,,,,,,11/00558/OUT,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0048(a),WIW/0048,"""Land at Wharton Green, Deakins Road / Bostock Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824641.803,-167427.7999,366262,367867,1.2,not owned by a public authority,,not permissioned,,,,,114,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0050(a),WIW/0050,"""Former coal yard site, Station Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3826058.762,-166759.5421,366979,366131,0.23,not owned by a public authority,,not permissioned,,,,,6,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0059,,"""Meadow Island, Bradford Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825350.484,-168520.5833,365195,366931,2.44,not owned by a public authority,,not permissioned,,,,,30,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0061,,"""North of Middlewich Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3826125.522,-165972.114,367768,366085,,not owned by a public authority,,pending decision,,,,,21,"""Construction of up to 21 dwellings""",,,,,,,17/03135/OUT (pending),30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0045(a),WOV/0045,"""Handley Hill School, Beeston Drive, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3826369.872,-169719.2974,364033,365602,1.09,owned by a public authority,,not permissioned,,,,,71,"""Winsford NP site O4
Promoted by Local Authority for residential redeveopment. Demolition application approved 23 Feb 2017""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0066,,"""Land and buildings off Sadler Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825816.687,-168822.1259,364910,366335,0.57,not owned by a public authority,,not permissioned,,,,,26,"""Winsford NP site TC 6""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0070(a),WOV/0070,"""Land north of former Richmond Packaging, New Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825625.395,-168437.0833,365288,366592,0.81,not owned by a public authority,,not permissioned,,,,,26,"""Winsford NP site NTC 5""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0071(a),WOV/0071,"""Car park off Church Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825791.434,-168349.7848,365381,366389,0.43,owned by a public authority,,not permissioned,,,,,26,"""Winsford NP site TC 9""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0072,,"""Land at Manchester House Carpets, 56 High Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825833.703,-168439.3459,365293,366332,0.13,not owned by a public authority,,not permissioned,,,,,5,"""Winsford NP site TC 7""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0074,,"""Greedy Pig site, New Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825765.325,-168256.7835,365473,366426,,not owned by a public authority,,not permissioned,,,,,,"""Winsford NP site TC 10""",,,,,,,,30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0078,,"""Pimletts and adjacent car park, Church Street / High Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825822.841,-168408.9375,365323,366347,0.18,not owned by a public authority,,not permissioned,,,,,6,"""Winsford NP site TC 8""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0084,,"""Sadler Road (Former Winsford Clio Centre), Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825794.612,-168896.4282,364835,366359,0.12,not owned by a public authority,,not permissioned,outline planning permission,06/12/2012,,,12,"""Winsford NP site NTC 3""",,,,,,,09/00635/OUM  12/03149/EXT ,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0100,,"""Meadow Home Park Mill Lane Whitegate Winsford Cheshire """,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823828.251,-168704.632,364958,368821,0.47,not owned by a public authority,yes,permissioned,full planning permission,16/03/2016,,,7,"""Engineering works to allow siting of 7 park homes and associated works """,,,,,,,15/04548/FUL,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0112,,"""Land at Grange Yard, Grange Lane, Winsford, CW7 2BP""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825770.492,-169254.9337,364476,366372,,not owned by a public authority,,pending decision,,,,,40,"""Erection of up to 40 dwellings""",,,,,,,17/00619/OUT (pending),30/12/2018,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0014,,"""Winsford Shopping Centre, Dene's Drive, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825918.028,-168959.7926,364776,366202,3.15,not owned by a public authority,,not permissioned,,,,,113,"""Winsford NP site TC 0""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0027,,"""Car park off Dene Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825905.282,-169146.5297,364589,366209,0.79,owned by a public authority,,not permissioned,,,,,32,"""Winsford NP site TC 1""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0028,,"""Site of former Civic Hall, High Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825851.811,-169077.5981,364656,366279,0.25,owned by a public authority,,not permissioned,,,,,10,"""Winsford NP site TC 2""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0030,,"""Winsford Library and Dingle Recreation Centre, High Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825851.326,-168943.4511,364790,366286,0.26,owned by a public authority,,not permissioned,,,,,11,"""Winsford NP site TC 3""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0031,,"""Land at High Street / Dingle Lane, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825893.414,-168827.8063,364907,366239,0.27,not owned by a public authority,,not permissioned,,,,,10,"""Winsford NP site TC 5""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0034,,"""Land to rear of Weaver Street, off Winnington Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825976.601,-168412.3,365325,366155,0.36,not owned by a public authority,,not permissioned,,,,,13,"""Residential development""",,,,,,,,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0044,,"""The Hollies, Darnhall School Lane, Winsford CW7 1LH""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3827256.714,-169454.9831,364328,364508,0.17,not owned by a public authority,,permissioned,full planning permission,01/07/2009,,,14,"""Demolition of existing building and erection of 14 apartments. Buildings demolished in 2009 - no further progress on site to date""",,,,,,,08-0824-FUM,21/12/2017,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0052,,"""Former Drill Hall, Dingle Lane, Winsford CW7 1AB""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825918.028,-168959.7926,364776,366202,0.25,not owned by a public authority,yes,permissioned,full planning permission,27/03/2017,,,31,"""Demolition of existing building and erection of 31 residential units and associated bin stores, bicycle stores, car parking and communal amenity space""",,,,,,,15/03878/FUL,21/12/2017,
,NOTE: ETRS89 coordinates as transformed on OS website using OS36 (transformation to 4 decimal places),,,,,,,,,,,,,,,,,,,,,,,,,,,,
