OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR1,,Short Street Community Infants School,http://www.eaststaffsbc.gov.uk/planning/planning-policy,ETRS89,52.78757868,-1.62943723,0.53,Owned by a public authority,Yes,Permissioned,Full Planning Permission,2018-08-03,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,21,Demolition of school buildings and erection of 21 affordable dwellings including details of access,,,,,,,Site included in the Housing Permissions  - Under Construction but no residential completions on site yet - Suitable Brownfield Site taken from the SHLAA (SHLAA 26),2017-09-29,2019-09-30
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR2,,Coors Middle Yard,http://www.eaststaffsbc.gov.uk/planning/planning-policy,ETRS89,52.8098491,-1.630464918,9.08,Not owned by a public authority,Yes,Not Permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,272,,,,,,,,Suitable Brownfield Site taken from the SHLAA  (SHLAA 71) and also Allocated in the Adopted Local Plan 2012-2031,2017-09-29,2017-09-29
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR3,,Coors High Street,http://www.eaststaffsbc.gov.uk/planning/planning-policy,ETRS89,52.80425698,-1.627397206,2.91,Not owned by a public authority,Yes,Not Permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,212,,,,,,,,Site Allocated in the Adopted Local Plan 2012-2031,2017-09-29,2017-09-29
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR4,,Bargates,http://www.eaststaffsbc.gov.uk/planning/planning-policy,ETRS89,52.80605018,-1.625898534,2.64,Owned by a public authority,Yes,Pending decision,Full Planning Permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,133,"Erection of 133 dwellings comprising 72 sheltered apartments, 23 private apartments and 38 houses i",1 x commercial unit,,,,,,"Site Allocated in the Adopted Local Plan 2012-2031 - Application submitted December 2017, awaiting determination (amended drawings being negotiated)",2017-09-29,2019-09-30
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR5,,Branston Depot,http://www.eaststaffsbc.gov.uk/planning/planning-policy,ETRS89,52.79032402,-1.654429672,19.27,Not owned by a public authority,,Pending decision,Outline Planning Permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,483,Outline planning application for up to 483 dwellings (excluding conversion),"1.09 HA (10,900 sqm) of land provision for a one-form primary school",,,,,,Site Allocated in the Adopted Local Plan 2012-2031 - Resolution to approve 27/08/2013 subject to S106 legal agreement,2017-09-29,2017-09-29
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR6,,Derby Road Burton,http://www.eaststaffsbc.gov.uk/planning/planning-policy,ETRS89,52.8166277,-1.630615314,8.09,Not owned by a public authority,Yes,Not Permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,250,,,,,,,,Site Allocated in the Adopted Local Plan 2012-2031,2017-09-29,2017-09-29
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR7,,JCB Pinfold Street,http://www.eaststaffsbc.gov.uk/planning/planning-policy,ETRS89,52.89620477,-1.865325487,1.94,Not owned by a public authority,Yes,Pending decision,Outline Planning Permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,148,Outline application for the erection of up to 148 dwellings,,,,,,,"Site Allocated in the Adopted Local Plan 2012-2031 - Residential Part of the Site Not Started, Retail Part complete (Outline Planning permission granted 09/08/2013, since expired, New Outline submitted 06.11.2017 - Resolution to Approve ? 24/04/2019  subject to S106 legal agreement",2017-09-29,2019-09-30
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR8,,Brookside Business Park,http://www.eaststaffsbc.gov.uk/planning/planning-policy,ETRS89,52.8981559,-1.857961045,4.40,Not owned by a public authority,,Pending decision,Outline Planning Permission,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,90,Outline application for a mixed use development for up to 90 residential dwellings,6 employment units and 4 trade units,,,,,,Site Allocated in the Adopted Local Plan 2012-2031 - Resolution to Approve ? 22/09/2015  subject to S106 legal agreement,2017-09-29,2017-09-29
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR9,,Churnet Farm Rocester,http://www.eaststaffsbc.gov.uk/planning/planning-policy,ETRS89,52.95067906,-1.842429583,0.52,Not owned by a public authority,Yes,Not Permissioned,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,90,Erection of 70 new dwellings and demolition of all existing buildings and erection of 20 dwellings,,,,,,,Site Allocated in the Adopted Local Plan 2012-2031  (only part of the allocated site is Brownfield so the site area has been amended to reflect this) - Applications totalling 90 units submitted in May 2017 to the LPA.,2017-09-29,2017-09-29
http://opendatacommunities.org/id/district-council/east-staffordshire,East Staffordshire Borough Council,ESBC-BR11,,Land to the rear of 2 Harbury Street,http://www.eaststaffsbc.gov.uk/planning/planning-policy,ETRS89,52.82050489,-1.652351115,0.37,Not owned by a public authority,Yes,Permissioned,Outline Planning Permission,2018-12-21,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,,14,Outline application for the erection of up to 14 dwellings,,,,,,,Site historically a SHLAA site - Outline application approved 21/12/2018 one S106 signed,2017-09-29,2019-09-30
