OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,110105 / 093793,,Greenwood Road/Gladeside Road,https://mappinggm.org.uk/gmodin/,ETRS89,-2.272725,53.386315,0.24,unknown ownership,yes,permissioned,full planning permission,2016-02-11,http://pa.manchester.gov.uk/online-applications/,,32,Erection of a part 2 to part 4 storey apartment block to form a total of 32 apartments,,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,108903/OO/2015/N2 / 095102,,"Edge La Business Ctr, Fairfield Rd, Hr Openshw",https://mappinggm.org.uk/gmodin/,ETRS89,-2.163446,53.475402,4.42,unknown ownership,,permissioned,outline planning permission,2015-08-10,http://pa.manchester.gov.uk/online-applications/,,162,OUTLINE APPLICATION for the erection of 162 dwellinghouses,,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,102721/P3JPA/2013/S2,,179 - 199A Fog Lane Burnage,https://mappinggm.org.uk/gmodin/,ETRS89,-2.216325,53.421387,0.22,unknown ownership,yes,permissioned,full planning permission,2013-08-19,http://pa.manchester.gov.uk/online-applications/,,7,Prior Approval,,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,107139/P3JPA/2014/C1,,1 - 2 North ParadeManchesterM3 2NH,https://mappinggm.org.uk/gmodin/,ETRS89,-2.248026,53.482842,0.06,unknown ownership,,permissioned,full planning permission,2014-12-11,http://pa.manchester.gov.uk/online-applications/,,71,"Prior approval for change of use of part ground, 1st, 2nd and 3rd floor offices to  Class C3 (residential) comprising 71 apartments.",,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,115969/FO/2017,,1-5  Plymouth GroveArdwickManchesterM13 9PZ,https://mappinggm.org.uk/gmodin/,ETRS89,-2.225857,53.465377,0.10,unknown ownership,yes,permissioned,full planning permission,2017-10-11,http://pa.manchester.gov.uk/online-applications/,,61,Erection of an apartment block with a maximum height of 7 storeys (excluding roof top plant) constructed above a semi-raised basement to form 16 x one bedroom and 45 x two bedroom units (61 in total,,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,111674 / 106943/FO/2014/S2,,Land At 30 Trenchard DriveWoodhouse ParkWythenshaweManchesterM22 5NA,https://mappinggm.org.uk/gmodin/,ETRS89,-2.242642,53.365796,0.31,unknown ownership,yes,permissioned,full planning permission,2016-05-31,http://pa.manchester.gov.uk/online-applications/,,15,"Erection of 15 x 2 storey dwellinghouses consisting of 6 pairs of semi-detached dwellings and 3 No.detached dwellings (Class C3) together with associated landscaping, boundary treatments and car parking following demolition of existing buildings",,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,CDN/17/0512 / 105462,,Santiadd House Burnage LaneBurnageManchesterM19 1EN,https://mappinggm.org.uk/gmodin/,ETRS89,-2.201527,53.429539,0.20,unknown ownership,yes,permissioned,full planning permission,2017-10-30,http://pa.manchester.gov.uk/online-applications/,,13,"Change of use of vacant former nursing home to 13 apartments (eight, one bedroom, one studio and four, two bedroom) including widening of existing vehicle entrance together with associated car parking,and hard and soft landscaping",,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,111631/P3OPA/2016 / 107712,,86 - 88 Market StreetManchesterM1 1PD,https://mappinggm.org.uk/gmodin/,ETRS89,-2.240336,53.482094,0.04,unknown ownership,yes,permissioned,full planning permission,2016-05-12,http://pa.manchester.gov.uk/online-applications/,,14,Change of use of floors 2-5 from a single flat and offices to 15 flats and alterations to external elevations to provide an additional storey new circulation core and additional windows,,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,107025/P3JPA/2014/C1,,16 - 18 King StreetManchesterM2 6AG,https://mappinggm.org.uk/gmodin/,ETRS89,-2.246946,53.481173,0.02,unknown ownership,yes,permissioned,full planning permission,2014-11-27,http://pa.manchester.gov.uk/online-applications/,,5,"Notice of prior approval for conversion of first, second and third floor offices into five apartments (Use Class C3).",,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,107731/P3JPA/2014/C1,,Old Half Moon Chambers5 - 7 Chapel WalksManchesterM2 1HN,https://mappinggm.org.uk/gmodin/,ETRS89,-2.244072,53.481853,0.02,unknown ownership,yes,permissioned,full planning permission,2015-02-12,http://pa.manchester.gov.uk/online-applications/,,12,"3 apps give Notice of Prior Approval for conversion of first, second, third and fourth floor offices into a total of twelve apartments (Use Class C3)",,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,111593 / 105558,,94-102  St Marys RoadNewton HeathManchesterM40 0AG,https://mappinggm.org.uk/gmodin/,ETRS89,-2.182933,53.508433,0.10,unknown ownership,yes,permissioned,full planning permission,2016-10-14,http://pa.manchester.gov.uk/online-applications/,,7,"Creation of 7 no. three storey dwellinghouses (Class C3) within the shell of the existing building, together with associated elevational and roof alterations",,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,107099/OO/2014/N2,,Land At Wellington Street/Cross Lane Gorton,https://mappinggm.org.uk/gmodin/,ETRS89,-2.171050,53.463203,0.09,unknown ownership,yes,permissioned,outline planning permission,2015-04-01,http://pa.manchester.gov.uk/online-applications/,,6,OUTLINE APPICATION for a mixed use development comprising 6no. retail/commercial premises with 6no. apartments at first floor,6no. retail/commercial premises,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,108482/FO/2015/N1,,Land At The Site Of The Former St Lukes School Sawley Road Miles Platting,https://mappinggm.org.uk/gmodin/,ETRS89,-2.210018,53.494196,0.33,unknown ownership,yes,permissioned,full planning permission,2015-07-14,http://pa.manchester.gov.uk/online-applications/,,36,"Erection of a part two, part three, part four and part five storey building to form 36 residential apartments (Use Class C3)",,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,108824/P3JPA/2015/C1,,8-14 St Anns Square Manchester,https://mappinggm.org.uk/gmodin/,ETRS89,-2.246034,53.482397,0.08,unknown ownership,yes,permissioned,full planning permission,2015-10-14,http://pa.manchester.gov.uk/online-applications/,,21,"Notification of prior approval for conversion of part first floor, second and third floors of the building into twenty one residential apartments (Use Class C3)",,,,,,,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/metropolitan-district-council/manchester,Manchester City Council,109466/FO/2015/C1,,South Village (The Village Phase 1),https://mappinggm.org.uk/gmodin/,ETRS89,-2.255078,53.477687,0.91,unknown ownership,yes,permissioned,full planning permission,2015-10-21,http://pa.manchester.gov.uk/online-applications/,,57,"Construction of nine mixed use blocks for retail use (A1, A2 and A3) and workspace/office (B1) on the lower floors, with residential above (C3),","(A1, A2 and A3) and workspace/office (B1) on the lower floors",,,,,,,2017-12-31,2018-12-31
