OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,12/01792/OUT,,"Land parcel south of Quercus Road, Quercus Road (Matbro SIAC), Tetbury",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=389657.000000&StartNorthing=193974.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,389657,193974,5,not owned by a public authority,,permissioned,outline planning permission,2013-09-26,,,224,"Approximately 124 dwellings, 50 sheltered units and 50 extra care apartments",Erection of a 60 bedroom care home,,,,,,"Only 50 of the Outline permission remain not started (see 13/04451/REM, 15/03479/REM and 16/02483/REM for parts of the site that are under construction)",2017-11-13,2017-12-01
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,15/03385/FUL,,"Former filling station on the A40 Windrush Section, Windrush",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=418936.000000&StartNorthing=212498.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402215,202113,0.15,not owned by a public authority,yes,permissioned,full planning permission,2016-08-02,,,12,Erection of 12 dwellings,Class A1 village shop unit and other associated ancillary development,,,,,,Has planning permission for 12 dwellings,2017-11-13,2017-11-13
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,16/05023/FUL,,"First Floor, 27 Dyer Street, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402567.000000&StartNorthing=201987.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402567,201987,0.16,not owned by a public authority,yes,permissioned,full planning permission,2017-03-08,,,6,Change of use of gym to create six apartments ,,,,,,,Has planning permission for six dwellings,2017-11-13,2017-11-13
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,17/00323/OUT,,"Ullenwood Court, Ullenwood, Coberley",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=394189.000000&StartNorthing=1217001.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,394189,217001,6.57,not owned by a public authority,yes,permissioned,outline planning permission,2017-07-12,,,20,Residential re-development consisting of 20 units,Provision of equivalent replacement stable facilities and riding arena ,,,,,,Has planning permission for 20 dwellings (supersedes application 14/05225/OUT),2017-11-13,2018-11-23
,,17/00842/FUL,,"Land Adjacent Fosse Lodge, Stratford Road, Moreton-In-Marsh",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=420790.000000&StartNorthing=233267.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,420790,233267,0.21,not owned by a public authority,yes,permissioned,full planning permission,2018-02-15,,,10,Redevelopment of former scrapyard for the erection of 10 dwellings,,,,,,,Has planning permission for ten dwellings,2018-11-23,2018-11-23
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,17/02205/FUL,,"50-52 Lewis Lane, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402669.000000&StartNorthing=201879.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402669,201879,0.04,not owned by a public authority,yes,permissioned,full planning permission,2017-08-10,,,7,Change of use from shop to seven flats,,,,,,,Has planning permission for seven dwellings,2017-11-13,2017-11-13
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,17/02435/OUT,,"Former filling station on the A40 Windrush section, Windrush",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=418917.000000&StartNorthing=212578.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,418917,212578,1.17,not owned by a public authority,yes,permissioned,outline planning permission,2017-08-04,,,16,Conversion of partially constructed motel building to form 16 apartments,"Development of petrol filling station, restaurant and associated parking and access ",,,,,,Has planning permission for 16 dwellings (supersedes application 13/02463/OUT),2017-11-13,2018-11-23
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,17/03081/FUL,,"Land at White Hart Lane, Stow-on-the-Wold",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=419307.000000&StartNorthing=1225857.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,419307,225857,0.06,not owned by a public authority,yes,permissioned,full planning permission,2017-11-21,,,7,Erection of 7 dwellings (1 detached dwelling and 6 semi-detached 1-bed dwellings),,,,,,,Has planning permission for seven dwellings (supersedes application 14/03649/FUL),2017-11-13,2018-11-23
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,17/03221/FUL,,"Former Hospital Site, Moreton-in-Marsh",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=420362.000000&StartNorthing=232714.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,420362,232714,0.79,not owned by a public authority,,permissioned,full planning permission,2017-11-21,,,20,Residential development to provide 20 homes (19 retirement homes and 1 open market),,,,,,,Has planning permission for 20 dwellings,2017-11-13,2017-12-01
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,17/04749/FUL,,"Stow Agricultural Services, Lower Swell Road, Stow-on-the-Wold",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=418913.000000&StartNorthing=225693.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,418927,225686,0.19,not owned by a public authority,,permissioned,full planning permission,2018-03-22,,,7,Demolition of existing buildings and the erection of 7 residential dwellings,,,,,,,Has planning permission for seven dwellings (supersedes application 14/00188/FUL),2017-11-13,2018-11-23
,,17/04958/OPANOT,,"Quest House, London Road, Fairford
",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=416720.000000&StartNorthing=200941.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,416720,200941,0.18,not owned by a public authority,,permissioned,planning permission granted under an order,2018-02-07,,,8,Change of use from existing building to flats,,,,,,,Has planning permission for eight dwellings,2018-11-23,2018-11-23
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,17/04962/FUL,,"White House, Stow Road, Moreton-in-Marsh",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=420420.000000&StartNorthing=232034.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,420420,232034,0.07,not owned by a public authority,yes,permissioned,full planning permission,2018-03-02,,,8,Demolition of existing dwelling and erection of 8 flats together with creation of new vehicular access,,,,,,,Has planning permission for eight dwellings (supersedes application 17/00820/FUL),2017-11-13,2018-11-23
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,17/05083/FUL,,"The Priory Nursing Home, The Chipping, Tetbury",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=389090.000000&StartNorthing=193317.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,389090,193317,0.3,not owned by a public authority,yes,permissioned,full planning permission,2018-05-01,,,9,Change of use to provide nine residential dwellings,,,,,,,Has planning permission for nine dwellings (supersedes application 17/02343/FUL),2017-11-13,2018-11-23
,,18/00042/FUL,,"The Garage, Tally Ho Lane, Guiting Power

",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=409436.000000&StartNorthing=224668.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,409436,224668,0.09,not owned by a public authority,yes,permissioned,full planning permission,2018-02-18,,,5,Development of 5 dwellings,,,,,,,Has planning permission for five dwellings,2018-11-23,2018-11-23
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,18/01177/FUL,,"Wells Masonry Group Ltd, Ilsom Farm, Cirencester Road, Tetbury Upton",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=390138.000000&StartNorthing=194078.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,390138,194078,0.76,not owned by a public authority,yes,permissioned,full planning permission,2018-07-24,,,16,Erection of 16 dwellings following demolition of existing buildings,,,,,,,Has planning permission for 16 dwellings (supersedes application 16/04810/FUL),2017-11-13,2018-11-23
,,18/02760/FUL,,"Paterson Road, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=403311.000000&StartNorthing=201833.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,403311,201833,0.92,not owned by a public authority,yes,permissioned,full planning permission,2018-10-25,,,36,Erection of 36 replacement dwellings and associated infrastructure,,,,,,,Has planning permission for 36 dwellings,2018-11-26,2018-11-26
,,18/02958/FUL,,"Nelson Inn, 70 Gloucester Street, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402032.000000&StartNorthing=202497.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402032,202497,0.24,not owned by a public authority,yes,permissioned,full planning permission,2018-11-22,,,6,hange of use and conversion of Public House and associated land/buildings to 6 dwellings,,,,,,,Has planning permission for six dwellings,2018-12-03,2018-12-03
http://opendatacommunities.org/id/district-council/cotswold,Cotswold District Council,C_17,,"42-54 Querns Lane, Cirencester",http://my.cotswold.gov.uk/mcd.aspx?MapSource=WOxford/cdc_AllMaps&StartEasting=402255.000000&StartNorthing=201621.000000&StartZoom=250&o=1&Layers=Brownfield_Sites_CDC,OSGB36,402255,201621,0.18,not owned by a public authority,,not permissioned,,,,,6,Suitable for development (six dwellings),,,,,,,Proposed allocation for six dwellings - see SHELAA (November 2017) for further information,2017-11-13,2017-11-13
