OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/middlesbrough,Middlesbrough Borough Council,BR3,,"Roworth Road, Thorntree",https://www.middlesbrough.gov.uk/files/brownfields-register-br3-roworth-roadjpg,ETRS89,54.55650527,-1.183741284,2.55,mixed ownership,yes,not permissioned,,,,,81,,,,,,,,,2017-12-11,2017-12-11
http://opendatacommunities.org/id/unitary-authority/middlesbrough,Middlesbrough Borough Council,BR4,,"Former Erimus Training Centre, College Road",https://www.middlesbrough.gov.uk/files/brownfields-register-br4-former-erimus-training-centrejpg,ETRS89,54.56394863,-1.189376862,2.88,not owned by a public authority,yes,permissioned,other,2018-10-11,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OR30JGKUG4M00 ,,106,Erection of 106 no. dwellings and associated works.,,,,,,,Site under construction as of Febrauary  2019,2017-12-11,2019-03-15
http://opendatacommunities.org/id/unitary-authority/middlesbrough,Middlesbrough Borough Council,BR5,,"The Wave, Marton Road",https://www.middlesbrough.gov.uk/files/brownfields-register-br5-wavejpg,ETRS89,54.57136253,-1.225008375,0.59,not owned by a public authority,,permissioned,full planning permission,2016-05-23,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZSKKUSK299,,109,"Erection of 5 storey building (comprising 109no units for student residential accommodation, 95 studios and 14 cluster flats) with car parking, boundary treatments and landscaping.",,,,,,,,2017-12-11,2017-12-11
http://opendatacommunities.org/id/unitary-authority/middlesbrough,Middlesbrough Borough Council,BR6,,"Springfield Hotel, Borough Road",https://www.middlesbrough.gov.uk/files/brownfields-register-br6-springfield-hoteljpg,ETRS89,54.57225073,-1.231828592,0.06,not owned by a public authority,,permissioned,full planning permission,2015-12-07,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZSKKUSK887,,13,"Demolition of existing public house & erection of 1no 7 storey mixed use building, consisting of part ground floor (A1) commercial unit & 13 residential units (77 bed total).",Part ground floor for commercial/retail,,,,,,,2017-12-11,2017-12-11
http://opendatacommunities.org/id/unitary-authority/middlesbrough,Middlesbrough Borough Council,BR7,,L/A 234 Linthorpe Road,https://www.middlesbrough.gov.uk/files/brownfields-register-br7-la-234-linthorpe-roadjpg,ETRS89,54.56963394,-1.238698791,0.03,owned by a public authority,,permissioned,outline planning permission,2016-02-29,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZZSKKUSK559,,55,"Outline planning application for mixed use development consisting of ground floor commercial/retail (A1,A2,A3,A4,A5) and residential accommodation of 55no beds",Ground floor for commercial/retail,,,,,,,2017-12-11,2017-12-11
http://opendatacommunities.org/id/unitary-authority/middlesbrough,Middlesbrough Borough Council,BR10,,4-6 Park Road North,https://www.middlesbrough.gov.uk/files/brownfields-register-br10-4-6-park-road-northjpg,ETRS89,54.56698728,-1.239413062,0.03,not owned by a public authority,yes,permissioned,full planning permission,2017-04-26,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OKUH5FKULQR00,,8,"Change of use from A4 drinking establishement with 2nd floor flat to 8 student cluster flats (1 3B, 6 2B & 1 5B), basement conversion, external alterations, enclosed rear yard and front boundary fencing.",,,,,,,,2017-12-11,2017-12-11
http://opendatacommunities.org/id/unitary-authority/middlesbrough,Middlesbrough Borough Council,BR12,,"L/S Middlesbrough Dock, Middlehaven",https://www.middlesbrough.gov.uk/files/brownfields-register-br12-ls-middlesbrough-dockjpg,ETRS89,54.57747685,-1.22410335,1.89,owned by a public authority,,not permissioned,,,,,40,,,,,,,,,2017-12-11,2017-12-11
http://opendatacommunities.org/id/unitary-authority/middlesbrough,Middlesbrough Borough Council,BR17,,Station Street,https://www.middlesbrough.gov.uk/files/brownfields-register-br17-station-streetjpg,ETRS89,54.57911643,-1.237470287,0.19,not owned by a public authority,,permissioned,full planning permission,2017-10-09,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OPC1VXKUFHZ00,,337,"Erection of 7 storey student accommodation building comprising 337 student studios (Class C3) and ancillary space (Retail - A1, Cafe - A3 and takeaway - A5).",231m2 of retail on ground floor,,,,,,,2017-12-11,2017-12-11
http://opendatacommunities.org/id/unitary-authority/middlesbrough,Middlesbrough Borough Council,BR19,,"Former St David's School, Cowley Road, Acklam",https://www.middlesbrough.gov.uk/files/brownfield-register-br19-former-st-davids-school-cowley-roadjpg,ETRS89,54.54072842,-1.251230627,6.5,mixed ownership,yes,not permissioned,,,,,115,,,,,,,,,2017-12-11,2019-03-26
http://opendatacommunities.org/id/unitary-authority/middlesbrough,Middlesbrough Borough Council,BR23,,"Bishopton Road, Grove Hill",https://www.middlesbrough.gov.uk/files/brownfields-register-br23-bishopton-roadjpg,ETRS89,54.55711971,-1.230890896,2.76,not owned by a public authority,yes,permissioned,full planning permission,2018-03-28,https://publicaccess.middlesbrough.gov.uk/online-applications/applicationDetails.do?keyVal=P190V2KUK2R00&activeTab=summary,,92,Erection of 92no dwellinghouses (including 39no bungalows).,,,,,,,Site under construction as of July 2018,2017-12-11,2019-03-15
