OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SitePlanURL,CoordinateReferenceSystem,GeoX,GeoY,Easting,Northing,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR002,,"""1st Floor, 234-236 Broadway, Bexleyheath""",https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,ETRS89,51.457821,0.137412,548592,175371,0.02,not owned by a public authority,yes,permissioned,other,31/10/2014,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002BQPBELI000,,5,Prior approval for the change of use of the first floor from Class B1(a) to residential flats Class C3 (dwellinghouses).,,,,,,,14/01611/PRIOR,07/12/2017,07/12/2017
http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR003,,"""The Former Pop In Parlour, Cornelia Place, Erith""",https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,ETRS89,51.479028,0.179809,551467,177816,0.03,not owned by a public authority,yes,permissioned,full planning permission,07/10/2016,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00027LBELI000,,5,Erection of a part two/part three storey building to provide 3 x 1 bed and 2 x 2 bed flats.,,,,,,,16/01807/FUL,07/12/2017,07/12/2017
http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR004,,"""Ground Floor, 76 & 78 Crayford High Street, Crayford""",https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,ETRS89,51.453438,0.177654,551402,174966,0.03,not owned by a public authority,yes,permissioned,other,23/05/2017,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002FIKBELI000,,27,Prior notification for the change of use from storage (Class B8) to 5 studio flats (Class C3); Prior notification for the change of use from office (Class B1) to 9 studio flats (Class C3); Prior notification for the change of use from offices (Class B1(a) to 6 x 1 bed maisonettes (Class C3); Prior notification for the change of use from storage (Class B8) to 7 studio flats (Class C3).,,,,,,,"17/00781/PRIOR, 17/00779/PRIOR, 18/00485/PRIOR, 17/02727/PRIOR",07/12/2017,07/12/2017
http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR005,,"""Land to the rear of, 89 Sidcup High Street, Sidcup""",https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,ETRS89,51.426664,0.101389,546189,171834,0.05,not owned by a public authority,yes,permissioned,full planning permission,24/06/2014,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=JJGRRHBE50001,,5,Roof extension to existing building to form an additional 2 bedroom flat with new glazed openings to existing south elevation.  Erection of one residential block to rear comprising of 3x2 bedroom and 1x1 bedroom flats with communal roof terrace.,,,,,,,09/01442/FUL01,07/12/2017,07/12/2017
http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR006,,"""61-63 Lion Road, Bexleyheath""",https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,ETRS89,51.456332,0.136162,548510,175203,0.05,not owned by a public authority,yes,permissioned,full planning permission,01/02/2016,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0029S0BELI000,,5,"Demolition of existing buildings and erection of two apartment blocks providing 5 apartments comprising 3 x 2 bed and 2 x 1 bed apartments. Provision of 3 car parking spaces, cycle and bin store and amenity areas.",,,,,,,15/02772/FUL,07/12/2017,07/12/2017
http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR015,,"""Rear of, 188d Halfway Street, Sidcup""",https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,ETRS89,51.441579,0.087023,545143,173464,0.04,not owned by a public authority,yes,permissioned,full planning permission,15/04/2016,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001K8NBELI000,,6,Erection of one three-storey building comprising 6  one- flats with provision of 6 underground car parking spaces and refuse store.,,,,,,,13/01828/FUL,07/12/2017,07/12/2017
http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR020,,"""70-74 Sidcup High Street, Sidcup""",https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,ETRS89,51.426126,0.102774,546287,171777,0.05,not owned by a public authority,yes,permissioned,full planning permission,22/04/2016,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0002CHBELI000,,6,Formation of a second floor to provide 3 x 2 bed and 3 x 1 bed apartments.,,,,,,,15/00082/FUL,07/12/2017,07/12/2017
http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR021,,"""178 Park View Road, Welling""",https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,ETRS89,51.46174,0.114202,546967,175760,0.06,not owned by a public authority,yes,permissioned,full planning permission,11/07/2016,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0027MGBELI000,,6,Demolition of existing buildings and erection of a part two/part three storey building comprising a commercial retail unit with storage and warehousing at ground floor level and 2 x 1 bed and 4 x 2 bed flats above with communal terrace and privacy screen. Provision of 6 parking spaces to rear along with secure cycle and refuse storage.,,,,,,,16/00428/FUL,07/12/2017,07/12/2017
http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR022,,"""475, 475a and 475b Blackfen Road, Sidcup""",https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,ETRS89,51.448418,0.115888,547127,174282,0.07,not owned by a public authority,yes,permissioned,full planning permission,21/03/2017,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0027F8BELI000,,6,Demolition of existing shops and erection of one restaurant (Class A3) and 6 x 2 bedroom flats with associated parking and amenity space.,,,,,,,16/02004/FUL,07/12/2017,07/12/2017
http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR023,,"""Garage site in, Kay Street, Welling""",https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy/brownfield-land-register,ETRS89,51.470185,0.11118,546730,176693,0.22,not owned by a public authority,yes,permissioned,full planning permission,31/01/2017,http://pa.bexley.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0001OOBELI000,,6,"Demolition of existing garages and erection of 6 dwelling houses comprising 3 x 2 bed detached and 3 x 2 bed terraced houses, bin storage areas and associated parking spaces.",,,,,,,16/02558/FUL,07/12/2017,07/12/2017
