OrganisationURI,SiteReference,SiteNameAddress,GeoY,GeoX,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA530,Land rear Of 81 Dumfries Street,51.876514,-0.422147,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/529-and-530.pdf,0.05,,permissioned,full planning permission,2015-01-14,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000FF5KGLI000,yes,7,8,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA532,2B Medina Road,51.888519,-0.439774,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/531-and-532.pdf,0.05,,permissioned,full planning permission,2015-08-13,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001X4NKGLI000,yes,8,9,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA533,15 - 17 Cardiff Road,51.879294,-0.422311,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/533-and-534.pdf,0.02,,not permissioned,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001N03KGLI000,,8,9,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA535,"The Compasses, 11 Farley Hill",51.874112,-0.418759,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/535-and-536.pdf,0.04,,not permissioned,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001OL2KGLI000,yes,9,10,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA542,28 Dunstable Road,51.881018,-0.422803,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/541-and-542.pdf,0.12,,permissioned,other,2017-07-04,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001MI6KGLI000,yes,42,46,,"The site also benefits from additional permissions (15/01015/COM, 17/00761/COM, 17/00763/COM, 17/00764/COM)",2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA543,39 Castle Street,51.87611,-0.414897,http://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps/543-and-544.pdf,0.13,,permissioned,full planning permission,2019-04-01,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001OEIKGLI000,,35,41,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA545,39 - 49 Manor Road,51.876761,-0.407131,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/545-and-546.pdf,0.26,,permissioned,outline planning permission,2018-06-07,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001X1NKGLI000,,105,116,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA552,179 - 185 Dunstable Road,51.885142,-0.42863,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/551-and-552.pdf,0.07,,not permissioned,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001N0SKGLI000,,12,13,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA559,"Cresta House, Alma Street",51.881155,-0.418948,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/559-and-560.pdf,0.16,,permissioned,other,2018-08-28,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001N4ZKGLI000,,55,61,,"The site also benefits from additional permissions (17/00892/COM, 17/00097/COM, 17/00096/COM, 17/00895/COM)",2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA561,2 - 6 Cardigan Street,51.881776,-0.420277,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/561-to-564.pdf,0.03,,permissioned,other,2016-11-03,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001SWMKGLI000,yes,11,12,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA562,80 - 88 Collingdon Street,51.882151,-0.422109,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/561-to-564.pdf,0.07,,permissioned,other,2016-08-09,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001MHLKGLI000,yes,18,20,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA563,"Gilmartins House, 102 Collingdon Street",51.882134,-0.422851,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/561-to-564.pdf,0.05,,permissioned,full planning permission,2018-07-13,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NQ6XUNKG05500,yes,18,20,,The site also benefits from additional permission (17/00095/COM),2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA564,1 - 11 Cumberland Street,51.876198,-0.410696,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/561-to-564.pdf,0.29,,permissioned,full planning permission,2019-05-30,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001SZ4KGLI000,yes,209,230,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA565,"Chubb House, 400 Dallow Road",51.885132,-0.45432,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/565-and-566.pdf,0.6,,permissioned,other,2016-06-15,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001YKHKGLI000,yes,130,143,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA567,"55 George Street And 
2B George Street West",51.878819,-0.416371,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/567-and-568.pdf,0.02,,permissioned,full planning permission,2016-08-02,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001NHCKGLI000,yes,5,6,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA573,"1 Park Terrace, Manor Road",51.876048,-0.408958,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/573-and-574.pdf,0.01,,permissioned,other,2016-05-04,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001TU3KGLI000,yes,10,11,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA574,14 Stuart Street,51.878053,-0.418258,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/573-and-574.pdf,0.02,,permissioned,full planning permission,2017-09-22,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001ND7KGLI000,yes,6,7,,The site also benefits from additional permission (15/01658/FUL),2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA575,46 Windsor Walk,51.876785,-0.419595,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/575-and-576.pdf,0.02,,permissioned,other,2016-04-11,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001OKQKGLI000,yes,5,6,,,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA577,Berry Leys garage courts,51.916848,-0.459324,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/577-and-578.pdf,0.22,,not permissioned,,,,,11,12,,No planning history exists for this site,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA578,Oatfield Close garage courts,51.903225,-0.494676,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/577-and-578.pdf,0.15,,not permissioned,,,,,5,6,,No planning history exists for this site,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA583,Easingwold Gardens garage courts,51.884155,-0.453845,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/583-and-584.pdf,0.22,,not permissioned,,,,,11,12,,No planning history exists for this site,2017-12-01,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA584,19-21 Burr Street,51.883016,-0.41092,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/583-and-584.pdf,0.24,,permissioned,outline planning permission,2018-02-26,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001X1YKGLI000,,64,70,,This site is part of SHLAA489,2018-12-28,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA585,48 Crawley Green Road,51.879727,-0.401084,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/585-and-586.pdf,0.25,,permissioned,full planning permission,2017-07-05,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=HA5ARVKGE0000,yes,40,44,,,2018-12-28,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA587,"Chicagos, 22 - 42 Gordon Street",51.880238,-0.418936,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/587-and-588.pdf,0.17,,permissioned,full planning permission,2017-08-07,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001ZFFKGLI000,yes,59,65,,,2018-12-28,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA588,"Hatton Place, 114-134 Midland Road",51.883452,-0.415874,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/587-and-588.pdf,0.08,,permissioned,full planning permission,2017-07-03,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IOWUGZKGM5000,yes,6,7,,,2018-12-28,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA592,"Broadcasting House, 1 Hastings Street",51.877183,-0.418419,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/591-and-592.pdf,0.1,,permissioned,other,2018-07-11,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001UHTKGLI000,yes,37,41,,The site also benefits from another extant permission (17/00508/COM),2018-12-28,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA593,13 London Road,51.872081,-0.418162,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/593-and-594.pdf,0.06,,permissioned,full planning permission,2017-07-07,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000SXOKGLI000,yes,6,7,,,2018-12-28,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA595,25 Wellington Street,51.878895,-0.418054,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/595-and-596.pdf,0.04,,permissioned,full planning permission,2018-03-23,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001CC1KGLI000,yes,5,6,,,2018-12-28,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA597,"Frank Lord House, 72 Chapel Street",51.875809,-0.417871,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/597-and-598.pdf,0.04,,permissioned,other,2017-12-19,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001OSCKGLI000,yes,20,22,,,2018-12-28,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA598,49 Cardiff Road,51.878548,-0.423645,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/597-and-598.pdf,0.02,,permissioned,other,2018-03-20,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001MNWKGLI000,yes,5,6,,,2018-12-28,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA599,4 Eaton Green Road,51.883455,-0.385696,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/599-and-600.pdf,0.29,,not permissioned,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=OMWOZ9KG09602,,12,13,,,2018-12-28,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA601,46 - 52 Park Street,51.877115,-0.411346,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/601-and-602.pdf,0.2,,permissioned,full planning permission,2019-05-23,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001NUTKGLI000,yes,6,7,,Permission on part of site,2019-11-18,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA602,Round Green Tavern Hitchin Road,51.891882,-0.400973,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/601-and-602.pdf,0.08,,permissioned,full planning permission,2019-10-04,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001PFYKGLI000,yes,9,10,,,2019-11-18,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA603,34 Clarendon Road,51.887433,-0.417056,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/603-and-604.pdf,0.04,,permissioned,full planning permission,2019-08-20,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001PE0KGLI000,yes,6,7,,Extant permission - 18/00743/COU,2019-11-18,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA605,106 to 108 Wellington Street,51.877243,-0.420218,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/605-and-606.pdf,0.04,,pending decision,,,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MD0IXBKG09801,yes,13,14,,,2019-11-18,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA606,The English Rose 46 Old Bedford Road,51.884848,-0.417423,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/605-and-606.pdf,0.06,,permissioned,full planning permission,2019-01-07,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001PHDKGLI000,yes,5,6,,,2019-11-18,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA607,46 to 48 Rothesay Road,51.878165,-0.423222,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/607-and-608.pdf,0.06,,permissioned,full planning permission,2019-01-30,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001MXIKGLI000,yes,8,9,,,2019-11-18,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA608,30 Guildford Street,51.881021,-0.41362,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/607-and-608.pdf,0.02,,permissioned,full planning permission,2019-03-25,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001NBAKGLI000,yes,5,6,,,2019-11-18,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA609,Cannon Kirk House 64 - 66 Stuart Street,51.879309,-0.420741,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/609-and-610.pdf,0.05,,permissioned,other,2019-03-29,https://planning.luton.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PZKNYGKG0CT00,yes,14,15,,,2019-11-18,2019-11-18,
http://opendatacommunities.org/id/unitary-authority/luton,SHLAA611,Garage court rear of 59 Mangrove Road,51.894212,-0.385892,https://www.luton.gov.uk/Environment/Lists/LutonDocuments/PDF/SHLAA-2017/Maps1/611.pdf,0.1,,not permissioned,,,,,5,6,,,2019-11-18,2019-11-18,
