OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C90(b),,"""Whitelodge, New Penkridge Road, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,397022,310567,0.23,not owned by a public authority,yes,permissioned,full planning permission,2017-10-03,,,15,,,,15,15,,,"CH/16/410 is full planning permission for the conversion of the existing building to form 13 apartments, granted February 2017 and under construction.  CH/17/195 is full planning permission for the erection of 2no. dwellings, granted October 2017.  15 dwellings on site total.  Developer advises site to be completed in 2019/20.  CH/18/214 is planning application for additional 2 units on the first floor of conversion, not yet determined (site capacity may increase to 17 dwellings).  4 completions to date",2017-09-01,2019-11-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C269,,"""Blackford's Former Working Men's Club, Cannock Road, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,398707,311001,0.4,not owned by a public authority,yes,permissioned,full planning permission,2017-03-21,,,26,,,,26,26,,,"Buildings have been demolished. CH/15/0497 is full planning permission for 26 apartments, granted March 2017. Site owned by developer who intends to build out site.  Under construction.",2017-09-01,2019-11-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C152,,"""26-28 Wolverhampton Road, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,397923,309989,0.12,not owned by a public authority,,not permissioned,,,,,21,,,,21,21,,,"CH/15/0078 is full planning permission for 21no. 1 bed flats, granted May 2015.  CH/18/167 was revised outline planning application for 25 apartments, now withdrawn.  Landowner intends to develop- potentially as landlord to future rental properties.",2017-09-01,2019-11-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C272 (Part 2),,"""Langbourn, Hillcroft and Ivy House, Longford Road, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,397528,309572,0.4,not owned by a public authority,yes,permissioned,full planning permission,2016-11-22,,,14,,,,14,14,,,"CH/16/364 is full planning permission for the conversion of offices to 14 apartments, granted November 2016.  Landowner is intended developer of site.  Developer advises that the site will be completed 2019/2020 (currently undertaking finishing external works).",2017-09-01,2019-11-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C327,,"""Land at junction of Cannock Road and Burgoyne Street, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,399346,311979,0.3,not owned by a public authority,yes,permissioned,full planning permission,2016-10-19,,,14,,,,14,14,,,"CH/14/0097 is full planning permission for 14 dwellings, granted October 2016.  11 completions to date.",2017-09-01,2019-11-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C335,,"""Land off Lakeside Boulevard, Bridgtown, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,397919,305335,3.7,not owned by a public authority,yes,permissioned,full planning permission,2016-06-29,,,111,,,,111,111,,,"CH/13/0323 is outline planning permission for residential development: Erection of 111 dwellings, public house/restaurant and provision of public open space (outline all matters reserved), granted March 2016. CH/16/124 is reserved matters approval, granted June 2016. Incorporates 50% affordable housing provision (to be developed by Walsall Housing Group). The site included within the register excludes the area which has been reserved for commercial development under the original outline planning permission.  Net developable area 3.1ha.  96 completions to date.",2017-09-01,2019-11-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,R19,,"""Former Ultra Electronics Site, Main Road/Armitage Road, Brereton""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,405178,316979,3.05,not owned by a public authority,yes,permissioned,full planning permission,2016-07-05,,,103,,,,103,103,,,"Outline planning permission CH/14/0293 granted for up to 120 dwellings (May 2015). CH/15/0492 is reserved matters approval for 103 dwellings, granted July 2016.  66 completions to date.",2017-09-01,2019-11-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,R97,,"""Land off Coulthwaite Way, Coulthwaite Way, Brereton""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,404863,317005,0.4,not owned by a public authority,yes,permissioned,full planning permission,2017-04-19,,,24,,,,24,24,,,"CH/12/0433 is full planning permission for change of use from care home to 20. no flats and erection of first storey extension and erection of entrance lobby, granted March 2013. Revised application for 22 flats (CH/13/0433) granted April 2014. CH/16/444 is full planning permission for an extension to form 2 additional dwellings, granted April 2017. 22 completions to date.",2017-09-01,2019-11-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,C420,,"""Land at 61 & 65 Wimblebury Road, Heath Hayes, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,401560,310138,0.19,not owned by a public authority,yes,permissioned,full planning permission,2018-03-27,,,6,,,,6,6,,,"CH/17/070 is outline planning permission for the erection of 10 dwellings. The full extent of this site including greenfield land is 0.31ha with a capacity of 10 dwellings. The register reflects the size and indicative capacity of the brownfield element of the site only. For full details on the site please see the SHLAA. CH/18/042 is full planning permission for the erection of 9no. dwellings, granted March 2018. No change in brownfield capacity.  Development has commenced.",2017-09-01,2019-11-01
http://opendatacommunities.org/id/district-council/cannock-chase,Cannock Chase Council,R16,,"""Pear Tree Primary School, Hardie Avenue, Rugeley""",http://cannockchase.addresscafe.com/app/exploreit/,OSGB36,404277,317325,0.55,owned by a public authority,,not permissioned,,,,,16,,,,16,16,,,"CH/15/0084 is outline planning permission for the erection of 72 dwellings (joint application with site R20), granted May 2015- now expired. The full extent of this site including greenfield land is 1.4ha with a capacity of 40 dwellings. The register reflects the size and indicative capacity of the brownfield element of the site only. For full details on the site please see the SHLAA. Joint venture between Cannock Chase Council and Staffs County Council. Liaising with potential developers on scheme which will require new planning application.",2017-09-01,2019-11-01
