OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,98,,"Ayton Village Primary School, Dunlin Drive, Ayton",https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,ETRS89,-1.55298026,54.88987304,1.58,owned by a public authority,yes,not permissioned,,,https://www.sunderland.gov.uk/online-applications,,36,,,,,,,https://www.sunderland.gov.uk/media/20420/SHLAA-Washington-Appendices/pdf/20d_Washington_App_O.pdf?m=636645832611900000|https://www.sunderland.gov.uk/media/19102/Strategic-Land-Review-Washington-2016-/pdf/14E_Strategic_Land_Review_Washington_(2016).pdf,"""Development Brief prepared and out to market""",30/06/2016,30/11/2018
http://opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,B056,56,"High Usworth School, Well Bank Road",https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,ETRS89,-1.5334922,54.91835836,0.65,mixed ownership,yes,permissioned,full planning permission,14/06/2017,https://www.sunderland.gov.uk/online-applications,,14,,,,,,,https://www.sunderland.gov.uk/media/20420/SHLAA-Washington-Appendices/pdf/20d_Washington_App_O.pdf?m=636645832611900000|https://www.sunderland.gov.uk/media/19102/Strategic-Land-Review-Washington-2016-/pdf/14E_Strategic_Land_Review_Washington_(2016).pdf,"""Permitted application ref. 16/02266/FU4""",30/06/2016,30/11/2018
http://opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,112,,Site of former Broomhill Estate.,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,ETRS89,-1.4574217,54.83256475,3.9,not owned by a public authority,yes,permissioned,full planning permission,18/08/2017,https://www.sunderland.gov.uk/online-applications,,124,,,,,,,https://www.sunderland.gov.uk/media/20442/SHLAA-Coalfield-Appendices/pdf/20e_Coalfield_App_P.pdf?m=636646123310000000|https://www.sunderland.gov.uk/media/19100/Strategic-Land-Review-Coalfield-2016-/pdf/14A_Strategic_Land_Review_Coalfield_(2016)1.pdf,"""Permitted application ref. 12/03140/FUL""",30/06/2016,30/11/2018
http://opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,312,,"Former Junglerama, Victoria Road",https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,ETRS89,-1.52253724,54.91205247,0.29,mixed ownership,yes,permissioned,full planning permission,28/11/2016,https://www.sunderland.gov.uk/online-applications,,12,,,,,,,https://www.sunderland.gov.uk/media/20420/SHLAA-Washington-Appendices/pdf/20d_Washington_App_O.pdf?m=636645832611900000|https://www.sunderland.gov.uk/media/19102/Strategic-Land-Review-Washington-2016-/pdf/14E_Strategic_Land_Review_Washington_(2016).pdf,"""Permitted application ref. 16/00115/FU4""",30/06/2016,30/11/2018
http://opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,B448,448,Penshaw House,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,ETRS89,-1.49963232,54.8698234,1.09,owned by a public authority,,pending decision,,,https://www.sunderland.gov.uk/online-applications,,9,,,,,,,https://www.sunderland.gov.uk/media/20442/SHLAA-Coalfield-Appendices/pdf/20e_Coalfield_App_P.pdf?m=636646123310000000|https://www.sunderland.gov.uk/media/19100/Strategic-Land-Review-Coalfield-2016-/pdf/14A_Strategic_Land_Review_Coalfield_(2016)1.pdf,"""Development Brief prepared and out to market, with response to application ref. 10/02549/MNQ confirming residential development is acceptable in principle""",30/06/2016,30/11/2018
http://opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,B330A,330A,Philadelphia Complex,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,ETRS89,-1.4782914,54.86449488,17.29,not owned by a public authority,yes,permissioned,other,10/06/2016,https://www.sunderland.gov.uk/online-applications,,250,,,,,,,https://www.sunderland.gov.uk/media/20442/SHLAA-Coalfield-Appendices/pdf/20e_Coalfield_App_P.pdf?m=636646123310000000|https://www.sunderland.gov.uk/media/19100/Strategic-Land-Review-Coalfield-2016-/pdf/14A_Strategic_Land_Review_Coalfield_(2016)1.pdf,"""Permitted hybrid application ref. 14/00538/HYB - mixed-use development with Outline Planning Permission for up to 500 dwellings overall""",30/06/2016,30/11/2018
http://opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,660,,63 Fawcett Street,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,ETRS89,-1.38227357,54.90722406,0.02,not owned by a public authority,yes,permissioned,full planning permission,07/07/2015,https://www.sunderland.gov.uk/online-applications,,7,,,,,,,https://www.sunderland.gov.uk/media/20419/SHLAA-Urban-Core-Appendices/pdf/20c_Urban_Core_App_M.pdf?m=636645832185070000|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,"""Permitted application ref. 14/02357/FUL. Part of Central Area Urban Design Strategy SPD""",30/06/2016,30/11/2018
http://opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,B062,62,Ryhope and Cherry Knowles Hospital,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,ETRS89,-1.37428107,54.86139677,27.67,mixed ownership,yes,permissioned,other,,https://www.sunderland.gov.uk/online-applications,,640,,,,,,,https://www.sunderland.gov.uk/media/20418/SHLAA-Sunderland-South-Appendices/pdf/20b_Sunderland_South_App_N.pdf?m=636645831713500000|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/SSGA,"""Permitted hybrid application ref. 16/01524/HYB - Full Planning Permission for 304 dwellings, with Outline Planning Permission for 496 dwellings and an 80-bed care village. Part of South Sunderland Growth Area masterplan (Cherry Knowle) and draft SPD""",30/11/2017,30/11/2018
http://opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,B078,78,Farringdon Row Phase 2-4,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,ETRS89,-1.39311911,54.91201444,1.99,mixed ownership,,not permissioned,,,https://www.sunderland.gov.uk/online-applications,,44,,,,,,,https://www.sunderland.gov.uk/media/20419/SHLAA-Urban-Core-Appendices/pdf/20c_Urban_Core_App_M.pdf?m=636645832185070000|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/article/13177/Farringdon-Row-Development-Framework-Adopted-July-2006|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,"""Part of Farringdon Row Development Framework SPD and Central Area Urban Design Strategy SPD""",30/11/2017,30/11/2018
http://opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,B080C,080C,Stadium Village Site C,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,ETRS89,-1.38558415,54.91105108,0.92,mixed ownership,,not permissioned,,,https://www.sunderland.gov.uk/online-applications,,72,,,,,,,https://www.sunderland.gov.uk/media/20419/SHLAA-Urban-Core-Appendices/pdf/20c_Urban_Core_App_M.pdf?m=636645832185070000|https://www.sunderland.gov.uk/media/19090/Strategic-Land-Review-North-2016-/pdf/14B_Strategic_Land_Review_North_(2016).pdf|https://www.sunderland.gov.uk/media/8707/Stadium-Village-Development-Framework-2010/pdf/Stadium_Village_Development_Framework_2010.pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,"""Part of Stadium Village Development Framework SPD masterplan and Central Area Urban Design Strategy SPD""",30/11/2017,30/11/2018
